stable_sample_id,project_accession,sample_basis,sample_evidence_status,sample_identity_resolution,archive_native_sample_id,paper_native_sample_label,supplementary_table_sample_label,sample_lineage_path,sample_lineage_locator,inclusion_status,species_latin_name,species_common_name,source_family,source_release,record_modality,review_strength,provenance_quality,publication,paper_doi,paper_url,supplementary_source,site_label,political_entity,latitude,longitude,latitude_text,longitude_text,coordinate_confidence,chronology_text,chronology_strength,chronology_normalization_status,chronology_provenance_path,chronology_provenance_locator,chronology_conflict_note,time_start_bp,time_end_bp,time_mean_bp,dating_basis,inclusion_note
equus_caballus:sample:prjeb10854,PRJEB10854,project_accession_anchor,not_yet_recoverable,provisional,,,,,,sample_context_blocked,Equus caballus,horse,ENA,PRJEB10854,archive_reads,archive_verified_needs_paper_pinning,manual_curation_only,,,,,site detail not yet extracted from tracked source support,,,,,,withheld,chronology not yet extracted from tracked source support,project_context_text_only,text_only_unparsed,,,,,,,not_yet_curated,"This sample row is curated into the species master table, but site and chronology extraction are still blocked until a project-owned site evidence row is curated from paper or supplementary support."
equus_caballus:sample:prjeb19970:cgg_1_016168,PRJEB19970,supplementary_table_sample_label_anchor,direct_table_extracted,final,CGG_1_016168,Berel_BER01_A_2300,Berel_BER01_A_2300,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc3.xlsx,Sheet1!row7,site_curated,Equus caballus,horse,ENA,PRJEB19970,archive_reads,primary_paper_pinned,manual_curation_only,Ancient genomic changes associated with domestication of the horse,10.1126/science.aam5298,https://doi.org/10.1126/science.aam5298,,Berel',Kazakhstan,,,,,unknown,2300 BP,sample_owned_interval,normalized_point,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc3.xlsx,Sheet1!row7,Sample-owned chronology disagrees with the project-level chronology interval.,2300,2300,2300,mixed_radiocarbon_and_archaeological_context,This locality is backed by direct sample rows recovered from the supplementary table.
equus_caballus:sample:prjeb19970:cgg_1_016169,PRJEB19970,supplementary_table_sample_label_anchor,direct_table_extracted,final,CGG_1_016169,Berel_BER02_B_2300,Berel_BER02_B_2300,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc3.xlsx,Sheet1!row8,site_curated,Equus caballus,horse,ENA,PRJEB19970,archive_reads,primary_paper_pinned,manual_curation_only,Ancient genomic changes associated with domestication of the horse,10.1126/science.aam5298,https://doi.org/10.1126/science.aam5298,,Berel',Kazakhstan,,,,,unknown,2300 BP,sample_owned_interval,normalized_point,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc3.xlsx,Sheet1!row8,Sample-owned chronology disagrees with the project-level chronology interval.,2300,2300,2300,mixed_radiocarbon_and_archaeological_context,This locality is backed by direct sample rows recovered from the supplementary table.
equus_caballus:sample:prjeb19970:cgg_1_016171,PRJEB19970,supplementary_table_sample_label_anchor,direct_table_extracted,final,CGG_1_016171,Berel_BER04_D_2300,Berel_BER04_D_2300,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc3.xlsx,Sheet1!row9,site_curated,Equus caballus,horse,ENA,PRJEB19970,archive_reads,primary_paper_pinned,manual_curation_only,Ancient genomic changes associated with domestication of the horse,10.1126/science.aam5298,https://doi.org/10.1126/science.aam5298,,Berel',Kazakhstan,,,,,unknown,2300 BP,sample_owned_interval,normalized_point,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc3.xlsx,Sheet1!row9,Sample-owned chronology disagrees with the project-level chronology interval.,2300,2300,2300,mixed_radiocarbon_and_archaeological_context,This locality is backed by direct sample rows recovered from the supplementary table.
equus_caballus:sample:prjeb19970:cgg_1_016172,PRJEB19970,supplementary_table_sample_label_anchor,direct_table_extracted,final,CGG_1_016172,Berel_BER05_E_2300,Berel_BER05_E_2300,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc3.xlsx,Sheet1!row10,site_curated,Equus caballus,horse,ENA,PRJEB19970,archive_reads,primary_paper_pinned,manual_curation_only,Ancient genomic changes associated with domestication of the horse,10.1126/science.aam5298,https://doi.org/10.1126/science.aam5298,,Berel',Kazakhstan,,,,,unknown,2300 BP,sample_owned_interval,normalized_point,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc3.xlsx,Sheet1!row10,Sample-owned chronology disagrees with the project-level chronology interval.,2300,2300,2300,mixed_radiocarbon_and_archaeological_context,This locality is backed by direct sample rows recovered from the supplementary table.
equus_caballus:sample:prjeb19970:cgg_1_016173,PRJEB19970,supplementary_table_sample_label_anchor,direct_table_extracted,final,CGG_1_016173,Berel_BER06_F_2300,Berel_BER06_F_2300,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc3.xlsx,Sheet1!row11,site_curated,Equus caballus,horse,ENA,PRJEB19970,archive_reads,primary_paper_pinned,manual_curation_only,Ancient genomic changes associated with domestication of the horse,10.1126/science.aam5298,https://doi.org/10.1126/science.aam5298,,Berel',Kazakhstan,,,,,unknown,2300 BP,sample_owned_interval,normalized_point,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc3.xlsx,Sheet1!row11,Sample-owned chronology disagrees with the project-level chronology interval.,2300,2300,2300,mixed_radiocarbon_and_archaeological_context,This locality is backed by direct sample rows recovered from the supplementary table.
equus_caballus:sample:prjeb19970:cgg_1_016174,PRJEB19970,supplementary_table_sample_label_anchor,direct_table_extracted,final,CGG_1_016174,Berel_BER07_G_2300,Berel_BER07_G_2300,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc3.xlsx,Sheet1!row12,site_curated,Equus caballus,horse,ENA,PRJEB19970,archive_reads,primary_paper_pinned,manual_curation_only,Ancient genomic changes associated with domestication of the horse,10.1126/science.aam5298,https://doi.org/10.1126/science.aam5298,,Berel',Kazakhstan,,,,,unknown,2300 BP,sample_owned_interval,normalized_point,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc3.xlsx,Sheet1!row12,Sample-owned chronology disagrees with the project-level chronology interval.,2300,2300,2300,mixed_radiocarbon_and_archaeological_context,This locality is backed by direct sample rows recovered from the supplementary table.
equus_caballus:sample:prjeb19970:cgg_1_016175,PRJEB19970,supplementary_table_sample_label_anchor,direct_table_extracted,final,CGG_1_016175,Berel_BER08_H_2300,Berel_BER08_H_2300,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc3.xlsx,Sheet1!row13,site_curated,Equus caballus,horse,ENA,PRJEB19970,archive_reads,primary_paper_pinned,manual_curation_only,Ancient genomic changes associated with domestication of the horse,10.1126/science.aam5298,https://doi.org/10.1126/science.aam5298,,Berel',Kazakhstan,,,,,unknown,2300 BP,sample_owned_interval,normalized_point,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc3.xlsx,Sheet1!row13,Sample-owned chronology disagrees with the project-level chronology interval.,2300,2300,2300,mixed_radiocarbon_and_archaeological_context,This locality is backed by direct sample rows recovered from the supplementary table.
equus_caballus:sample:prjeb19970:cgg_1_016176,PRJEB19970,supplementary_table_sample_label_anchor,direct_table_extracted,final,CGG_1_016176,Berel_BER09_I_2300,Berel_BER09_I_2300,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc3.xlsx,Sheet1!row14,site_curated,Equus caballus,horse,ENA,PRJEB19970,archive_reads,primary_paper_pinned,manual_curation_only,Ancient genomic changes associated with domestication of the horse,10.1126/science.aam5298,https://doi.org/10.1126/science.aam5298,,Berel',Kazakhstan,,,,,unknown,2300 BP,sample_owned_interval,normalized_point,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc3.xlsx,Sheet1!row14,Sample-owned chronology disagrees with the project-level chronology interval.,2300,2300,2300,mixed_radiocarbon_and_archaeological_context,This locality is backed by direct sample rows recovered from the supplementary table.
equus_caballus:sample:prjeb19970:cgg_1_016177,PRJEB19970,supplementary_table_sample_label_anchor,direct_table_extracted,final,CGG_1_016177,Berel_BER10_K_2300,Berel_BER10_K_2300,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc3.xlsx,Sheet1!row15,site_curated,Equus caballus,horse,ENA,PRJEB19970,archive_reads,primary_paper_pinned,manual_curation_only,Ancient genomic changes associated with domestication of the horse,10.1126/science.aam5298,https://doi.org/10.1126/science.aam5298,,Berel',Kazakhstan,,,,,unknown,2300 BP,sample_owned_interval,normalized_point,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc3.xlsx,Sheet1!row15,Sample-owned chronology disagrees with the project-level chronology interval.,2300,2300,2300,mixed_radiocarbon_and_archaeological_context,This locality is backed by direct sample rows recovered from the supplementary table.
equus_caballus:sample:prjeb19970:cgg_1_016179,PRJEB19970,supplementary_table_sample_label_anchor,direct_table_extracted,final,CGG_1_016179,Berel_BER12_M_2300,Berel_BER12_M_2300,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc3.xlsx,Sheet1!row16,site_curated,Equus caballus,horse,ENA,PRJEB19970,archive_reads,primary_paper_pinned,manual_curation_only,Ancient genomic changes associated with domestication of the horse,10.1126/science.aam5298,https://doi.org/10.1126/science.aam5298,,Berel',Kazakhstan,,,,,unknown,2300 BP,sample_owned_interval,normalized_point,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc3.xlsx,Sheet1!row16,Sample-owned chronology disagrees with the project-level chronology interval.,2300,2300,2300,mixed_radiocarbon_and_archaeological_context,This locality is backed by direct sample rows recovered from the supplementary table.
equus_caballus:sample:prjeb19970:cgg_1_017038,PRJEB19970,supplementary_table_sample_label_anchor,direct_table_extracted,final,CGG_1_017038,Sintashta_NB46_4023,Sintashta_NB46_4023,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc3.xlsx,Sheet1!row35,site_curated,Equus caballus,horse,ENA,PRJEB19970,archive_reads,primary_paper_pinned,manual_curation_only,Ancient genomic changes associated with domestication of the horse,10.1126/science.aam5298,https://doi.org/10.1126/science.aam5298,,Sintashta,Russia,,,,,unknown,4023 BP,sample_owned_interval,normalized_point,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc3.xlsx,Sheet1!row35,Sample-owned chronology disagrees with the project-level chronology interval.,4023,4023,4023,mixed_radiocarbon_and_archaeological_context,This locality is backed by direct sample rows recovered from the supplementary table.
equus_caballus:sample:prjeb19970:cgg_1_017079,PRJEB19970,supplementary_table_sample_label_anchor,direct_table_extracted,final,CGG_1_017079,ArzhanI_I-K2_Arz1_2727,ArzhanI_I-K2_Arz1_2727,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc3.xlsx,Sheet1!row3,site_curated,Equus caballus,horse,ENA,PRJEB19970,archive_reads,primary_paper_pinned,manual_curation_only,Ancient genomic changes associated with domestication of the horse,10.1126/science.aam5298,https://doi.org/10.1126/science.aam5298,,Arzhan I,Russia,,,,,unknown,2727 BP,sample_owned_interval,normalized_point,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc3.xlsx,Sheet1!row3,,2727,2727,2727,mixed_radiocarbon_and_archaeological_context,This locality is backed by direct sample rows recovered from the supplementary table.
equus_caballus:sample:prjeb19970:cgg_1_017088,PRJEB19970,supplementary_table_sample_label_anchor,direct_table_extracted,final,CGG_1_017088,ArzhanI_I-K3_Arz2_2727,ArzhanI_I-K3_Arz2_2727,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc3.xlsx,Sheet1!row4,site_curated,Equus caballus,horse,ENA,PRJEB19970,archive_reads,primary_paper_pinned,manual_curation_only,Ancient genomic changes associated with domestication of the horse,10.1126/science.aam5298,https://doi.org/10.1126/science.aam5298,,Arzhan I,Russia,,,,,unknown,2727 BP,sample_owned_interval,normalized_point,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc3.xlsx,Sheet1!row4,,2727,2727,2727,mixed_radiocarbon_and_archaeological_context,This locality is backed by direct sample rows recovered from the supplementary table.
equus_caballus:sample:prjeb19970:n/a,PRJEB19970,supplementary_table_sample_label_anchor,direct_table_extracted,final,N/A,Connemara_0004A,Connemara_0004A,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc3.xlsx,Sheet1!row46 || Sheet1!row75,site_curated,Equus caballus,horse,ENA,PRJEB19970,archive_reads,primary_paper_pinned,manual_curation_only,Ancient genomic changes associated with domestication of the horse,10.1126/science.aam5298,https://doi.org/10.1126/science.aam5298,,N/A,N/A,,,,,unknown,N/A,sample_owned_text_only,text_only_unparsed,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc3.xlsx,Sheet1!row46 || Sheet1!row75,Sample-owned chronology text disagrees with the project-level chronology wording.,,,,mixed_radiocarbon_and_archaeological_context,This locality is backed by direct sample rows recovered from the supplementary table.
equus_caballus:sample:prjeb22390:cgg_1_017139,PRJEB22390,supplementary_table_sample_label_anchor,direct_table_extracted,final,CGG_1_017139,Haunstetten 1979,Haunstetten_1979,data/adna/governance/source_library/papers/10.1126-science.aao3297/supplementary/aao3297_tables15.xlsx || data/adna/governance/source_library/papers/10.1126-science.aao3297/supplementary/aao3297_tables11.xlsx,Sheet1!row204 || Sheet1!row16,site_curated,Equus caballus,horse,ENA,PRJEB22390,archive_reads,primary_paper_pinned,manual_curation_only,Ancient genomes revisit the ancestry of domestic and Przewalski's horses,10.1126/science.aao3297,https://doi.org/10.1126/science.aao3297,,Haunstetten,,,,,,unknown,1979 BP,sample_owned_interval,normalized_point,data/adna/governance/source_library/papers/10.1126-science.aao3297/supplementary/aao3297_tables15.xlsx || data/adna/governance/source_library/papers/10.1126-science.aao3297/supplementary/aao3297_tables11.xlsx,Sheet1!row204 || Sheet1!row16,Sample-owned chronology disagrees with the project-level chronology interval.,1979,1979,1979,mixed_radiocarbon_and_archaeological_context,This locality is backed by direct sample rows recovered from the supplementary table.
equus_caballus:sample:prjeb22390:cgg_1_018064,PRJEB22390,supplementary_table_sample_label_anchor,direct_table_extracted,final,CGG_1_018064,GolModII Mon28 1988,GolModII_Mon28_1988,data/adna/governance/source_library/papers/10.1126-science.aao3297/supplementary/aao3297_tables15.xlsx || data/adna/governance/source_library/papers/10.1126-science.aao3297/supplementary/aao3297_tables11.xlsx,Sheet1!row202 || Sheet1!row33,site_curated,Equus caballus,horse,ENA,PRJEB22390,archive_reads,primary_paper_pinned,manual_curation_only,Ancient genomes revisit the ancestry of domestic and Przewalski's horses,10.1126/science.aao3297,https://doi.org/10.1126/science.aao3297,,GolModII,,,,,,unknown,3101 BP,sample_owned_interval,normalized_point,data/adna/governance/source_library/papers/10.1126-science.aao3297/supplementary/aao3297_tables15.xlsx || data/adna/governance/source_library/papers/10.1126-science.aao3297/supplementary/aao3297_tables11.xlsx,Sheet1!row202 || Sheet1!row33,Sample-owned chronology disagrees with the project-level chronology interval.,3101,3101,3101,mixed_radiocarbon_and_archaeological_context,This locality is backed by direct sample rows recovered from the supplementary table.
equus_caballus:sample:prjeb22390:cgg_1_018120,PRJEB22390,supplementary_table_sample_label_anchor,direct_table_extracted,final,CGG_1_018120,UushgiinUvur Mon84 3123,UushgiinUvur_Mon84_3123_Extract1,data/adna/governance/source_library/papers/10.1126-science.aao3297/supplementary/aao3297_tables15.xlsx || data/adna/governance/source_library/papers/10.1126-science.aao3297/supplementary/aao3297_tables11.xlsx,Sheet1!row210 || Sheet1!row34 || Sheet1!row35,site_curated,Equus caballus,horse,ENA,PRJEB22390,archive_reads,primary_paper_pinned,manual_curation_only,Ancient genomes revisit the ancestry of domestic and Przewalski's horses,10.1126/science.aao3297,https://doi.org/10.1126/science.aao3297,,UushgiinUvur,,,,,,unknown,3123 BP,sample_owned_interval,normalized_point,data/adna/governance/source_library/papers/10.1126-science.aao3297/supplementary/aao3297_tables15.xlsx || data/adna/governance/source_library/papers/10.1126-science.aao3297/supplementary/aao3297_tables11.xlsx,Sheet1!row210 || Sheet1!row34 || Sheet1!row35,Sample-owned chronology disagrees with the project-level chronology interval.,3123,3123,3123,mixed_radiocarbon_and_archaeological_context,This locality is backed by direct sample rows recovered from the supplementary table.
equus_caballus:sample:prjeb22390:cgg_1_018122,PRJEB22390,supplementary_table_sample_label_anchor,direct_table_extracted,final,CGG_1_018122,UushgiinUvur Mon86 3039,UushgiinUvur_Mon86_3039,data/adna/governance/source_library/papers/10.1126-science.aao3297/supplementary/aao3297_tables15.xlsx || data/adna/governance/source_library/papers/10.1126-science.aao3297/supplementary/aao3297_tables11.xlsx,Sheet1!row211 || Sheet1!row36,site_curated,Equus caballus,horse,ENA,PRJEB22390,archive_reads,primary_paper_pinned,manual_curation_only,Ancient genomes revisit the ancestry of domestic and Przewalski's horses,10.1126/science.aao3297,https://doi.org/10.1126/science.aao3297,,UushgiinUvur,,,,,,unknown,3039 BP,sample_owned_interval,normalized_point,data/adna/governance/source_library/papers/10.1126-science.aao3297/supplementary/aao3297_tables15.xlsx || data/adna/governance/source_library/papers/10.1126-science.aao3297/supplementary/aao3297_tables11.xlsx,Sheet1!row211 || Sheet1!row36,Sample-owned chronology disagrees with the project-level chronology interval.,3039,3039,3039,mixed_radiocarbon_and_archaeological_context,This locality is backed by direct sample rows recovered from the supplementary table.
equus_caballus:sample:prjeb22390:cgg_1_018154,PRJEB22390,supplementary_table_sample_label_anchor,direct_table_extracted,final,CGG_1_018154,Grigorevka4 PAVH2 1192,Grigorevka4_PAVH2_1192,data/adna/governance/source_library/papers/10.1126-science.aao3297/supplementary/aao3297_tables15.xlsx || data/adna/governance/source_library/papers/10.1126-science.aao3297/supplementary/aao3297_tables11.xlsx,Sheet1!row203 || Sheet1!row38,site_curated,Equus caballus,horse,ENA,PRJEB22390,archive_reads,primary_paper_pinned,manual_curation_only,Ancient genomes revisit the ancestry of domestic and Przewalski's horses,10.1126/science.aao3297,https://doi.org/10.1126/science.aao3297,,Grigorevka4,,,,,,unknown,1192 BP,sample_owned_interval,normalized_point,data/adna/governance/source_library/papers/10.1126-science.aao3297/supplementary/aao3297_tables15.xlsx || data/adna/governance/source_library/papers/10.1126-science.aao3297/supplementary/aao3297_tables11.xlsx,Sheet1!row203 || Sheet1!row38,Sample-owned chronology disagrees with the project-level chronology interval.,1192,1192,1192,mixed_radiocarbon_and_archaeological_context,This locality is backed by direct sample rows recovered from the supplementary table.
equus_caballus:sample:prjeb22390:cgg_1_018157,PRJEB22390,supplementary_table_sample_label_anchor,direct_table_extracted,final,CGG_1_018157,Borly4 PAVH4 4974,Borly4_PAVH4_4974,data/adna/governance/source_library/papers/10.1126-science.aao3297/supplementary/aao3297_tables15.xlsx || data/adna/governance/source_library/papers/10.1126-science.aao3297/supplementary/aao3297_tables11.xlsx,Sheet1!row175 || Sheet1!row39,site_curated,Equus caballus,horse,ENA,PRJEB22390,archive_reads,primary_paper_pinned,manual_curation_only,Ancient genomes revisit the ancestry of domestic and Przewalski's horses,10.1126/science.aao3297,https://doi.org/10.1126/science.aao3297,,Borly4,,,,,,unknown,4974 BP,sample_owned_interval,normalized_point,data/adna/governance/source_library/papers/10.1126-science.aao3297/supplementary/aao3297_tables15.xlsx || data/adna/governance/source_library/papers/10.1126-science.aao3297/supplementary/aao3297_tables11.xlsx,Sheet1!row175 || Sheet1!row39,Sample-owned chronology disagrees with the project-level chronology interval.,4974,4974,4974,mixed_radiocarbon_and_archaeological_context,This locality is backed by direct sample rows recovered from the supplementary table.
equus_caballus:sample:prjeb22390:cgg_1_018161,PRJEB22390,supplementary_table_sample_label_anchor,direct_table_extracted,final,CGG_1_018161,Borly4 PAVH6 5012,Borly4_PAVH6_5012,data/adna/governance/source_library/papers/10.1126-science.aao3297/supplementary/aao3297_tables15.xlsx || data/adna/governance/source_library/papers/10.1126-science.aao3297/supplementary/aao3297_tables11.xlsx,Sheet1!row176 || Sheet1!row40,site_curated,Equus caballus,horse,ENA,PRJEB22390,archive_reads,primary_paper_pinned,manual_curation_only,Ancient genomes revisit the ancestry of domestic and Przewalski's horses,10.1126/science.aao3297,https://doi.org/10.1126/science.aao3297,,Borly4,,,,,,unknown,5012 BP,sample_owned_interval,normalized_point,data/adna/governance/source_library/papers/10.1126-science.aao3297/supplementary/aao3297_tables15.xlsx || data/adna/governance/source_library/papers/10.1126-science.aao3297/supplementary/aao3297_tables11.xlsx,Sheet1!row176 || Sheet1!row40,Sample-owned chronology disagrees with the project-level chronology interval.,5012,5012,5012,mixed_radiocarbon_and_archaeological_context,This locality is backed by direct sample rows recovered from the supplementary table.
equus_caballus:sample:prjeb22390:cgg_1_018165,PRJEB22390,supplementary_table_sample_label_anchor,direct_table_extracted,final,CGG_1_018165,Borly4 PAVH8 4978,Borly4_PAVH8_4978,data/adna/governance/source_library/papers/10.1126-science.aao3297/supplementary/aao3297_tables15.xlsx || data/adna/governance/source_library/papers/10.1126-science.aao3297/supplementary/aao3297_tables11.xlsx,Sheet1!row177 || Sheet1!row41,site_curated,Equus caballus,horse,ENA,PRJEB22390,archive_reads,primary_paper_pinned,manual_curation_only,Ancient genomes revisit the ancestry of domestic and Przewalski's horses,10.1126/science.aao3297,https://doi.org/10.1126/science.aao3297,,Borly4,,,,,,unknown,4978 BP,sample_owned_interval,normalized_point,data/adna/governance/source_library/papers/10.1126-science.aao3297/supplementary/aao3297_tables15.xlsx || data/adna/governance/source_library/papers/10.1126-science.aao3297/supplementary/aao3297_tables11.xlsx,Sheet1!row177 || Sheet1!row41,Sample-owned chronology disagrees with the project-level chronology interval.,4978,4978,4978,mixed_radiocarbon_and_archaeological_context,This locality is backed by direct sample rows recovered from the supplementary table.
equus_caballus:sample:prjeb22390:cgg_1_018167,PRJEB22390,supplementary_table_sample_label_anchor,direct_table_extracted,final,CGG_1_018167,Borly4 PAVH9 4977,Borly4_PAVH9_4977,data/adna/governance/source_library/papers/10.1126-science.aao3297/supplementary/aao3297_tables15.xlsx || data/adna/governance/source_library/papers/10.1126-science.aao3297/supplementary/aao3297_tables11.xlsx,Sheet1!row178 || Sheet1!row42,site_curated,Equus caballus,horse,ENA,PRJEB22390,archive_reads,primary_paper_pinned,manual_curation_only,Ancient genomes revisit the ancestry of domestic and Przewalski's horses,10.1126/science.aao3297,https://doi.org/10.1126/science.aao3297,,Borly4,,,,,,unknown,4977 BP,sample_owned_interval,normalized_point,data/adna/governance/source_library/papers/10.1126-science.aao3297/supplementary/aao3297_tables15.xlsx || data/adna/governance/source_library/papers/10.1126-science.aao3297/supplementary/aao3297_tables11.xlsx,Sheet1!row178 || Sheet1!row42,Sample-owned chronology disagrees with the project-level chronology interval.,4977,4977,4977,mixed_radiocarbon_and_archaeological_context,This locality is backed by direct sample rows recovered from the supplementary table.
equus_caballus:sample:prjeb22390:cgg_1_018171,PRJEB22390,supplementary_table_sample_label_anchor,direct_table_extracted,final,CGG_1_018171,Borly4 PAVH11 5015,Borly4_PAVH11_5015,data/adna/governance/source_library/papers/10.1126-science.aao3297/supplementary/aao3297_tables15.xlsx || data/adna/governance/source_library/papers/10.1126-science.aao3297/supplementary/aao3297_tables11.xlsx,Sheet1!row174 || Sheet1!row37,site_curated,Equus caballus,horse,ENA,PRJEB22390,archive_reads,primary_paper_pinned,manual_curation_only,Ancient genomes revisit the ancestry of domestic and Przewalski's horses,10.1126/science.aao3297,https://doi.org/10.1126/science.aao3297,,Borly4,,,,,,unknown,5015 BP,sample_owned_interval,normalized_point,data/adna/governance/source_library/papers/10.1126-science.aao3297/supplementary/aao3297_tables15.xlsx || data/adna/governance/source_library/papers/10.1126-science.aao3297/supplementary/aao3297_tables11.xlsx,Sheet1!row174 || Sheet1!row37,Sample-owned chronology disagrees with the project-level chronology interval.,5015,5015,5015,mixed_radiocarbon_and_archaeological_context,This locality is backed by direct sample rows recovered from the supplementary table.
equus_caballus:sample:prjeb22390:cgg_1_018173,PRJEB22390,supplementary_table_sample_label_anchor,direct_table_extracted,final,CGG_1_018173,Botai 1 5500,Botai_1_5500 Extract 1,data/adna/governance/source_library/papers/10.1126-science.aao3297/supplementary/aao3297_tables15.xlsx || data/adna/governance/source_library/papers/10.1126-science.aao3297/supplementary/aao3297_tables11.xlsx,Sheet1!row179 || Sheet1!row4 || Sheet1!row5,site_curated,Equus caballus,horse,ENA,PRJEB22390,archive_reads,primary_paper_pinned,manual_curation_only,Ancient genomes revisit the ancestry of domestic and Przewalski's horses,10.1126/science.aao3297,https://doi.org/10.1126/science.aao3297,,Botai,,,,,,unknown,5500 BP,sample_owned_interval,normalized_point,data/adna/governance/source_library/papers/10.1126-science.aao3297/supplementary/aao3297_tables15.xlsx || data/adna/governance/source_library/papers/10.1126-science.aao3297/supplementary/aao3297_tables11.xlsx,Sheet1!row179 || Sheet1!row4 || Sheet1!row5,Sample-owned chronology disagrees with the project-level chronology interval.,5500,5500,5500,mixed_radiocarbon_and_archaeological_context,This locality is backed by direct sample rows recovered from the supplementary table.
equus_caballus:sample:prjeb22390:cgg_1_018174,PRJEB22390,supplementary_table_sample_label_anchor,direct_table_extracted,final,CGG_1_018174,Botai 2 5500,Botai_2_5500,data/adna/governance/source_library/papers/10.1126-science.aao3297/supplementary/aao3297_tables15.xlsx || data/adna/governance/source_library/papers/10.1126-science.aao3297/supplementary/aao3297_tables11.xlsx,Sheet1!row180 || Sheet1!row6,site_curated,Equus caballus,horse,ENA,PRJEB22390,archive_reads,primary_paper_pinned,manual_curation_only,Ancient genomes revisit the ancestry of domestic and Przewalski's horses,10.1126/science.aao3297,https://doi.org/10.1126/science.aao3297,,Botai,,,,,,unknown,5500 BP,sample_owned_interval,normalized_point,data/adna/governance/source_library/papers/10.1126-science.aao3297/supplementary/aao3297_tables15.xlsx || data/adna/governance/source_library/papers/10.1126-science.aao3297/supplementary/aao3297_tables11.xlsx,Sheet1!row180 || Sheet1!row6,Sample-owned chronology disagrees with the project-level chronology interval.,5500,5500,5500,mixed_radiocarbon_and_archaeological_context,This locality is backed by direct sample rows recovered from the supplementary table.
