stable_sample_id,project_accession,sample_basis,sample_evidence_status,sample_identity_resolution,archive_native_sample_id,archive_native_experiment_id,source_native_identity_kind,paper_native_sample_label,supplementary_table_sample_label,sample_lineage_path,sample_lineage_locator,inclusion_status,species_latin_name,species_common_name,source_family,source_release,record_modality,review_strength,provenance_quality,publication,paper_doi,paper_url,supplementary_source,site_label,political_entity,latitude,longitude,latitude_text,longitude_text,coordinate_confidence,chronology_text,chronology_strength,chronology_evidence_class,chronology_precision_posture,chronology_normalization_status,chronology_provenance_path,chronology_provenance_locator,chronology_conflict_note,time_start_bp,time_end_bp,time_mean_bp,dating_basis,inclusion_note
felis_catus:sample:prjeb81815:samea120246547,PRJEB81815,archive_project_sample_accession_anchor,archive_native,final,SAMEA120246547,,biological_sample_accession,,,data/adna/governance/source_library/projects/PRJEB81815/archive_metadata.html,sample_accession:SAMEA120246547,site_curated,Felis catus,cat,ENA,PRJEB81815,archive_reads,primary_paper_pinned,manual_curation_only,The dispersal of domestic cats from North Africa to Europe around 2000 years ago,10.1126/science.adt2642,https://doi.org/10.1126/science.adt2642,,North Africa to Europe domestic cat dispersal transect,North Africa and Europe,,,,,withheld,Holocene cat dispersal across North Africa and Europe,project_context_interval,historical_or_recent_date,contextual_interval,normalized_interval,adna/governance/source_library/papers/10.1126-science.adt2642/article.html,discussion text,,1200,4000,2600,historical_and_archaeological_context,Current evidence stays at region or transect scale and must not masquerade as exact sample-site truth.
felis_catus:sample:prjeb81815:samea120246548,PRJEB81815,archive_project_sample_accession_anchor,archive_native,final,SAMEA120246548,,biological_sample_accession,,,data/adna/governance/source_library/projects/PRJEB81815/archive_metadata.html,sample_accession:SAMEA120246548,site_curated,Felis catus,cat,ENA,PRJEB81815,archive_reads,primary_paper_pinned,manual_curation_only,The dispersal of domestic cats from North Africa to Europe around 2000 years ago,10.1126/science.adt2642,https://doi.org/10.1126/science.adt2642,,North Africa to Europe domestic cat dispersal transect,North Africa and Europe,,,,,withheld,Holocene cat dispersal across North Africa and Europe,project_context_interval,historical_or_recent_date,contextual_interval,normalized_interval,adna/governance/source_library/papers/10.1126-science.adt2642/article.html,discussion text,,1200,4000,2600,historical_and_archaeological_context,Current evidence stays at region or transect scale and must not masquerade as exact sample-site truth.
felis_catus:sample:prjeb81815:samea120246549,PRJEB81815,archive_project_sample_accession_anchor,archive_native,final,SAMEA120246549,,biological_sample_accession,,,data/adna/governance/source_library/projects/PRJEB81815/archive_metadata.html,sample_accession:SAMEA120246549,site_curated,Felis catus,cat,ENA,PRJEB81815,archive_reads,primary_paper_pinned,manual_curation_only,The dispersal of domestic cats from North Africa to Europe around 2000 years ago,10.1126/science.adt2642,https://doi.org/10.1126/science.adt2642,,North Africa to Europe domestic cat dispersal transect,North Africa and Europe,,,,,withheld,Holocene cat dispersal across North Africa and Europe,project_context_interval,historical_or_recent_date,contextual_interval,normalized_interval,adna/governance/source_library/papers/10.1126-science.adt2642/article.html,discussion text,,1200,4000,2600,historical_and_archaeological_context,Current evidence stays at region or transect scale and must not masquerade as exact sample-site truth.
felis_catus:sample:prjeb81815:samea120246550,PRJEB81815,archive_project_sample_accession_anchor,archive_native,final,SAMEA120246550,,biological_sample_accession,,,data/adna/governance/source_library/projects/PRJEB81815/archive_metadata.html,sample_accession:SAMEA120246550,site_curated,Felis catus,cat,ENA,PRJEB81815,archive_reads,primary_paper_pinned,manual_curation_only,The dispersal of domestic cats from North Africa to Europe around 2000 years ago,10.1126/science.adt2642,https://doi.org/10.1126/science.adt2642,,North Africa to Europe domestic cat dispersal transect,North Africa and Europe,,,,,withheld,Holocene cat dispersal across North Africa and Europe,project_context_interval,historical_or_recent_date,contextual_interval,normalized_interval,adna/governance/source_library/papers/10.1126-science.adt2642/article.html,discussion text,,1200,4000,2600,historical_and_archaeological_context,Current evidence stays at region or transect scale and must not masquerade as exact sample-site truth.
felis_catus:sample:prjeb81815:samea120246551,PRJEB81815,archive_project_sample_accession_anchor,archive_native,final,SAMEA120246551,,biological_sample_accession,,,data/adna/governance/source_library/projects/PRJEB81815/archive_metadata.html,sample_accession:SAMEA120246551,site_curated,Felis catus,cat,ENA,PRJEB81815,archive_reads,primary_paper_pinned,manual_curation_only,The dispersal of domestic cats from North Africa to Europe around 2000 years ago,10.1126/science.adt2642,https://doi.org/10.1126/science.adt2642,,North Africa to Europe domestic cat dispersal transect,North Africa and Europe,,,,,withheld,Holocene cat dispersal across North Africa and Europe,project_context_interval,historical_or_recent_date,contextual_interval,normalized_interval,adna/governance/source_library/papers/10.1126-science.adt2642/article.html,discussion text,,1200,4000,2600,historical_and_archaeological_context,Current evidence stays at region or transect scale and must not masquerade as exact sample-site truth.
felis_catus:sample:prjeb81815:samea120246552,PRJEB81815,archive_project_sample_accession_anchor,archive_native,final,SAMEA120246552,,biological_sample_accession,,,data/adna/governance/source_library/projects/PRJEB81815/archive_metadata.html,sample_accession:SAMEA120246552,site_curated,Felis catus,cat,ENA,PRJEB81815,archive_reads,primary_paper_pinned,manual_curation_only,The dispersal of domestic cats from North Africa to Europe around 2000 years ago,10.1126/science.adt2642,https://doi.org/10.1126/science.adt2642,,North Africa to Europe domestic cat dispersal transect,North Africa and Europe,,,,,withheld,Holocene cat dispersal across North Africa and Europe,project_context_interval,historical_or_recent_date,contextual_interval,normalized_interval,adna/governance/source_library/papers/10.1126-science.adt2642/article.html,discussion text,,1200,4000,2600,historical_and_archaeological_context,Current evidence stays at region or transect scale and must not masquerade as exact sample-site truth.
felis_catus:sample:prjeb81815:samea120246553,PRJEB81815,archive_project_sample_accession_anchor,archive_native,final,SAMEA120246553,,biological_sample_accession,,,data/adna/governance/source_library/projects/PRJEB81815/archive_metadata.html,sample_accession:SAMEA120246553,site_curated,Felis catus,cat,ENA,PRJEB81815,archive_reads,primary_paper_pinned,manual_curation_only,The dispersal of domestic cats from North Africa to Europe around 2000 years ago,10.1126/science.adt2642,https://doi.org/10.1126/science.adt2642,,North Africa to Europe domestic cat dispersal transect,North Africa and Europe,,,,,withheld,Holocene cat dispersal across North Africa and Europe,project_context_interval,historical_or_recent_date,contextual_interval,normalized_interval,adna/governance/source_library/papers/10.1126-science.adt2642/article.html,discussion text,,1200,4000,2600,historical_and_archaeological_context,Current evidence stays at region or transect scale and must not masquerade as exact sample-site truth.
felis_catus:sample:prjeb81815:samea120246554,PRJEB81815,archive_project_sample_accession_anchor,archive_native,final,SAMEA120246554,,biological_sample_accession,,,data/adna/governance/source_library/projects/PRJEB81815/archive_metadata.html,sample_accession:SAMEA120246554,site_curated,Felis catus,cat,ENA,PRJEB81815,archive_reads,primary_paper_pinned,manual_curation_only,The dispersal of domestic cats from North Africa to Europe around 2000 years ago,10.1126/science.adt2642,https://doi.org/10.1126/science.adt2642,,North Africa to Europe domestic cat dispersal transect,North Africa and Europe,,,,,withheld,Holocene cat dispersal across North Africa and Europe,project_context_interval,historical_or_recent_date,contextual_interval,normalized_interval,adna/governance/source_library/papers/10.1126-science.adt2642/article.html,discussion text,,1200,4000,2600,historical_and_archaeological_context,Current evidence stays at region or transect scale and must not masquerade as exact sample-site truth.
felis_catus:sample:prjeb81815:samea120246555,PRJEB81815,archive_project_sample_accession_anchor,archive_native,final,SAMEA120246555,,biological_sample_accession,,,data/adna/governance/source_library/projects/PRJEB81815/archive_metadata.html,sample_accession:SAMEA120246555,site_curated,Felis catus,cat,ENA,PRJEB81815,archive_reads,primary_paper_pinned,manual_curation_only,The dispersal of domestic cats from North Africa to Europe around 2000 years ago,10.1126/science.adt2642,https://doi.org/10.1126/science.adt2642,,North Africa to Europe domestic cat dispersal transect,North Africa and Europe,,,,,withheld,Holocene cat dispersal across North Africa and Europe,project_context_interval,historical_or_recent_date,contextual_interval,normalized_interval,adna/governance/source_library/papers/10.1126-science.adt2642/article.html,discussion text,,1200,4000,2600,historical_and_archaeological_context,Current evidence stays at region or transect scale and must not masquerade as exact sample-site truth.
felis_catus:sample:prjeb81815:samea120246556,PRJEB81815,archive_project_sample_accession_anchor,archive_native,final,SAMEA120246556,,biological_sample_accession,,,data/adna/governance/source_library/projects/PRJEB81815/archive_metadata.html,sample_accession:SAMEA120246556,site_curated,Felis catus,cat,ENA,PRJEB81815,archive_reads,primary_paper_pinned,manual_curation_only,The dispersal of domestic cats from North Africa to Europe around 2000 years ago,10.1126/science.adt2642,https://doi.org/10.1126/science.adt2642,,North Africa to Europe domestic cat dispersal transect,North Africa and Europe,,,,,withheld,Holocene cat dispersal across North Africa and Europe,project_context_interval,historical_or_recent_date,contextual_interval,normalized_interval,adna/governance/source_library/papers/10.1126-science.adt2642/article.html,discussion text,,1200,4000,2600,historical_and_archaeological_context,Current evidence stays at region or transect scale and must not masquerade as exact sample-site truth.
felis_catus:sample:prjeb81815:samea120246557,PRJEB81815,archive_project_sample_accession_anchor,archive_native,final,SAMEA120246557,,biological_sample_accession,,,data/adna/governance/source_library/projects/PRJEB81815/archive_metadata.html,sample_accession:SAMEA120246557,site_curated,Felis catus,cat,ENA,PRJEB81815,archive_reads,primary_paper_pinned,manual_curation_only,The dispersal of domestic cats from North Africa to Europe around 2000 years ago,10.1126/science.adt2642,https://doi.org/10.1126/science.adt2642,,North Africa to Europe domestic cat dispersal transect,North Africa and Europe,,,,,withheld,Holocene cat dispersal across North Africa and Europe,project_context_interval,historical_or_recent_date,contextual_interval,normalized_interval,adna/governance/source_library/papers/10.1126-science.adt2642/article.html,discussion text,,1200,4000,2600,historical_and_archaeological_context,Current evidence stays at region or transect scale and must not masquerade as exact sample-site truth.
felis_catus:sample:prjeb81815:samea120246558,PRJEB81815,archive_project_sample_accession_anchor,archive_native,final,SAMEA120246558,,biological_sample_accession,,,data/adna/governance/source_library/projects/PRJEB81815/archive_metadata.html,sample_accession:SAMEA120246558,site_curated,Felis catus,cat,ENA,PRJEB81815,archive_reads,primary_paper_pinned,manual_curation_only,The dispersal of domestic cats from North Africa to Europe around 2000 years ago,10.1126/science.adt2642,https://doi.org/10.1126/science.adt2642,,North Africa to Europe domestic cat dispersal transect,North Africa and Europe,,,,,withheld,Holocene cat dispersal across North Africa and Europe,project_context_interval,historical_or_recent_date,contextual_interval,normalized_interval,adna/governance/source_library/papers/10.1126-science.adt2642/article.html,discussion text,,1200,4000,2600,historical_and_archaeological_context,Current evidence stays at region or transect scale and must not masquerade as exact sample-site truth.
felis_catus:sample:prjeb81815:samea120246559,PRJEB81815,archive_project_sample_accession_anchor,archive_native,final,SAMEA120246559,,biological_sample_accession,,,data/adna/governance/source_library/projects/PRJEB81815/archive_metadata.html,sample_accession:SAMEA120246559,site_curated,Felis catus,cat,ENA,PRJEB81815,archive_reads,primary_paper_pinned,manual_curation_only,The dispersal of domestic cats from North Africa to Europe around 2000 years ago,10.1126/science.adt2642,https://doi.org/10.1126/science.adt2642,,North Africa to Europe domestic cat dispersal transect,North Africa and Europe,,,,,withheld,Holocene cat dispersal across North Africa and Europe,project_context_interval,historical_or_recent_date,contextual_interval,normalized_interval,adna/governance/source_library/papers/10.1126-science.adt2642/article.html,discussion text,,1200,4000,2600,historical_and_archaeological_context,Current evidence stays at region or transect scale and must not masquerade as exact sample-site truth.
felis_catus:sample:prjeb81815:samea120246560,PRJEB81815,archive_project_sample_accession_anchor,archive_native,final,SAMEA120246560,,biological_sample_accession,,,data/adna/governance/source_library/projects/PRJEB81815/archive_metadata.html,sample_accession:SAMEA120246560,site_curated,Felis catus,cat,ENA,PRJEB81815,archive_reads,primary_paper_pinned,manual_curation_only,The dispersal of domestic cats from North Africa to Europe around 2000 years ago,10.1126/science.adt2642,https://doi.org/10.1126/science.adt2642,,North Africa to Europe domestic cat dispersal transect,North Africa and Europe,,,,,withheld,Holocene cat dispersal across North Africa and Europe,project_context_interval,historical_or_recent_date,contextual_interval,normalized_interval,adna/governance/source_library/papers/10.1126-science.adt2642/article.html,discussion text,,1200,4000,2600,historical_and_archaeological_context,Current evidence stays at region or transect scale and must not masquerade as exact sample-site truth.
felis_catus:sample:prjeb81815:samea120246561,PRJEB81815,archive_project_sample_accession_anchor,archive_native,final,SAMEA120246561,,biological_sample_accession,,,data/adna/governance/source_library/projects/PRJEB81815/archive_metadata.html,sample_accession:SAMEA120246561,site_curated,Felis catus,cat,ENA,PRJEB81815,archive_reads,primary_paper_pinned,manual_curation_only,The dispersal of domestic cats from North Africa to Europe around 2000 years ago,10.1126/science.adt2642,https://doi.org/10.1126/science.adt2642,,North Africa to Europe domestic cat dispersal transect,North Africa and Europe,,,,,withheld,Holocene cat dispersal across North Africa and Europe,project_context_interval,historical_or_recent_date,contextual_interval,normalized_interval,adna/governance/source_library/papers/10.1126-science.adt2642/article.html,discussion text,,1200,4000,2600,historical_and_archaeological_context,Current evidence stays at region or transect scale and must not masquerade as exact sample-site truth.
felis_catus:sample:prjeb81815:samea120246562,PRJEB81815,archive_project_sample_accession_anchor,archive_native,final,SAMEA120246562,,biological_sample_accession,,,data/adna/governance/source_library/projects/PRJEB81815/archive_metadata.html,sample_accession:SAMEA120246562,site_curated,Felis catus,cat,ENA,PRJEB81815,archive_reads,primary_paper_pinned,manual_curation_only,The dispersal of domestic cats from North Africa to Europe around 2000 years ago,10.1126/science.adt2642,https://doi.org/10.1126/science.adt2642,,North Africa to Europe domestic cat dispersal transect,North Africa and Europe,,,,,withheld,Holocene cat dispersal across North Africa and Europe,project_context_interval,historical_or_recent_date,contextual_interval,normalized_interval,adna/governance/source_library/papers/10.1126-science.adt2642/article.html,discussion text,,1200,4000,2600,historical_and_archaeological_context,Current evidence stays at region or transect scale and must not masquerade as exact sample-site truth.
felis_catus:sample:prjeb81815:samea120246563,PRJEB81815,archive_project_sample_accession_anchor,archive_native,final,SAMEA120246563,,biological_sample_accession,,,data/adna/governance/source_library/projects/PRJEB81815/archive_metadata.html,sample_accession:SAMEA120246563,site_curated,Felis catus,cat,ENA,PRJEB81815,archive_reads,primary_paper_pinned,manual_curation_only,The dispersal of domestic cats from North Africa to Europe around 2000 years ago,10.1126/science.adt2642,https://doi.org/10.1126/science.adt2642,,North Africa to Europe domestic cat dispersal transect,North Africa and Europe,,,,,withheld,Holocene cat dispersal across North Africa and Europe,project_context_interval,historical_or_recent_date,contextual_interval,normalized_interval,adna/governance/source_library/papers/10.1126-science.adt2642/article.html,discussion text,,1200,4000,2600,historical_and_archaeological_context,Current evidence stays at region or transect scale and must not masquerade as exact sample-site truth.
felis_catus:sample:prjeb81815:samea120246564,PRJEB81815,archive_project_sample_accession_anchor,archive_native,final,SAMEA120246564,,biological_sample_accession,,,data/adna/governance/source_library/projects/PRJEB81815/archive_metadata.html,sample_accession:SAMEA120246564,site_curated,Felis catus,cat,ENA,PRJEB81815,archive_reads,primary_paper_pinned,manual_curation_only,The dispersal of domestic cats from North Africa to Europe around 2000 years ago,10.1126/science.adt2642,https://doi.org/10.1126/science.adt2642,,North Africa to Europe domestic cat dispersal transect,North Africa and Europe,,,,,withheld,Holocene cat dispersal across North Africa and Europe,project_context_interval,historical_or_recent_date,contextual_interval,normalized_interval,adna/governance/source_library/papers/10.1126-science.adt2642/article.html,discussion text,,1200,4000,2600,historical_and_archaeological_context,Current evidence stays at region or transect scale and must not masquerade as exact sample-site truth.
felis_catus:sample:prjeb81815:samea120246565,PRJEB81815,archive_project_sample_accession_anchor,archive_native,final,SAMEA120246565,,biological_sample_accession,,,data/adna/governance/source_library/projects/PRJEB81815/archive_metadata.html,sample_accession:SAMEA120246565,site_curated,Felis catus,cat,ENA,PRJEB81815,archive_reads,primary_paper_pinned,manual_curation_only,The dispersal of domestic cats from North Africa to Europe around 2000 years ago,10.1126/science.adt2642,https://doi.org/10.1126/science.adt2642,,North Africa to Europe domestic cat dispersal transect,North Africa and Europe,,,,,withheld,Holocene cat dispersal across North Africa and Europe,project_context_interval,historical_or_recent_date,contextual_interval,normalized_interval,adna/governance/source_library/papers/10.1126-science.adt2642/article.html,discussion text,,1200,4000,2600,historical_and_archaeological_context,Current evidence stays at region or transect scale and must not masquerade as exact sample-site truth.
felis_catus:sample:prjeb81815:samea120246566,PRJEB81815,archive_project_sample_accession_anchor,archive_native,final,SAMEA120246566,,biological_sample_accession,,,data/adna/governance/source_library/projects/PRJEB81815/archive_metadata.html,sample_accession:SAMEA120246566,site_curated,Felis catus,cat,ENA,PRJEB81815,archive_reads,primary_paper_pinned,manual_curation_only,The dispersal of domestic cats from North Africa to Europe around 2000 years ago,10.1126/science.adt2642,https://doi.org/10.1126/science.adt2642,,North Africa to Europe domestic cat dispersal transect,North Africa and Europe,,,,,withheld,Holocene cat dispersal across North Africa and Europe,project_context_interval,historical_or_recent_date,contextual_interval,normalized_interval,adna/governance/source_library/papers/10.1126-science.adt2642/article.html,discussion text,,1200,4000,2600,historical_and_archaeological_context,Current evidence stays at region or transect scale and must not masquerade as exact sample-site truth.
felis_catus:sample:prjeb81815:samea120246567,PRJEB81815,archive_project_sample_accession_anchor,archive_native,final,SAMEA120246567,,biological_sample_accession,,,data/adna/governance/source_library/projects/PRJEB81815/archive_metadata.html,sample_accession:SAMEA120246567,site_curated,Felis catus,cat,ENA,PRJEB81815,archive_reads,primary_paper_pinned,manual_curation_only,The dispersal of domestic cats from North Africa to Europe around 2000 years ago,10.1126/science.adt2642,https://doi.org/10.1126/science.adt2642,,North Africa to Europe domestic cat dispersal transect,North Africa and Europe,,,,,withheld,Holocene cat dispersal across North Africa and Europe,project_context_interval,historical_or_recent_date,contextual_interval,normalized_interval,adna/governance/source_library/papers/10.1126-science.adt2642/article.html,discussion text,,1200,4000,2600,historical_and_archaeological_context,Current evidence stays at region or transect scale and must not masquerade as exact sample-site truth.
felis_catus:sample:prjeb81815:samea120246568,PRJEB81815,archive_project_sample_accession_anchor,archive_native,final,SAMEA120246568,,biological_sample_accession,,,data/adna/governance/source_library/projects/PRJEB81815/archive_metadata.html,sample_accession:SAMEA120246568,site_curated,Felis catus,cat,ENA,PRJEB81815,archive_reads,primary_paper_pinned,manual_curation_only,The dispersal of domestic cats from North Africa to Europe around 2000 years ago,10.1126/science.adt2642,https://doi.org/10.1126/science.adt2642,,North Africa to Europe domestic cat dispersal transect,North Africa and Europe,,,,,withheld,Holocene cat dispersal across North Africa and Europe,project_context_interval,historical_or_recent_date,contextual_interval,normalized_interval,adna/governance/source_library/papers/10.1126-science.adt2642/article.html,discussion text,,1200,4000,2600,historical_and_archaeological_context,Current evidence stays at region or transect scale and must not masquerade as exact sample-site truth.
felis_catus:sample:prjeb81815:samea120246569,PRJEB81815,archive_project_sample_accession_anchor,archive_native,final,SAMEA120246569,,biological_sample_accession,,,data/adna/governance/source_library/projects/PRJEB81815/archive_metadata.html,sample_accession:SAMEA120246569,site_curated,Felis catus,cat,ENA,PRJEB81815,archive_reads,primary_paper_pinned,manual_curation_only,The dispersal of domestic cats from North Africa to Europe around 2000 years ago,10.1126/science.adt2642,https://doi.org/10.1126/science.adt2642,,North Africa to Europe domestic cat dispersal transect,North Africa and Europe,,,,,withheld,Holocene cat dispersal across North Africa and Europe,project_context_interval,historical_or_recent_date,contextual_interval,normalized_interval,adna/governance/source_library/papers/10.1126-science.adt2642/article.html,discussion text,,1200,4000,2600,historical_and_archaeological_context,Current evidence stays at region or transect scale and must not masquerade as exact sample-site truth.
felis_catus:sample:prjeb81815:samea120246570,PRJEB81815,archive_project_sample_accession_anchor,archive_native,final,SAMEA120246570,,biological_sample_accession,,,data/adna/governance/source_library/projects/PRJEB81815/archive_metadata.html,sample_accession:SAMEA120246570,site_curated,Felis catus,cat,ENA,PRJEB81815,archive_reads,primary_paper_pinned,manual_curation_only,The dispersal of domestic cats from North Africa to Europe around 2000 years ago,10.1126/science.adt2642,https://doi.org/10.1126/science.adt2642,,North Africa to Europe domestic cat dispersal transect,North Africa and Europe,,,,,withheld,Holocene cat dispersal across North Africa and Europe,project_context_interval,historical_or_recent_date,contextual_interval,normalized_interval,adna/governance/source_library/papers/10.1126-science.adt2642/article.html,discussion text,,1200,4000,2600,historical_and_archaeological_context,Current evidence stays at region or transect scale and must not masquerade as exact sample-site truth.
felis_catus:sample:prjeb81815:samea120246571,PRJEB81815,archive_project_sample_accession_anchor,archive_native,final,SAMEA120246571,,biological_sample_accession,,,data/adna/governance/source_library/projects/PRJEB81815/archive_metadata.html,sample_accession:SAMEA120246571,site_curated,Felis catus,cat,ENA,PRJEB81815,archive_reads,primary_paper_pinned,manual_curation_only,The dispersal of domestic cats from North Africa to Europe around 2000 years ago,10.1126/science.adt2642,https://doi.org/10.1126/science.adt2642,,North Africa to Europe domestic cat dispersal transect,North Africa and Europe,,,,,withheld,Holocene cat dispersal across North Africa and Europe,project_context_interval,historical_or_recent_date,contextual_interval,normalized_interval,adna/governance/source_library/papers/10.1126-science.adt2642/article.html,discussion text,,1200,4000,2600,historical_and_archaeological_context,Current evidence stays at region or transect scale and must not masquerade as exact sample-site truth.
felis_catus:sample:prjeb81815:samea120246572,PRJEB81815,archive_project_sample_accession_anchor,archive_native,final,SAMEA120246572,,biological_sample_accession,,,data/adna/governance/source_library/projects/PRJEB81815/archive_metadata.html,sample_accession:SAMEA120246572,site_curated,Felis catus,cat,ENA,PRJEB81815,archive_reads,primary_paper_pinned,manual_curation_only,The dispersal of domestic cats from North Africa to Europe around 2000 years ago,10.1126/science.adt2642,https://doi.org/10.1126/science.adt2642,,North Africa to Europe domestic cat dispersal transect,North Africa and Europe,,,,,withheld,Holocene cat dispersal across North Africa and Europe,project_context_interval,historical_or_recent_date,contextual_interval,normalized_interval,adna/governance/source_library/papers/10.1126-science.adt2642/article.html,discussion text,,1200,4000,2600,historical_and_archaeological_context,Current evidence stays at region or transect scale and must not masquerade as exact sample-site truth.
felis_catus:sample:prjeb81815:samea120246573,PRJEB81815,archive_project_sample_accession_anchor,archive_native,final,SAMEA120246573,,biological_sample_accession,,,data/adna/governance/source_library/projects/PRJEB81815/archive_metadata.html,sample_accession:SAMEA120246573,site_curated,Felis catus,cat,ENA,PRJEB81815,archive_reads,primary_paper_pinned,manual_curation_only,The dispersal of domestic cats from North Africa to Europe around 2000 years ago,10.1126/science.adt2642,https://doi.org/10.1126/science.adt2642,,North Africa to Europe domestic cat dispersal transect,North Africa and Europe,,,,,withheld,Holocene cat dispersal across North Africa and Europe,project_context_interval,historical_or_recent_date,contextual_interval,normalized_interval,adna/governance/source_library/papers/10.1126-science.adt2642/article.html,discussion text,,1200,4000,2600,historical_and_archaeological_context,Current evidence stays at region or transect scale and must not masquerade as exact sample-site truth.
felis_catus:sample:prjeb81815:samea120246574,PRJEB81815,archive_project_sample_accession_anchor,archive_native,final,SAMEA120246574,,biological_sample_accession,,,data/adna/governance/source_library/projects/PRJEB81815/archive_metadata.html,sample_accession:SAMEA120246574,site_curated,Felis catus,cat,ENA,PRJEB81815,archive_reads,primary_paper_pinned,manual_curation_only,The dispersal of domestic cats from North Africa to Europe around 2000 years ago,10.1126/science.adt2642,https://doi.org/10.1126/science.adt2642,,North Africa to Europe domestic cat dispersal transect,North Africa and Europe,,,,,withheld,Holocene cat dispersal across North Africa and Europe,project_context_interval,historical_or_recent_date,contextual_interval,normalized_interval,adna/governance/source_library/papers/10.1126-science.adt2642/article.html,discussion text,,1200,4000,2600,historical_and_archaeological_context,Current evidence stays at region or transect scale and must not masquerade as exact sample-site truth.
felis_catus:sample:prjeb81815:samea120246575,PRJEB81815,archive_project_sample_accession_anchor,archive_native,final,SAMEA120246575,,biological_sample_accession,,,data/adna/governance/source_library/projects/PRJEB81815/archive_metadata.html,sample_accession:SAMEA120246575,site_curated,Felis catus,cat,ENA,PRJEB81815,archive_reads,primary_paper_pinned,manual_curation_only,The dispersal of domestic cats from North Africa to Europe around 2000 years ago,10.1126/science.adt2642,https://doi.org/10.1126/science.adt2642,,North Africa to Europe domestic cat dispersal transect,North Africa and Europe,,,,,withheld,Holocene cat dispersal across North Africa and Europe,project_context_interval,historical_or_recent_date,contextual_interval,normalized_interval,adna/governance/source_library/papers/10.1126-science.adt2642/article.html,discussion text,,1200,4000,2600,historical_and_archaeological_context,Current evidence stays at region or transect scale and must not masquerade as exact sample-site truth.
felis_catus:sample:prjeb81815:samea120246576,PRJEB81815,archive_project_sample_accession_anchor,archive_native,final,SAMEA120246576,,biological_sample_accession,,,data/adna/governance/source_library/projects/PRJEB81815/archive_metadata.html,sample_accession:SAMEA120246576,site_curated,Felis catus,cat,ENA,PRJEB81815,archive_reads,primary_paper_pinned,manual_curation_only,The dispersal of domestic cats from North Africa to Europe around 2000 years ago,10.1126/science.adt2642,https://doi.org/10.1126/science.adt2642,,North Africa to Europe domestic cat dispersal transect,North Africa and Europe,,,,,withheld,Holocene cat dispersal across North Africa and Europe,project_context_interval,historical_or_recent_date,contextual_interval,normalized_interval,adna/governance/source_library/papers/10.1126-science.adt2642/article.html,discussion text,,1200,4000,2600,historical_and_archaeological_context,Current evidence stays at region or transect scale and must not masquerade as exact sample-site truth.
felis_catus:sample:prjeb81815:samea120246577,PRJEB81815,archive_project_sample_accession_anchor,archive_native,final,SAMEA120246577,,biological_sample_accession,,,data/adna/governance/source_library/projects/PRJEB81815/archive_metadata.html,sample_accession:SAMEA120246577,site_curated,Felis catus,cat,ENA,PRJEB81815,archive_reads,primary_paper_pinned,manual_curation_only,The dispersal of domestic cats from North Africa to Europe around 2000 years ago,10.1126/science.adt2642,https://doi.org/10.1126/science.adt2642,,North Africa to Europe domestic cat dispersal transect,North Africa and Europe,,,,,withheld,Holocene cat dispersal across North Africa and Europe,project_context_interval,historical_or_recent_date,contextual_interval,normalized_interval,adna/governance/source_library/papers/10.1126-science.adt2642/article.html,discussion text,,1200,4000,2600,historical_and_archaeological_context,Current evidence stays at region or transect scale and must not masquerade as exact sample-site truth.
felis_catus:sample:prjeb81815:samea120246578,PRJEB81815,archive_project_sample_accession_anchor,archive_native,final,SAMEA120246578,,biological_sample_accession,,,data/adna/governance/source_library/projects/PRJEB81815/archive_metadata.html,sample_accession:SAMEA120246578,site_curated,Felis catus,cat,ENA,PRJEB81815,archive_reads,primary_paper_pinned,manual_curation_only,The dispersal of domestic cats from North Africa to Europe around 2000 years ago,10.1126/science.adt2642,https://doi.org/10.1126/science.adt2642,,North Africa to Europe domestic cat dispersal transect,North Africa and Europe,,,,,withheld,Holocene cat dispersal across North Africa and Europe,project_context_interval,historical_or_recent_date,contextual_interval,normalized_interval,adna/governance/source_library/papers/10.1126-science.adt2642/article.html,discussion text,,1200,4000,2600,historical_and_archaeological_context,Current evidence stays at region or transect scale and must not masquerade as exact sample-site truth.
felis_catus:sample:prjeb81815:samea120246579,PRJEB81815,archive_project_sample_accession_anchor,archive_native,final,SAMEA120246579,,biological_sample_accession,,,data/adna/governance/source_library/projects/PRJEB81815/archive_metadata.html,sample_accession:SAMEA120246579,site_curated,Felis catus,cat,ENA,PRJEB81815,archive_reads,primary_paper_pinned,manual_curation_only,The dispersal of domestic cats from North Africa to Europe around 2000 years ago,10.1126/science.adt2642,https://doi.org/10.1126/science.adt2642,,North Africa to Europe domestic cat dispersal transect,North Africa and Europe,,,,,withheld,Holocene cat dispersal across North Africa and Europe,project_context_interval,historical_or_recent_date,contextual_interval,normalized_interval,adna/governance/source_library/papers/10.1126-science.adt2642/article.html,discussion text,,1200,4000,2600,historical_and_archaeological_context,Current evidence stays at region or transect scale and must not masquerade as exact sample-site truth.
