stable_sample_id,project_accession,sample_basis,sample_evidence_status,sample_identity_resolution,archive_native_sample_id,archive_native_experiment_id,source_native_identity_kind,paper_native_sample_label,supplementary_table_sample_label,sample_lineage_path,sample_lineage_locator,inclusion_status,species_latin_name,species_common_name,source_family,source_release,record_modality,review_strength,provenance_quality,publication,paper_doi,paper_url,supplementary_source,site_label,political_entity,latitude,longitude,latitude_text,longitude_text,coordinate_confidence,chronology_text,chronology_strength,chronology_evidence_class,chronology_precision_posture,chronology_normalization_status,chronology_provenance_path,chronology_provenance_locator,chronology_conflict_note,time_start_bp,time_end_bp,time_mean_bp,dating_basis,inclusion_note
felis_catus:sample:prjeb81815:samea120246535,PRJEB81815,archive_project_sample_accession_anchor,archive_native,final,SAMEA120246535,,biological_sample_accession,,,data/adna/governance/source_library/projects/PRJEB81815/archive_metadata.html,sample_accession:SAMEA120246535,site_curated,Felis catus,cat,ENA,PRJEB81815,archive_reads,primary_paper_pinned,manual_curation_only,The dispersal of domestic cats from North Africa to Europe around 2000 years ago,10.1126/science.adt2642,https://doi.org/10.1126/science.adt2642,,North Africa to Europe domestic cat dispersal transect,North Africa and Europe,,,,,withheld,Holocene cat dispersal across North Africa and Europe,project_context_interval,historical_or_recent_date,contextual_interval,normalized_interval,adna/governance/source_library/papers/10.1126-science.adt2642/article.html,discussion text,,1200,4000,2600,historical_and_archaeological_context,Current evidence stays at region or transect scale and must not masquerade as exact sample-site truth.
felis_catus:sample:prjeb81815:samea120246536,PRJEB81815,archive_project_sample_accession_anchor,archive_native,final,SAMEA120246536,,biological_sample_accession,,,data/adna/governance/source_library/projects/PRJEB81815/archive_metadata.html,sample_accession:SAMEA120246536,site_curated,Felis catus,cat,ENA,PRJEB81815,archive_reads,primary_paper_pinned,manual_curation_only,The dispersal of domestic cats from North Africa to Europe around 2000 years ago,10.1126/science.adt2642,https://doi.org/10.1126/science.adt2642,,North Africa to Europe domestic cat dispersal transect,North Africa and Europe,,,,,withheld,Holocene cat dispersal across North Africa and Europe,project_context_interval,historical_or_recent_date,contextual_interval,normalized_interval,adna/governance/source_library/papers/10.1126-science.adt2642/article.html,discussion text,,1200,4000,2600,historical_and_archaeological_context,Current evidence stays at region or transect scale and must not masquerade as exact sample-site truth.
felis_catus:sample:prjeb81815:samea120246537,PRJEB81815,archive_project_sample_accession_anchor,archive_native,final,SAMEA120246537,,biological_sample_accession,,,data/adna/governance/source_library/projects/PRJEB81815/archive_metadata.html,sample_accession:SAMEA120246537,site_curated,Felis catus,cat,ENA,PRJEB81815,archive_reads,primary_paper_pinned,manual_curation_only,The dispersal of domestic cats from North Africa to Europe around 2000 years ago,10.1126/science.adt2642,https://doi.org/10.1126/science.adt2642,,North Africa to Europe domestic cat dispersal transect,North Africa and Europe,,,,,withheld,Holocene cat dispersal across North Africa and Europe,project_context_interval,historical_or_recent_date,contextual_interval,normalized_interval,adna/governance/source_library/papers/10.1126-science.adt2642/article.html,discussion text,,1200,4000,2600,historical_and_archaeological_context,Current evidence stays at region or transect scale and must not masquerade as exact sample-site truth.
felis_catus:sample:prjeb81815:samea120246538,PRJEB81815,archive_project_sample_accession_anchor,archive_native,final,SAMEA120246538,,biological_sample_accession,,,data/adna/governance/source_library/projects/PRJEB81815/archive_metadata.html,sample_accession:SAMEA120246538,site_curated,Felis catus,cat,ENA,PRJEB81815,archive_reads,primary_paper_pinned,manual_curation_only,The dispersal of domestic cats from North Africa to Europe around 2000 years ago,10.1126/science.adt2642,https://doi.org/10.1126/science.adt2642,,North Africa to Europe domestic cat dispersal transect,North Africa and Europe,,,,,withheld,Holocene cat dispersal across North Africa and Europe,project_context_interval,historical_or_recent_date,contextual_interval,normalized_interval,adna/governance/source_library/papers/10.1126-science.adt2642/article.html,discussion text,,1200,4000,2600,historical_and_archaeological_context,Current evidence stays at region or transect scale and must not masquerade as exact sample-site truth.
felis_catus:sample:prjeb81815:samea120246539,PRJEB81815,archive_project_sample_accession_anchor,archive_native,final,SAMEA120246539,,biological_sample_accession,,,data/adna/governance/source_library/projects/PRJEB81815/archive_metadata.html,sample_accession:SAMEA120246539,site_curated,Felis catus,cat,ENA,PRJEB81815,archive_reads,primary_paper_pinned,manual_curation_only,The dispersal of domestic cats from North Africa to Europe around 2000 years ago,10.1126/science.adt2642,https://doi.org/10.1126/science.adt2642,,North Africa to Europe domestic cat dispersal transect,North Africa and Europe,,,,,withheld,Holocene cat dispersal across North Africa and Europe,project_context_interval,historical_or_recent_date,contextual_interval,normalized_interval,adna/governance/source_library/papers/10.1126-science.adt2642/article.html,discussion text,,1200,4000,2600,historical_and_archaeological_context,Current evidence stays at region or transect scale and must not masquerade as exact sample-site truth.
felis_catus:sample:prjeb81815:samea120246540,PRJEB81815,archive_project_sample_accession_anchor,archive_native,final,SAMEA120246540,,biological_sample_accession,,,data/adna/governance/source_library/projects/PRJEB81815/archive_metadata.html,sample_accession:SAMEA120246540,site_curated,Felis catus,cat,ENA,PRJEB81815,archive_reads,primary_paper_pinned,manual_curation_only,The dispersal of domestic cats from North Africa to Europe around 2000 years ago,10.1126/science.adt2642,https://doi.org/10.1126/science.adt2642,,North Africa to Europe domestic cat dispersal transect,North Africa and Europe,,,,,withheld,Holocene cat dispersal across North Africa and Europe,project_context_interval,historical_or_recent_date,contextual_interval,normalized_interval,adna/governance/source_library/papers/10.1126-science.adt2642/article.html,discussion text,,1200,4000,2600,historical_and_archaeological_context,Current evidence stays at region or transect scale and must not masquerade as exact sample-site truth.
felis_catus:sample:prjeb81815:samea120246541,PRJEB81815,archive_project_sample_accession_anchor,archive_native,final,SAMEA120246541,,biological_sample_accession,,,data/adna/governance/source_library/projects/PRJEB81815/archive_metadata.html,sample_accession:SAMEA120246541,site_curated,Felis catus,cat,ENA,PRJEB81815,archive_reads,primary_paper_pinned,manual_curation_only,The dispersal of domestic cats from North Africa to Europe around 2000 years ago,10.1126/science.adt2642,https://doi.org/10.1126/science.adt2642,,North Africa to Europe domestic cat dispersal transect,North Africa and Europe,,,,,withheld,Holocene cat dispersal across North Africa and Europe,project_context_interval,historical_or_recent_date,contextual_interval,normalized_interval,adna/governance/source_library/papers/10.1126-science.adt2642/article.html,discussion text,,1200,4000,2600,historical_and_archaeological_context,Current evidence stays at region or transect scale and must not masquerade as exact sample-site truth.
felis_catus:sample:prjeb81815:samea120246542,PRJEB81815,archive_project_sample_accession_anchor,archive_native,final,SAMEA120246542,,biological_sample_accession,,,data/adna/governance/source_library/projects/PRJEB81815/archive_metadata.html,sample_accession:SAMEA120246542,site_curated,Felis catus,cat,ENA,PRJEB81815,archive_reads,primary_paper_pinned,manual_curation_only,The dispersal of domestic cats from North Africa to Europe around 2000 years ago,10.1126/science.adt2642,https://doi.org/10.1126/science.adt2642,,North Africa to Europe domestic cat dispersal transect,North Africa and Europe,,,,,withheld,Holocene cat dispersal across North Africa and Europe,project_context_interval,historical_or_recent_date,contextual_interval,normalized_interval,adna/governance/source_library/papers/10.1126-science.adt2642/article.html,discussion text,,1200,4000,2600,historical_and_archaeological_context,Current evidence stays at region or transect scale and must not masquerade as exact sample-site truth.
felis_catus:sample:prjeb81815:samea120246543,PRJEB81815,archive_project_sample_accession_anchor,archive_native,final,SAMEA120246543,,biological_sample_accession,,,data/adna/governance/source_library/projects/PRJEB81815/archive_metadata.html,sample_accession:SAMEA120246543,site_curated,Felis catus,cat,ENA,PRJEB81815,archive_reads,primary_paper_pinned,manual_curation_only,The dispersal of domestic cats from North Africa to Europe around 2000 years ago,10.1126/science.adt2642,https://doi.org/10.1126/science.adt2642,,North Africa to Europe domestic cat dispersal transect,North Africa and Europe,,,,,withheld,Holocene cat dispersal across North Africa and Europe,project_context_interval,historical_or_recent_date,contextual_interval,normalized_interval,adna/governance/source_library/papers/10.1126-science.adt2642/article.html,discussion text,,1200,4000,2600,historical_and_archaeological_context,Current evidence stays at region or transect scale and must not masquerade as exact sample-site truth.
felis_catus:sample:prjeb81815:samea120246544,PRJEB81815,archive_project_sample_accession_anchor,archive_native,final,SAMEA120246544,,biological_sample_accession,,,data/adna/governance/source_library/projects/PRJEB81815/archive_metadata.html,sample_accession:SAMEA120246544,site_curated,Felis catus,cat,ENA,PRJEB81815,archive_reads,primary_paper_pinned,manual_curation_only,The dispersal of domestic cats from North Africa to Europe around 2000 years ago,10.1126/science.adt2642,https://doi.org/10.1126/science.adt2642,,North Africa to Europe domestic cat dispersal transect,North Africa and Europe,,,,,withheld,Holocene cat dispersal across North Africa and Europe,project_context_interval,historical_or_recent_date,contextual_interval,normalized_interval,adna/governance/source_library/papers/10.1126-science.adt2642/article.html,discussion text,,1200,4000,2600,historical_and_archaeological_context,Current evidence stays at region or transect scale and must not masquerade as exact sample-site truth.
felis_catus:sample:prjeb81815:samea120246545,PRJEB81815,archive_project_sample_accession_anchor,archive_native,final,SAMEA120246545,,biological_sample_accession,,,data/adna/governance/source_library/projects/PRJEB81815/archive_metadata.html,sample_accession:SAMEA120246545,site_curated,Felis catus,cat,ENA,PRJEB81815,archive_reads,primary_paper_pinned,manual_curation_only,The dispersal of domestic cats from North Africa to Europe around 2000 years ago,10.1126/science.adt2642,https://doi.org/10.1126/science.adt2642,,North Africa to Europe domestic cat dispersal transect,North Africa and Europe,,,,,withheld,Holocene cat dispersal across North Africa and Europe,project_context_interval,historical_or_recent_date,contextual_interval,normalized_interval,adna/governance/source_library/papers/10.1126-science.adt2642/article.html,discussion text,,1200,4000,2600,historical_and_archaeological_context,Current evidence stays at region or transect scale and must not masquerade as exact sample-site truth.
felis_catus:sample:prjeb81815:samea120246546,PRJEB81815,archive_project_sample_accession_anchor,archive_native,final,SAMEA120246546,,biological_sample_accession,,,data/adna/governance/source_library/projects/PRJEB81815/archive_metadata.html,sample_accession:SAMEA120246546,site_curated,Felis catus,cat,ENA,PRJEB81815,archive_reads,primary_paper_pinned,manual_curation_only,The dispersal of domestic cats from North Africa to Europe around 2000 years ago,10.1126/science.adt2642,https://doi.org/10.1126/science.adt2642,,North Africa to Europe domestic cat dispersal transect,North Africa and Europe,,,,,withheld,Holocene cat dispersal across North Africa and Europe,project_context_interval,historical_or_recent_date,contextual_interval,normalized_interval,adna/governance/source_library/papers/10.1126-science.adt2642/article.html,discussion text,,1200,4000,2600,historical_and_archaeological_context,Current evidence stays at region or transect scale and must not masquerade as exact sample-site truth.
