artifact_id,artifact_kind,label,source_url,local_path,fetch_status,remote_note,project_accessions,paper_doi,content_type,byte_size,storage_path,storage_byte_size,content_encoding
10.1093-gbe-evae114:SupplementaryTables_Revision2.xlsx,supplementary_table,curated supplementary asset SupplementaryTables_Revision2.xlsx,https://academic.oup.com/gbe/article/doi/10.1093/gbe/evae114/7682331,adna/governance/source_library/papers/10.1093-gbe-evae114/supplementary/SupplementaryTables_Revision2.xlsx,archived,Recovered from the local DOI-keyed supplement stash and copied into the governed source library.,PRJEB59481,10.1093/gbe/evae114,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,64739,adna/governance/source_library/papers/10.1093-gbe-evae114/supplementary/SupplementaryTables_Revision2.xlsx,,
10.1093-gbe-evae114:article.html,article_html,article source,https://academic.oup.com/gbe/article/doi/10.1093/gbe/evae114/7682331,adna/governance/source_library/papers/10.1093-gbe-evae114/article.html,missing,Publisher article page is archived where accessible; OUP bot protection can still block richer downloads.,PRJEB59481,10.1093/gbe/evae114,,,,,
10.1093-gbe-evae114:article_full_text.xml,article_full_text_xml,Europe PMC full-text XML,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC11162877/fullTextXML,adna/governance/source_library/papers/10.1093-gbe-evae114/article_full_text.xml,archived,Official open-access full text supplies Table 1 sample chronology and its BP/context footnotes.,PRJEB59481,10.1093/gbe/evae114,application/xml,191558,adna/governance/source_library/papers/10.1093-gbe-evae114/article_full_text.xml,191558,
10.1093-gbe-evae114:article_full_text.xml.metadata.json,source_receipt_json,capture receipt for Europe PMC full-text XML,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC11162877/fullTextXML,adna/governance/source_library/papers/10.1093-gbe-evae114/article_full_text.xml.metadata.json,archived,"Capture receipt preserves source URL, byte and digest identity, licensing, and evidence locators.",PRJEB59481,10.1093/gbe/evae114,application/json,1330,adna/governance/source_library/papers/10.1093-gbe-evae114/article_full_text.xml.metadata.json,1330,
10.1093-gbe-evae114:crossref.json,paper_metadata_json,crossref metadata,https://api.crossref.org/works/10.1093/gbe/evae114,adna/governance/source_library/papers/10.1093-gbe-evae114/crossref.json,archived,Crossref metadata snapshot preserves DOI and title even when publisher downloads are blocked.,PRJEB59481,10.1093/gbe/evae114,application/json,35106,,,
PRJEB59481:SAMEA112960291.xml,ena_sample_xml,ENA sample XML SAMEA112960291,https://www.ebi.ac.uk/ena/browser/api/xml/SAMEA112960291,adna/governance/source_library/projects/PRJEB59481/ena_samples/SAMEA112960291.xml,archived,"Official ENA biological-sample record supplies exact sample identity, source-native lat_lon, taxonomy, and material wording.",PRJEB59481,10.1093/gbe/evae114,application/xml,2691,adna/governance/source_library/projects/PRJEB59481/ena_samples/SAMEA112960291.xml,2691,
PRJEB59481:SAMEA112960291.xml.metadata.json,source_receipt_json,capture receipt for ENA sample XML SAMEA112960291,https://www.ebi.ac.uk/ena/browser/api/xml/SAMEA112960291,adna/governance/source_library/projects/PRJEB59481/ena_samples/SAMEA112960291.xml.metadata.json,archived,"Capture receipt preserves source URL, byte and digest identity, licensing, and evidence locators.",PRJEB59481,10.1093/gbe/evae114,application/json,1325,adna/governance/source_library/projects/PRJEB59481/ena_samples/SAMEA112960291.xml.metadata.json,1325,
PRJEB59481:SAMEA112960292.xml,ena_sample_xml,ENA sample XML SAMEA112960292,https://www.ebi.ac.uk/ena/browser/api/xml/SAMEA112960292,adna/governance/source_library/projects/PRJEB59481/ena_samples/SAMEA112960292.xml,archived,"Official ENA biological-sample record supplies exact sample identity, source-native lat_lon, taxonomy, and material wording.",PRJEB59481,10.1093/gbe/evae114,application/xml,2691,adna/governance/source_library/projects/PRJEB59481/ena_samples/SAMEA112960292.xml,2691,
PRJEB59481:SAMEA112960292.xml.metadata.json,source_receipt_json,capture receipt for ENA sample XML SAMEA112960292,https://www.ebi.ac.uk/ena/browser/api/xml/SAMEA112960292,adna/governance/source_library/projects/PRJEB59481/ena_samples/SAMEA112960292.xml.metadata.json,archived,"Capture receipt preserves source URL, byte and digest identity, licensing, and evidence locators.",PRJEB59481,10.1093/gbe/evae114,application/json,1325,adna/governance/source_library/projects/PRJEB59481/ena_samples/SAMEA112960292.xml.metadata.json,1325,
PRJEB59481:SAMEA112960293.xml,ena_sample_xml,ENA sample XML SAMEA112960293,https://www.ebi.ac.uk/ena/browser/api/xml/SAMEA112960293,adna/governance/source_library/projects/PRJEB59481/ena_samples/SAMEA112960293.xml,archived,"Official ENA biological-sample record supplies exact sample identity, source-native lat_lon, taxonomy, and material wording.",PRJEB59481,10.1093/gbe/evae114,application/xml,2694,adna/governance/source_library/projects/PRJEB59481/ena_samples/SAMEA112960293.xml,2694,
PRJEB59481:SAMEA112960293.xml.metadata.json,source_receipt_json,capture receipt for ENA sample XML SAMEA112960293,https://www.ebi.ac.uk/ena/browser/api/xml/SAMEA112960293,adna/governance/source_library/projects/PRJEB59481/ena_samples/SAMEA112960293.xml.metadata.json,archived,"Capture receipt preserves source URL, byte and digest identity, licensing, and evidence locators.",PRJEB59481,10.1093/gbe/evae114,application/json,1325,adna/governance/source_library/projects/PRJEB59481/ena_samples/SAMEA112960293.xml.metadata.json,1325,
PRJEB59481:SAMEA112960294.xml,ena_sample_xml,ENA sample XML SAMEA112960294,https://www.ebi.ac.uk/ena/browser/api/xml/SAMEA112960294,adna/governance/source_library/projects/PRJEB59481/ena_samples/SAMEA112960294.xml,archived,"Official ENA biological-sample record supplies exact sample identity, source-native lat_lon, taxonomy, and material wording.",PRJEB59481,10.1093/gbe/evae114,application/xml,2694,adna/governance/source_library/projects/PRJEB59481/ena_samples/SAMEA112960294.xml,2694,
PRJEB59481:SAMEA112960294.xml.metadata.json,source_receipt_json,capture receipt for ENA sample XML SAMEA112960294,https://www.ebi.ac.uk/ena/browser/api/xml/SAMEA112960294,adna/governance/source_library/projects/PRJEB59481/ena_samples/SAMEA112960294.xml.metadata.json,archived,"Capture receipt preserves source URL, byte and digest identity, licensing, and evidence locators.",PRJEB59481,10.1093/gbe/evae114,application/json,1325,adna/governance/source_library/projects/PRJEB59481/ena_samples/SAMEA112960294.xml.metadata.json,1325,
PRJEB59481:SAMEA112960295.xml,ena_sample_xml,ENA sample XML SAMEA112960295,https://www.ebi.ac.uk/ena/browser/api/xml/SAMEA112960295,adna/governance/source_library/projects/PRJEB59481/ena_samples/SAMEA112960295.xml,archived,"Official ENA biological-sample record supplies exact sample identity, source-native lat_lon, taxonomy, and material wording.",PRJEB59481,10.1093/gbe/evae114,application/xml,2694,adna/governance/source_library/projects/PRJEB59481/ena_samples/SAMEA112960295.xml,2694,
PRJEB59481:SAMEA112960295.xml.metadata.json,source_receipt_json,capture receipt for ENA sample XML SAMEA112960295,https://www.ebi.ac.uk/ena/browser/api/xml/SAMEA112960295,adna/governance/source_library/projects/PRJEB59481/ena_samples/SAMEA112960295.xml.metadata.json,archived,"Capture receipt preserves source URL, byte and digest identity, licensing, and evidence locators.",PRJEB59481,10.1093/gbe/evae114,application/json,1325,adna/governance/source_library/projects/PRJEB59481/ena_samples/SAMEA112960295.xml.metadata.json,1325,
PRJEB59481:archive_metadata.html,archive_metadata_html,archive metadata page,"https://www.ebi.ac.uk/ena/portal/api/filereport?accession=PRJEB59481&result=read_run&fields=study_accession,sample_accession,experiment_accession,run_accession,tax_id,scientific_name,library_layout,library_source,library_strategy,instrument_model,base_count,read_count,fastq_bytes,fastq_ftp,submitted_ftp,sra_ftp&format=tsv&download=true&limit=0",adna/governance/source_library/projects/PRJEB59481/archive_metadata.html,archived,Archive-facing metadata page captured for the tracked accession.,PRJEB59481,10.1093/gbe/evae114,text/plain,21958,adna/governance/source_library/projects/PRJEB59481/archive_metadata.html.gz,3036,gzip
PRJEB59481:material_evidence_conflicts.csv,material_evidence_conflict_csv,unresolved ENA-versus-supplement material evidence,,adna/governance/source_library/projects/PRJEB59481/material_evidence_conflicts.csv,archived,Source-derived conflict ledger preserves both anatomical claims without selecting either one.,PRJEB59481,10.1093/gbe/evae114,text/csv,2220,adna/governance/source_library/projects/PRJEB59481/material_evidence_conflicts.csv,2220,
PRJEB59481:material_evidence_conflicts.json,material_evidence_conflict_json,unresolved ENA-versus-supplement material evidence,,adna/governance/source_library/projects/PRJEB59481/material_evidence_conflicts.json,archived,Source-derived conflict ledger preserves both anatomical claims without selecting either one.,PRJEB59481,10.1093/gbe/evae114,application/json,3557,adna/governance/source_library/projects/PRJEB59481/material_evidence_conflicts.json,3557,
10.1093-gbe-evaf181:GBE_Supplementary_Tables_S1-18_Goat_imputation.xlsx,supplementary_table,curated supplementary asset GBE_Supplementary_Tables_S1-18_Goat_imputation.xlsx,https://academic.oup.com/gbe/article/doi/10.1093/gbe/evaf181/8317779,adna/governance/source_library/papers/10.1093-gbe-evaf181/supplementary/GBE_Supplementary_Tables_S1-18_Goat_imputation.xlsx,archived,Recovered from the local DOI-keyed supplement stash and copied into the governed source library.,PRJEB90141,10.1093/gbe/evaf181,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,2557869,adna/governance/source_library/papers/10.1093-gbe-evaf181/supplementary/GBE_Supplementary_Tables_S1-18_Goat_imputation.xlsx,,
10.1093-gbe-evaf181:GBE_review_Supplementary_Figures_S1-41_NotesS1-7_Goat_Imputation-compressed.pdf,supplementary_pdf,curated supplementary asset GBE_review_Supplementary_Figures_S1-41_NotesS1-7_Goat_Imputation-compressed.pdf,https://academic.oup.com/gbe/article/doi/10.1093/gbe/evaf181/8317779,adna/governance/source_library/papers/10.1093-gbe-evaf181/supplementary/GBE_review_Supplementary_Figures_S1-41_NotesS1-7_Goat_Imputation-compressed.pdf,archived,Original recovered supplement is represented by a lightweight repository placeholder at this local path to stay within GitHub repository limits; recover the full source artifact from the cited source URL or governed local stash when needed.,PRJEB90141,10.1093/gbe/evaf181,application/pdf,88896428,adna/governance/source_library/papers/10.1093-gbe-evaf181/supplementary/GBE_review_Supplementary_Figures_S1-41_NotesS1-7_Goat_Imputation-compressed.pdf,,
10.1093-gbe-evaf181:article.html,article_html,article source,https://academic.oup.com/gbe/article/doi/10.1093/gbe/evaf181/8317779,adna/governance/source_library/papers/10.1093-gbe-evaf181/article.html,missing,Publisher article page is archived where accessible; OUP bot protection can still block richer downloads.,PRJEB90141,10.1093/gbe/evaf181,,,,,
10.1093-gbe-evaf181:crossref.json,paper_metadata_json,crossref metadata,https://api.crossref.org/works/10.1093/gbe/evaf181,adna/governance/source_library/papers/10.1093-gbe-evaf181/crossref.json,archived,Crossref metadata snapshot preserves DOI and title even when publisher downloads are blocked.,PRJEB90141,10.1093/gbe/evaf181,application/json,37674,,,
PRJEB90141:archive_metadata.html,archive_metadata_html,archive metadata page,"https://www.ebi.ac.uk/ena/portal/api/filereport?accession=PRJEB90141&result=read_run&fields=study_accession,sample_accession,experiment_accession,run_accession,tax_id,scientific_name,library_layout,library_source,library_strategy,instrument_model,base_count,read_count,fastq_bytes,fastq_ftp,submitted_ftp,sra_ftp&format=tsv&download=true&limit=0",adna/governance/source_library/projects/PRJEB90141/archive_metadata.html,archived,Archive-facing metadata page captured for the tracked accession.,PRJEB90141,10.1093/gbe/evaf181,text/plain,360361,adna/governance/source_library/projects/PRJEB90141/archive_metadata.html.gz,52246,gzip
10.1111-1755-0998.12551:article.html,article_html,article source,https://pmc.ncbi.nlm.nih.gov/articles/PMC5324683/,adna/governance/source_library/papers/10.1111-1755-0998.12551/article.html,archived,PMC full-text HTML is archived for the camel paper.,KU605068-KU605080;SRP073444,10.1111/1755-0998.12551,text/html; charset=utf-8,273976,adna/governance/source_library/papers/10.1111-1755-0998.12551/article.html.gz,57176,gzip
10.1111-1755-0998.12551:crossref.json,paper_metadata_json,crossref metadata,https://api.crossref.org/works/10.1111/1755-0998.12551,adna/governance/source_library/papers/10.1111-1755-0998.12551/crossref.json,archived,Crossref metadata snapshot preserves DOI and title even when publisher downloads are blocked.,KU605068-KU605080;SRP073444,10.1111/1755-0998.12551,application/json,16232,,,
10.1111-1755-0998.12551:men12551-sup-0001-supinfo.docx,supplementary_pdf,curated supplementary asset men12551-sup-0001-supinfo.docx,https://pmc.ncbi.nlm.nih.gov/articles/PMC5324683/,adna/governance/source_library/papers/10.1111-1755-0998.12551/supplementary/men12551-sup-0001-supinfo.docx,archived,Original recovered supplement exceeded practical GitHub repository limits. Bijux stores a lightweight repository placeholder at this local path; recover the full source artifact from the cited source URL or governed local stash when needed.,KU605068-KU605080;SRP073444,10.1111/1755-0998.12551,application/vnd.openxmlformats-officedocument.wordprocessingml.document,170976839,adna/governance/source_library/papers/10.1111-1755-0998.12551/supplementary/men12551-sup-0001-supinfo.docx,,
KU605068-KU605080:archive_metadata.html,archive_metadata_html,archive metadata page,https://www.ncbi.nlm.nih.gov/nuccore/KU605068,adna/governance/source_library/projects/KU605068-KU605080/archive_metadata.html,archived,Archive-facing metadata page captured for the tracked accession.,KU605068-KU605080,10.1111/1755-0998.12551,text/html; charset=UTF-8,90233,adna/governance/source_library/projects/KU605068-KU605080/archive_metadata.html.gz,16824,gzip
SRP073444:archive_metadata.html,archive_metadata_html,archive metadata page,https://www.ncbi.nlm.nih.gov/sra?term=SRP073444,adna/governance/source_library/projects/SRP073444/archive_metadata.html,archived,Archive-facing metadata page captured for the tracked accession.,SRP073444,10.1111/1755-0998.12551,text/html; charset=UTF-8,85258,adna/governance/source_library/projects/SRP073444/archive_metadata.html.gz,16220,gzip
10.1126-science.aam5298:aam5298_librado.sm.pdf,supplementary_pdf,curated supplementary asset aam5298_librado.sm.pdf,https://pubmed.ncbi.nlm.nih.gov/28450643/,adna/governance/source_library/papers/10.1126-science.aam5298/supplementary/aam5298_librado.sm.pdf,archived,Recovered from the local DOI-keyed supplement stash and copied into the governed source library.,PRJEB19970,10.1126/science.aam5298,application/pdf,4861729,adna/governance/source_library/papers/10.1126-science.aam5298/supplementary/aam5298_librado.sm.pdf,,
10.1126-science.aam5298:article.html,article_html,article source,https://pubmed.ncbi.nlm.nih.gov/28450643/,adna/governance/source_library/papers/10.1126-science.aam5298/article.html,archived,PubMed landing page is archived because publisher automation is blocked.,PRJEB19970,10.1126/science.aam5298,text/html; charset=utf-8,190166,adna/governance/source_library/papers/10.1126-science.aam5298/article.html.gz,27592,gzip
10.1126-science.aam5298:crossref.json,paper_metadata_json,crossref metadata,https://api.crossref.org/works/10.1126/science.aam5298,adna/governance/source_library/papers/10.1126-science.aam5298/crossref.json,archived,Crossref metadata snapshot preserves DOI and title even when publisher downloads are blocked.,PRJEB19970,10.1126/science.aam5298,application/json,40262,,,
10.1126-science.aam5298:pubmed.xml,paper_metadata_json,pubmed abstract,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=28450643&retmode=xml,adna/governance/source_library/papers/10.1126-science.aam5298/pubmed.xml,archived,PubMed XML snapshot provides publisher-independent citation and abstract metadata.,PRJEB19970,10.1126/science.aam5298,text/xml; charset=UTF-8,17944,,,
10.1126-science.aam5298:tables27.xlsx,supplementary_table,curated supplementary asset tables27.xlsx,https://pubmed.ncbi.nlm.nih.gov/28450643/,adna/governance/source_library/papers/10.1126-science.aam5298/supplementary/tables27.xlsx,archived,Recovered from the local DOI-keyed supplement stash and copied into the governed source library.,PRJEB19970,10.1126/science.aam5298,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,89915,adna/governance/source_library/papers/10.1126-science.aam5298/supplementary/tables27.xlsx,,
10.1126-science.aam5298:tables28.xlsx,supplementary_table,curated supplementary asset tables28.xlsx,https://pubmed.ncbi.nlm.nih.gov/28450643/,adna/governance/source_library/papers/10.1126-science.aam5298/supplementary/tables28.xlsx,archived,Recovered from the local DOI-keyed supplement stash and copied into the governed source library.,PRJEB19970,10.1126/science.aam5298,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,82868,adna/governance/source_library/papers/10.1126-science.aam5298/supplementary/tables28.xlsx,,
10.1126-science.aam5298:tables29.xlsx,supplementary_table,curated supplementary asset tables29.xlsx,https://pubmed.ncbi.nlm.nih.gov/28450643/,adna/governance/source_library/papers/10.1126-science.aam5298/supplementary/tables29.xlsx,archived,Recovered from the local DOI-keyed supplement stash and copied into the governed source library.,PRJEB19970,10.1126/science.aam5298,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,64916,adna/governance/source_library/papers/10.1126-science.aam5298/supplementary/tables29.xlsx,,
10.1126-science.aam5298:tables30.xlsx,supplementary_table,curated supplementary asset tables30.xlsx,https://pubmed.ncbi.nlm.nih.gov/28450643/,adna/governance/source_library/papers/10.1126-science.aam5298/supplementary/tables30.xlsx,archived,Recovered from the local DOI-keyed supplement stash and copied into the governed source library.,PRJEB19970,10.1126/science.aam5298,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,14262,adna/governance/source_library/papers/10.1126-science.aam5298/supplementary/tables30.xlsx,,
10.1126-science.aam5298:tables31.xlsx,supplementary_table,curated supplementary asset tables31.xlsx,https://pubmed.ncbi.nlm.nih.gov/28450643/,adna/governance/source_library/papers/10.1126-science.aam5298/supplementary/tables31.xlsx,archived,Recovered from the local DOI-keyed supplement stash and copied into the governed source library.,PRJEB19970,10.1126/science.aam5298,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,121400,adna/governance/source_library/papers/10.1126-science.aam5298/supplementary/tables31.xlsx,,
PRJEB19970:archive_metadata.html,archive_metadata_html,archive metadata page,"https://www.ebi.ac.uk/ena/portal/api/filereport?accession=PRJEB19970&result=read_run&fields=study_accession,sample_accession,experiment_accession,run_accession,tax_id,scientific_name,library_layout,library_source,library_strategy,instrument_model,base_count,read_count,fastq_bytes,fastq_ftp,submitted_ftp,sra_ftp&format=tsv&download=true&limit=0",adna/governance/source_library/projects/PRJEB19970/archive_metadata.html,archived,Archive-facing metadata page captured for the tracked accession.,PRJEB19970,10.1126/science.aam5298,text/plain,86627,adna/governance/source_library/projects/PRJEB19970/archive_metadata.html.gz,10796,gzip
10.1126-science.aao3297:aao3297_gaunitz_sm.pdf,supplementary_pdf,curated supplementary asset aao3297_gaunitz_sm.pdf,https://pubmed.ncbi.nlm.nih.gov/29472442/,adna/governance/source_library/papers/10.1126-science.aao3297/supplementary/aao3297_gaunitz_sm.pdf,archived,Recovered from the local DOI-keyed supplement stash and copied into the governed source library.,PRJEB22390,10.1126/science.aao3297,application/pdf,5001419,adna/governance/source_library/papers/10.1126-science.aao3297/supplementary/aao3297_gaunitz_sm.pdf,,
10.1126-science.aao3297:aao3297_tables10.xls,supplementary_table,curated supplementary asset aao3297_tables10.xls,https://pubmed.ncbi.nlm.nih.gov/29472442/,adna/governance/source_library/papers/10.1126-science.aao3297/supplementary/aao3297_tables10.xls,archived,Recovered from the local DOI-keyed supplement stash and copied into the governed source library.,PRJEB22390,10.1126/science.aao3297,application/vnd.ms-excel,177664,adna/governance/source_library/papers/10.1126-science.aao3297/supplementary/aao3297_tables10.xls,,
10.1126-science.aao3297:aao3297_tables11.xlsx,supplementary_table,curated supplementary asset aao3297_tables11.xlsx,https://pubmed.ncbi.nlm.nih.gov/29472442/,adna/governance/source_library/papers/10.1126-science.aao3297/supplementary/aao3297_tables11.xlsx,archived,Recovered from the local DOI-keyed supplement stash and copied into the governed source library.,PRJEB22390,10.1126/science.aao3297,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,45373,adna/governance/source_library/papers/10.1126-science.aao3297/supplementary/aao3297_tables11.xlsx,,
10.1126-science.aao3297:aao3297_tables12.xlsx,supplementary_table,curated supplementary asset aao3297_tables12.xlsx,https://pubmed.ncbi.nlm.nih.gov/29472442/,adna/governance/source_library/papers/10.1126-science.aao3297/supplementary/aao3297_tables12.xlsx,archived,Recovered from the local DOI-keyed supplement stash and copied into the governed source library.,PRJEB22390,10.1126/science.aao3297,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,45844,adna/governance/source_library/papers/10.1126-science.aao3297/supplementary/aao3297_tables12.xlsx,,
10.1126-science.aao3297:aao3297_tables13.xlsx,supplementary_table,curated supplementary asset aao3297_tables13.xlsx,https://pubmed.ncbi.nlm.nih.gov/29472442/,adna/governance/source_library/papers/10.1126-science.aao3297/supplementary/aao3297_tables13.xlsx,archived,Recovered from the local DOI-keyed supplement stash and copied into the governed source library.,PRJEB22390,10.1126/science.aao3297,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,53114,adna/governance/source_library/papers/10.1126-science.aao3297/supplementary/aao3297_tables13.xlsx,,
10.1126-science.aao3297:aao3297_tables14.xlsx,supplementary_table,curated supplementary asset aao3297_tables14.xlsx,https://pubmed.ncbi.nlm.nih.gov/29472442/,adna/governance/source_library/papers/10.1126-science.aao3297/supplementary/aao3297_tables14.xlsx,archived,Recovered from the local DOI-keyed supplement stash and copied into the governed source library.,PRJEB22390,10.1126/science.aao3297,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,53256,adna/governance/source_library/papers/10.1126-science.aao3297/supplementary/aao3297_tables14.xlsx,,
10.1126-science.aao3297:aao3297_tables15.xlsx,supplementary_table,curated supplementary asset aao3297_tables15.xlsx,https://pubmed.ncbi.nlm.nih.gov/29472442/,adna/governance/source_library/papers/10.1126-science.aao3297/supplementary/aao3297_tables15.xlsx,archived,Recovered from the local DOI-keyed supplement stash and copied into the governed source library.,PRJEB22390,10.1126/science.aao3297,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,48231,adna/governance/source_library/papers/10.1126-science.aao3297/supplementary/aao3297_tables15.xlsx,,
10.1126-science.aao3297:aao3297_tables16.xls,supplementary_table,curated supplementary asset aao3297_tables16.xls,https://pubmed.ncbi.nlm.nih.gov/29472442/,adna/governance/source_library/papers/10.1126-science.aao3297/supplementary/aao3297_tables16.xls,archived,Recovered from the local DOI-keyed supplement stash and copied into the governed source library.,PRJEB22390,10.1126/science.aao3297,application/vnd.ms-excel,96768,adna/governance/source_library/papers/10.1126-science.aao3297/supplementary/aao3297_tables16.xls,,
10.1126-science.aao3297:aao3297_tables17.xlsx,supplementary_table,curated supplementary asset aao3297_tables17.xlsx,https://pubmed.ncbi.nlm.nih.gov/29472442/,adna/governance/source_library/papers/10.1126-science.aao3297/supplementary/aao3297_tables17.xlsx,archived,Recovered from the local DOI-keyed supplement stash and copied into the governed source library.,PRJEB22390,10.1126/science.aao3297,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,37253,adna/governance/source_library/papers/10.1126-science.aao3297/supplementary/aao3297_tables17.xlsx,,
10.1126-science.aao3297:aao3297_tables18.xlsx,supplementary_table,curated supplementary asset aao3297_tables18.xlsx,https://pubmed.ncbi.nlm.nih.gov/29472442/,adna/governance/source_library/papers/10.1126-science.aao3297/supplementary/aao3297_tables18.xlsx,archived,Recovered from the local DOI-keyed supplement stash and copied into the governed source library.,PRJEB22390,10.1126/science.aao3297,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,65035,adna/governance/source_library/papers/10.1126-science.aao3297/supplementary/aao3297_tables18.xlsx,,
10.1126-science.aao3297:aao3297_tables8.xlsx,supplementary_table,curated supplementary asset aao3297_tables8.xlsx,https://pubmed.ncbi.nlm.nih.gov/29472442/,adna/governance/source_library/papers/10.1126-science.aao3297/supplementary/aao3297_tables8.xlsx,archived,Recovered from the local DOI-keyed supplement stash and copied into the governed source library.,PRJEB22390,10.1126/science.aao3297,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,11476,adna/governance/source_library/papers/10.1126-science.aao3297/supplementary/aao3297_tables8.xlsx,,
10.1126-science.aao3297:aao3297_tables9.xlsx,supplementary_table,curated supplementary asset aao3297_tables9.xlsx,https://pubmed.ncbi.nlm.nih.gov/29472442/,adna/governance/source_library/papers/10.1126-science.aao3297/supplementary/aao3297_tables9.xlsx,archived,Recovered from the local DOI-keyed supplement stash and copied into the governed source library.,PRJEB22390,10.1126/science.aao3297,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,10852,adna/governance/source_library/papers/10.1126-science.aao3297/supplementary/aao3297_tables9.xlsx,,
10.1126-science.aao3297:article.html,article_html,article source,https://pubmed.ncbi.nlm.nih.gov/29472442/,adna/governance/source_library/papers/10.1126-science.aao3297/article.html,archived,PubMed landing page is archived because publisher automation is blocked.,PRJEB22390,10.1126/science.aao3297,text/html; charset=utf-8,213349,adna/governance/source_library/papers/10.1126-science.aao3297/article.html.gz,30197,gzip
10.1126-science.aao3297:crossref.json,paper_metadata_json,crossref metadata,https://api.crossref.org/works/10.1126/science.aao3297,adna/governance/source_library/papers/10.1126-science.aao3297/crossref.json,archived,Crossref metadata snapshot preserves DOI and title even when publisher downloads are blocked.,PRJEB22390,10.1126/science.aao3297,application/json,42253,,,
10.1126-science.aao3297:pubmed.xml,paper_metadata_json,pubmed abstract,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=29472442&retmode=xml,adna/governance/source_library/papers/10.1126-science.aao3297/pubmed.xml,archived,PubMed XML snapshot provides publisher-independent citation and abstract metadata.,PRJEB22390,10.1126/science.aao3297,text/xml; charset=UTF-8,22421,,,
PRJEB22390:archive_metadata.html,archive_metadata_html,archive metadata page,"https://www.ebi.ac.uk/ena/portal/api/filereport?accession=PRJEB22390&result=read_run&fields=study_accession,sample_accession,experiment_accession,run_accession,tax_id,scientific_name,library_layout,library_source,library_strategy,instrument_model,base_count,read_count,fastq_bytes,fastq_ftp,submitted_ftp,sra_ftp&format=tsv&download=true&limit=0",adna/governance/source_library/projects/PRJEB22390/archive_metadata.html,archived,Archive-facing metadata page captured for the tracked accession.,PRJEB22390,10.1126/science.aao3297,text/plain,19564,adna/governance/source_library/projects/PRJEB22390/archive_metadata.html.gz,2843,gzip
10.1126-science.aav1002:aav1002_verdugo_sm.pdf,supplementary_pdf,curated supplementary asset aav1002_verdugo_sm.pdf,https://pubmed.ncbi.nlm.nih.gov/31296769/,adna/governance/source_library/papers/10.1126-science.aav1002/supplementary/aav1002_verdugo_sm.pdf,archived,Recovered from the local DOI-keyed supplement stash and copied into the governed source library.,PRJEB31621,10.1126/science.aav1002,application/pdf,5901232,adna/governance/source_library/papers/10.1126-science.aav1002/supplementary/aav1002_verdugo_sm.pdf,,
10.1126-science.aav1002:article.html,article_html,article source,https://pubmed.ncbi.nlm.nih.gov/31296769/,adna/governance/source_library/papers/10.1126-science.aav1002/article.html,archived,PubMed landing page is archived because publisher automation is blocked.,PRJEB31621,10.1126/science.aav1002,text/html; charset=utf-8,202693,adna/governance/source_library/papers/10.1126-science.aav1002/article.html.gz,29525,gzip
10.1126-science.aav1002:crossref.json,paper_metadata_json,crossref metadata,https://api.crossref.org/works/10.1126/science.aav1002,adna/governance/source_library/papers/10.1126-science.aav1002/crossref.json,archived,Crossref metadata snapshot preserves DOI and title even when publisher downloads are blocked.,PRJEB31621,10.1126/science.aav1002,application/json,47512,,,
10.1126-science.aav1002:pubmed.xml,paper_metadata_json,pubmed abstract,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=31296769&retmode=xml,adna/governance/source_library/papers/10.1126-science.aav1002/pubmed.xml,archived,PubMed XML snapshot provides publisher-independent citation and abstract metadata.,PRJEB31621,10.1126/science.aav1002,text/xml; charset=UTF-8,18863,,,
PRJEB31621:archive_metadata.html,archive_metadata_html,archive metadata page,"https://www.ebi.ac.uk/ena/portal/api/filereport?accession=PRJEB31621&result=read_run&fields=study_accession,sample_accession,experiment_accession,run_accession,tax_id,scientific_name,library_layout,library_source,library_strategy,instrument_model,base_count,read_count,fastq_bytes,fastq_ftp,submitted_ftp,sra_ftp&format=tsv&download=true&limit=0",adna/governance/source_library/projects/PRJEB31621/archive_metadata.html,archived,Archive-facing metadata page captured for the tracked accession.,PRJEB31621,10.1126/science.aav1002,text/plain,99850,adna/governance/source_library/projects/PRJEB31621/archive_metadata.html.gz,14596,gzip
