artifact_id,artifact_kind,label,source_url,local_path,fetch_status,remote_note,project_accessions,paper_doi,content_type,byte_size,storage_path,storage_byte_size,content_encoding
10.1016-j.xgen.2025.101099:1-s2.0-S2666979X25003556-mmc5.xlsx,supplementary_table,curated supplementary asset 1-s2.0-S2666979X25003556-mmc5.xlsx,https://linkinghub.elsevier.com/retrieve/pii/S2666979X25003556,adna/governance/source_library/papers/10.1016-j.xgen.2025.101099/supplementary/1-s2.0-S2666979X25003556-mmc5.xlsx,archived,Recovered from the local DOI-keyed supplement stash and copied into the governed source library.,PRJNA1178732,10.1016/j.xgen.2025.101099,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,18352,adna/governance/source_library/papers/10.1016-j.xgen.2025.101099/supplementary/1-s2.0-S2666979X25003556-mmc5.xlsx,,
10.1016-j.xgen.2025.101099:1-s2.0-S2666979X25003556-mmc6.xlsx,supplementary_table,curated supplementary asset 1-s2.0-S2666979X25003556-mmc6.xlsx,https://linkinghub.elsevier.com/retrieve/pii/S2666979X25003556,adna/governance/source_library/papers/10.1016-j.xgen.2025.101099/supplementary/1-s2.0-S2666979X25003556-mmc6.xlsx,archived,Recovered from the local DOI-keyed supplement stash and copied into the governed source library.,PRJNA1178732,10.1016/j.xgen.2025.101099,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,16675,adna/governance/source_library/papers/10.1016-j.xgen.2025.101099/supplementary/1-s2.0-S2666979X25003556-mmc6.xlsx,,
10.1016-j.xgen.2025.101099:1-s2.0-S2666979X25003556-mmc7.xlsx,supplementary_table,curated supplementary asset 1-s2.0-S2666979X25003556-mmc7.xlsx,https://linkinghub.elsevier.com/retrieve/pii/S2666979X25003556,adna/governance/source_library/papers/10.1016-j.xgen.2025.101099/supplementary/1-s2.0-S2666979X25003556-mmc7.xlsx,archived,Recovered from the local DOI-keyed supplement stash and copied into the governed source library.,PRJNA1178732,10.1016/j.xgen.2025.101099,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,23097,adna/governance/source_library/papers/10.1016-j.xgen.2025.101099/supplementary/1-s2.0-S2666979X25003556-mmc7.xlsx,,
10.1016-j.xgen.2025.101099:1-s2.0-S2666979X25003556-mmc8.pdf,supplementary_pdf,curated supplementary asset 1-s2.0-S2666979X25003556-mmc8.pdf,https://linkinghub.elsevier.com/retrieve/pii/S2666979X25003556,adna/governance/source_library/papers/10.1016-j.xgen.2025.101099/supplementary/1-s2.0-S2666979X25003556-mmc8.pdf,archived,Recovered from the local DOI-keyed supplement stash and copied into the governed source library.,PRJNA1178732,10.1016/j.xgen.2025.101099,application/pdf,22384677,adna/governance/source_library/papers/10.1016-j.xgen.2025.101099/supplementary/1-s2.0-S2666979X25003556-mmc8.pdf,,
10.1016-j.xgen.2025.101099:article.html,article_html,article source,https://linkinghub.elsevier.com/retrieve/pii/S2666979X25003556,adna/governance/source_library/papers/10.1016-j.xgen.2025.101099/article.html,archived,Elsevier article landing page is archived as the accessible paper surface.,PRJNA1178732,10.1016/j.xgen.2025.101099,text/html;charset=UTF-8,3025,adna/governance/source_library/papers/10.1016-j.xgen.2025.101099/article.html.gz,1244,gzip
10.1016-j.xgen.2025.101099:crossref.json,paper_metadata_json,crossref metadata,https://api.crossref.org/works/10.1016/j.xgen.2025.101099,adna/governance/source_library/papers/10.1016-j.xgen.2025.101099/crossref.json,archived,Crossref metadata snapshot preserves DOI and title even when publisher downloads are blocked.,PRJNA1178732,10.1016/j.xgen.2025.101099,application/json,45047,,,
PRJNA1178732:archive_metadata.html,archive_metadata_html,archive metadata page,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1178732,adna/governance/source_library/projects/PRJNA1178732/archive_metadata.html,archived,Archive-facing metadata page captured for the tracked accession.,PRJNA1178732,10.1016/j.xgen.2025.101099,text/html; charset=UTF-8,54574,adna/governance/source_library/projects/PRJNA1178732/archive_metadata.html.gz,12807,gzip
10.1038-ncomms16082:41467_2017_BFncomms16082_MOESM109_ESM.pdf,supplementary_pdf,curated supplementary asset 41467_2017_BFncomms16082_MOESM109_ESM.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC5520058/,adna/governance/source_library/papers/10.1038-ncomms16082/supplementary/41467_2017_BFncomms16082_MOESM109_ESM.pdf,archived,Recovered from the local DOI-keyed supplement stash and copied into the governed source library.,KX379528-KX379529;SRS1407451;SRS1407453,10.1038/ncomms16082,application/pdf,8386408,adna/governance/source_library/papers/10.1038-ncomms16082/supplementary/41467_2017_BFncomms16082_MOESM109_ESM.pdf,,
10.1038-ncomms16082:41467_2017_BFncomms16082_MOESM110_ESM.pdf,supplementary_pdf,curated supplementary asset 41467_2017_BFncomms16082_MOESM110_ESM.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC5520058/,adna/governance/source_library/papers/10.1038-ncomms16082/supplementary/41467_2017_BFncomms16082_MOESM110_ESM.pdf,archived,Recovered from the local DOI-keyed supplement stash and copied into the governed source library.,KX379528-KX379529;SRS1407451;SRS1407453,10.1038/ncomms16082,application/pdf,326354,adna/governance/source_library/papers/10.1038-ncomms16082/supplementary/41467_2017_BFncomms16082_MOESM110_ESM.pdf,,
10.1038-ncomms16082:article.html,article_html,article source,https://pmc.ncbi.nlm.nih.gov/articles/PMC5520058/,adna/governance/source_library/papers/10.1038-ncomms16082/article.html,archived,PMC full-text HTML is archived for the dog paper.,KX379528-KX379529;SRS1407451;SRS1407453,10.1038/ncomms16082,text/html; charset=utf-8,231509,adna/governance/source_library/papers/10.1038-ncomms16082/article.html.gz,51633,gzip
10.1038-ncomms16082:crossref.json,paper_metadata_json,crossref metadata,https://api.crossref.org/works/10.1038/ncomms16082,adna/governance/source_library/papers/10.1038-ncomms16082/crossref.json,archived,Crossref metadata snapshot preserves DOI and title even when publisher downloads are blocked.,KX379528-KX379529;SRS1407451;SRS1407453,10.1038/ncomms16082,application/json,25667,,,
KX379528-KX379529:archive_metadata.html,archive_metadata_html,archive metadata page,https://www.ncbi.nlm.nih.gov/nuccore/KX379528,adna/governance/source_library/projects/KX379528-KX379529/archive_metadata.html,archived,Archive-facing metadata page captured for the tracked accession.,KX379528-KX379529,10.1038/ncomms16082,text/html; charset=UTF-8,89882,adna/governance/source_library/projects/KX379528-KX379529/archive_metadata.html.gz,16768,gzip
SRS1407451:archive_metadata.html,archive_metadata_html,archive metadata page,https://www.ncbi.nlm.nih.gov/sra?term=SRS1407451,adna/governance/source_library/projects/SRS1407451/archive_metadata.html,archived,Archive-facing metadata page captured for the tracked accession.,SRS1407451,10.1038/ncomms16082,text/html; charset=UTF-8,55351,adna/governance/source_library/projects/SRS1407451/archive_metadata.html.gz,13817,gzip
SRS1407453:archive_metadata.html,archive_metadata_html,archive metadata page,https://www.ncbi.nlm.nih.gov/sra?term=SRS1407453,adna/governance/source_library/projects/SRS1407453/archive_metadata.html,archived,Archive-facing metadata page captured for the tracked accession.,SRS1407453,10.1038/ncomms16082,text/html; charset=UTF-8,55354,adna/governance/source_library/projects/SRS1407453/archive_metadata.html.gz,13819,gzip
10.1038-s41562-021-01083-y:41562_2021_1083_MOESM1_ESM.pdf,supplementary_pdf,curated supplementary asset 41562_2021_1083_MOESM1_ESM.pdf,https://www.nature.com/articles/s41562-021-01083-y,adna/governance/source_library/papers/10.1038-s41562-021-01083-y/supplementary/41562_2021_1083_MOESM1_ESM.pdf,archived,Recovered from the local DOI-keyed supplement stash and copied into the governed source library.,PRJEB41594,10.1038/s41562-021-01083-y,application/pdf,2970244,adna/governance/source_library/papers/10.1038-s41562-021-01083-y/supplementary/41562_2021_1083_MOESM1_ESM.pdf,,
10.1038-s41562-021-01083-y:41562_2021_1083_MOESM2_ESM.pdf,supplementary_pdf,curated supplementary asset 41562_2021_1083_MOESM2_ESM.pdf,https://www.nature.com/articles/s41562-021-01083-y,adna/governance/source_library/papers/10.1038-s41562-021-01083-y/supplementary/41562_2021_1083_MOESM2_ESM.pdf,archived,Recovered from the local DOI-keyed supplement stash and copied into the governed source library.,PRJEB41594,10.1038/s41562-021-01083-y,application/pdf,93096,adna/governance/source_library/papers/10.1038-s41562-021-01083-y/supplementary/41562_2021_1083_MOESM2_ESM.pdf,,
10.1038-s41562-021-01083-y:41562_2021_1083_MOESM3_ESM.pdf,supplementary_pdf,curated supplementary asset 41562_2021_1083_MOESM3_ESM.pdf,https://www.nature.com/articles/s41562-021-01083-y,adna/governance/source_library/papers/10.1038-s41562-021-01083-y/supplementary/41562_2021_1083_MOESM3_ESM.pdf,archived,Recovered from the local DOI-keyed supplement stash and copied into the governed source library.,PRJEB41594,10.1038/s41562-021-01083-y,application/pdf,277028,adna/governance/source_library/papers/10.1038-s41562-021-01083-y/supplementary/41562_2021_1083_MOESM3_ESM.pdf,,
10.1038-s41562-021-01083-y:41562_2021_1083_MOESM4_ESM.xlsx,supplementary_table,curated supplementary asset 41562_2021_1083_MOESM4_ESM.xlsx,https://www.nature.com/articles/s41562-021-01083-y,adna/governance/source_library/papers/10.1038-s41562-021-01083-y/supplementary/41562_2021_1083_MOESM4_ESM.xlsx,archived,Recovered from the local DOI-keyed supplement stash and copied into the governed source library.,PRJEB41594,10.1038/s41562-021-01083-y,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,59425,adna/governance/source_library/papers/10.1038-s41562-021-01083-y/supplementary/41562_2021_1083_MOESM4_ESM.xlsx,,
10.1038-s41562-021-01083-y:article.html,article_html,article source,https://www.nature.com/articles/s41562-021-01083-y,adna/governance/source_library/papers/10.1038-s41562-021-01083-y/article.html,archived,Nature Human Behaviour article page is archived as the accessible paper surface.,PRJEB41594,10.1038/s41562-021-01083-y,"text/html; charset=""UTF-8""",458340,adna/governance/source_library/papers/10.1038-s41562-021-01083-y/article.html.gz,83857,gzip
10.1038-s41562-021-01083-y:crossref.json,paper_metadata_json,crossref metadata,https://api.crossref.org/works/10.1038/s41562-021-01083-y,adna/governance/source_library/papers/10.1038-s41562-021-01083-y/crossref.json,archived,Crossref metadata snapshot preserves DOI and title even when publisher downloads are blocked.,PRJEB41594,10.1038/s41562-021-01083-y,application/json,34320,,,
PRJEB41594:archive_metadata.html,archive_metadata_html,archive metadata page,"https://www.ebi.ac.uk/ena/portal/api/filereport?accession=PRJEB41594&result=read_run&fields=study_accession,sample_accession,experiment_accession,run_accession,tax_id,scientific_name,library_layout,library_source,library_strategy,instrument_model,base_count,read_count,fastq_bytes,fastq_ftp,submitted_ftp,sra_ftp&format=tsv&download=true&limit=0",adna/governance/source_library/projects/PRJEB41594/archive_metadata.html,archived,Archive-facing metadata page captured for the tracked accession.,PRJEB41594,10.1038/s41562-021-01083-y,text/plain,1679,adna/governance/source_library/projects/PRJEB41594/archive_metadata.html.gz,522,gzip
10.1038-s41586-021-04018-9:41586_2021_4018_MOESM1_ESM.pdf,supplementary_pdf,curated supplementary asset 41586_2021_4018_MOESM1_ESM.pdf,https://www.nature.com/articles/s41586-021-04018-9,adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM1_ESM.pdf,archived,Recovered from the local DOI-keyed supplement stash and copied into the governed source library.,PRJEB44430,10.1038/s41586-021-04018-9,application/pdf,1338056,adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM1_ESM.pdf,,
10.1038-s41586-021-04018-9:41586_2021_4018_MOESM2_ESM.pdf,supplementary_pdf,curated supplementary asset 41586_2021_4018_MOESM2_ESM.pdf,https://www.nature.com/articles/s41586-021-04018-9,adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM2_ESM.pdf,archived,Recovered from the local DOI-keyed supplement stash and copied into the governed source library.,PRJEB44430,10.1038/s41586-021-04018-9,application/pdf,127789,adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM2_ESM.pdf,,
10.1038-s41586-021-04018-9:41586_2021_4018_MOESM3_ESM.pdf,supplementary_pdf,curated supplementary asset 41586_2021_4018_MOESM3_ESM.pdf,https://www.nature.com/articles/s41586-021-04018-9,adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM3_ESM.pdf,archived,Recovered from the local DOI-keyed supplement stash and copied into the governed source library.,PRJEB44430,10.1038/s41586-021-04018-9,application/pdf,656629,adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM3_ESM.pdf,,
10.1038-s41586-021-04018-9:41586_2021_4018_MOESM4_ESM.jpg,supplementary_image,curated supplementary asset 41586_2021_4018_MOESM4_ESM.jpg,https://www.nature.com/articles/s41586-021-04018-9,adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM4_ESM.jpg,archived,Recovered from the local DOI-keyed supplement stash and copied into the governed source library.,PRJEB44430,10.1038/s41586-021-04018-9,image/jpeg,2453717,adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM4_ESM.jpg,,
10.1038-s41586-021-04018-9:41586_2021_4018_MOESM5_ESM.xlsx,supplementary_table,curated supplementary asset 41586_2021_4018_MOESM5_ESM.xlsx,https://www.nature.com/articles/s41586-021-04018-9,adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,archived,Recovered from the local DOI-keyed supplement stash and copied into the governed source library.,PRJEB44430,10.1038/s41586-021-04018-9,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,233005,adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,,
10.1038-s41586-021-04018-9:article.html,article_html,article source,https://www.nature.com/articles/s41586-021-04018-9,adna/governance/source_library/papers/10.1038-s41586-021-04018-9/article.html,archived,Nature article page is archived because direct PDF automation is inconsistent.,PRJEB44430,10.1038/s41586-021-04018-9,"text/html; charset=""UTF-8""",977802,adna/governance/source_library/papers/10.1038-s41586-021-04018-9/article.html.gz,146117,gzip
10.1038-s41586-021-04018-9:crossref.json,paper_metadata_json,crossref metadata,https://api.crossref.org/works/10.1038/s41586-021-04018-9,adna/governance/source_library/papers/10.1038-s41586-021-04018-9/crossref.json,archived,Crossref metadata snapshot preserves DOI and title even when publisher downloads are blocked.,PRJEB44430,10.1038/s41586-021-04018-9,application/json,49727,,,
PRJEB44430:archive_metadata.html,archive_metadata_html,archive metadata page,"https://www.ebi.ac.uk/ena/portal/api/filereport?accession=PRJEB44430&result=read_run&fields=study_accession,sample_accession,experiment_accession,run_accession,tax_id,scientific_name,library_layout,library_source,library_strategy,instrument_model,base_count,read_count,fastq_bytes,fastq_ftp,submitted_ftp,sra_ftp&format=tsv&download=true&limit=0",adna/governance/source_library/projects/PRJEB44430/archive_metadata.html,archived,Archive-facing metadata page captured for the tracked accession.,PRJEB44430,10.1038/s41586-021-04018-9,text/plain,742490,adna/governance/source_library/projects/PRJEB44430/archive_metadata.html.gz,101047,gzip
10.1038-s41586-024-08112-6:41586_2024_8112_MOESM1_ESM.pdf,supplementary_pdf,curated supplementary asset 41586_2024_8112_MOESM1_ESM.pdf,https://www.nature.com/articles/s41586-024-08112-6,adna/governance/source_library/papers/10.1038-s41586-024-08112-6/supplementary/41586_2024_8112_MOESM1_ESM.pdf,archived,Recovered from the local DOI-keyed supplement stash and copied into the governed source library.,PRJEB75467,10.1038/s41586-024-08112-6,application/pdf,10653460,adna/governance/source_library/papers/10.1038-s41586-024-08112-6/supplementary/41586_2024_8112_MOESM1_ESM.pdf,,
10.1038-s41586-024-08112-6:41586_2024_8112_MOESM2_ESM.pdf,supplementary_pdf,curated supplementary asset 41586_2024_8112_MOESM2_ESM.pdf,https://www.nature.com/articles/s41586-024-08112-6,adna/governance/source_library/papers/10.1038-s41586-024-08112-6/supplementary/41586_2024_8112_MOESM2_ESM.pdf,archived,Recovered from the local DOI-keyed supplement stash and copied into the governed source library.,PRJEB75467,10.1038/s41586-024-08112-6,application/pdf,5003139,adna/governance/source_library/papers/10.1038-s41586-024-08112-6/supplementary/41586_2024_8112_MOESM2_ESM.pdf,,
10.1038-s41586-024-08112-6:41586_2024_8112_MOESM3_ESM.xlsx,supplementary_table,curated supplementary asset 41586_2024_8112_MOESM3_ESM.xlsx,https://www.nature.com/articles/s41586-024-08112-6,adna/governance/source_library/papers/10.1038-s41586-024-08112-6/supplementary/41586_2024_8112_MOESM3_ESM.xlsx,archived,Recovered from the local DOI-keyed supplement stash and copied into the governed source library.,PRJEB75467,10.1038/s41586-024-08112-6,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,305785,adna/governance/source_library/papers/10.1038-s41586-024-08112-6/supplementary/41586_2024_8112_MOESM3_ESM.xlsx,,
10.1038-s41586-024-08112-6:41586_2024_8112_MOESM4_ESM.pdf,supplementary_pdf,curated supplementary asset 41586_2024_8112_MOESM4_ESM.pdf,https://www.nature.com/articles/s41586-024-08112-6,adna/governance/source_library/papers/10.1038-s41586-024-08112-6/supplementary/41586_2024_8112_MOESM4_ESM.pdf,archived,Recovered from the local DOI-keyed supplement stash and copied into the governed source library.,PRJEB75467,10.1038/s41586-024-08112-6,application/pdf,2984908,adna/governance/source_library/papers/10.1038-s41586-024-08112-6/supplementary/41586_2024_8112_MOESM4_ESM.pdf,,
10.1038-s41586-024-08112-6:article.html,article_html,article source,https://www.nature.com/articles/s41586-024-08112-6,adna/governance/source_library/papers/10.1038-s41586-024-08112-6/article.html,archived,Nature article page is archived as the accessible paper surface.,PRJEB75467,10.1038/s41586-024-08112-6,"text/html; charset=""UTF-8""",606869,adna/governance/source_library/papers/10.1038-s41586-024-08112-6/article.html.gz,99569,gzip
10.1038-s41586-024-08112-6:crossref.json,paper_metadata_json,crossref metadata,https://api.crossref.org/works/10.1038/s41586-024-08112-6,adna/governance/source_library/papers/10.1038-s41586-024-08112-6/crossref.json,archived,Crossref metadata snapshot preserves DOI and title even when publisher downloads are blocked.,PRJEB75467,10.1038/s41586-024-08112-6,application/json,39914,,,
PRJEB75467:archive_metadata.html,archive_metadata_html,archive metadata page,"https://www.ebi.ac.uk/ena/portal/api/filereport?accession=PRJEB75467&result=read_run&fields=study_accession,sample_accession,experiment_accession,run_accession,tax_id,scientific_name,library_layout,library_source,library_strategy,instrument_model,base_count,read_count,fastq_bytes,fastq_ftp,submitted_ftp,sra_ftp&format=tsv&download=true&limit=0",adna/governance/source_library/projects/PRJEB75467/archive_metadata.html,archived,Archive-facing metadata page captured for the tracked accession.,PRJEB75467,10.1038/s41586-024-08112-6,text/plain,274385,adna/governance/source_library/projects/PRJEB75467/archive_metadata.html.gz,36798,gzip
10.1038-s41598-024-54296-2:41598_2024_64499_MOESM1_ESM.pdf,supplementary_pdf,curated supplementary asset 41598_2024_64499_MOESM1_ESM.pdf,https://www.nature.com/articles/s41598-024-54296-2,adna/governance/source_library/papers/10.1038-s41598-024-54296-2/supplementary/41598_2024_64499_MOESM1_ESM.pdf,archived,Recovered from the local DOI-keyed supplement stash and copied into the governed source library.,PRJEB60484,10.1038/s41598-024-54296-2,application/pdf,354065,adna/governance/source_library/papers/10.1038-s41598-024-54296-2/supplementary/41598_2024_64499_MOESM1_ESM.pdf,,
10.1038-s41598-024-54296-2:article.html,article_html,article source,https://www.nature.com/articles/s41598-024-54296-2,adna/governance/source_library/papers/10.1038-s41598-024-54296-2/article.html,archived,Scientific Reports article page is archived as the accessible paper surface.,PRJEB60484,10.1038/s41598-024-54296-2,"text/html; charset=""UTF-8""",633827,adna/governance/source_library/papers/10.1038-s41598-024-54296-2/article.html.gz,115825,gzip
10.1038-s41598-024-54296-2:crossref.json,paper_metadata_json,crossref metadata,https://api.crossref.org/works/10.1038/s41598-024-54296-2,adna/governance/source_library/papers/10.1038-s41598-024-54296-2/crossref.json,archived,Crossref metadata snapshot preserves DOI and title even when publisher downloads are blocked.,PRJEB60484,10.1038/s41598-024-54296-2,application/json,47170,,,
PRJEB60484:archive_metadata.html,archive_metadata_html,archive metadata page,"https://www.ebi.ac.uk/ena/portal/api/filereport?accession=PRJEB60484&result=read_run&fields=study_accession,sample_accession,experiment_accession,run_accession,tax_id,scientific_name,library_layout,library_source,library_strategy,instrument_model,base_count,read_count,fastq_bytes,fastq_ftp,submitted_ftp,sra_ftp&format=tsv&download=true&limit=0",adna/governance/source_library/projects/PRJEB60484/archive_metadata.html,archived,Archive-facing metadata page captured for the tracked accession.,PRJEB60484,10.1038/s41598-024-54296-2,text/plain,55868,adna/governance/source_library/projects/PRJEB60484/archive_metadata.html.gz,7478,gzip
10.1038-s42003-021-02794-8:42003_2021_2794_MOESM1_ESM.pdf,supplementary_pdf,supplementary note 1,https://static-content.springer.com/esm/art%3A10.1038%2Fs42003-021-02794-8/MediaObjects/42003_2021_2794_MOESM1_ESM.pdf,adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM1_ESM.pdf,archived,Nature supplementary PDF discovered from article page.,PRJEB36540,10.1038/s42003-021-02794-8,application/pdf,5750730,,,
10.1038-s42003-021-02794-8:42003_2021_2794_MOESM2_ESM.pdf,supplementary_pdf,supplementary note 2,https://static-content.springer.com/esm/art%3A10.1038%2Fs42003-021-02794-8/MediaObjects/42003_2021_2794_MOESM2_ESM.pdf,adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM2_ESM.pdf,archived,Nature supplementary PDF discovered from article page.,PRJEB36540,10.1038/s42003-021-02794-8,application/pdf,2490216,,,
10.1038-s42003-021-02794-8:42003_2021_2794_MOESM3_ESM.pdf,supplementary_pdf,supplementary note 3,https://static-content.springer.com/esm/art%3A10.1038%2Fs42003-021-02794-8/MediaObjects/42003_2021_2794_MOESM3_ESM.pdf,adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM3_ESM.pdf,archived,Nature supplementary PDF discovered from article page.,PRJEB36540,10.1038/s42003-021-02794-8,application/pdf,560360,,,
10.1038-s42003-021-02794-8:42003_2021_2794_MOESM4_ESM.zip,supplementary_zip,supplementary data zip,https://static-content.springer.com/esm/art%3A10.1038%2Fs42003-021-02794-8/MediaObjects/42003_2021_2794_MOESM4_ESM.zip,adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip,archived,Nature supplementary data bundle discovered from article page.,PRJEB36540,10.1038/s42003-021-02794-8,application/octet-stream,817335,,,
10.1038-s42003-021-02794-8:42003_2021_2794_MOESM5_ESM.pdf,supplementary_pdf,supplementary note 5,https://static-content.springer.com/esm/art%3A10.1038%2Fs42003-021-02794-8/MediaObjects/42003_2021_2794_MOESM5_ESM.pdf,adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM5_ESM.pdf,archived,Nature supplementary PDF discovered from article page.,PRJEB36540,10.1038/s42003-021-02794-8,application/pdf,2134722,,,
10.1038-s42003-021-02794-8:article.pdf,article_pdf,article source,https://www.nature.com/articles/s42003-021-02794-8,adna/governance/source_library/papers/10.1038-s42003-021-02794-8/article.pdf,archived,Nature article PDF is directly downloadable and anchors sheep project metadata plus supplementary sample tables.,PRJEB36540,10.1038/s42003-021-02794-8,"text/html; charset=""UTF-8""",630011,,,
10.1038-s42003-021-02794-8:crossref.json,paper_metadata_json,crossref metadata,https://api.crossref.org/works/10.1038/s42003-021-02794-8,adna/governance/source_library/papers/10.1038-s42003-021-02794-8/crossref.json,archived,Crossref metadata snapshot preserves DOI and title even when publisher downloads are blocked.,PRJEB36540,10.1038/s42003-021-02794-8,application/json,35940,,,
PRJEB36540:archive_metadata.html,archive_metadata_html,archive metadata page,"https://www.ebi.ac.uk/ena/portal/api/filereport?accession=PRJEB36540&result=read_run&fields=study_accession,sample_accession,experiment_accession,run_accession,tax_id,scientific_name,library_layout,library_source,library_strategy,instrument_model,base_count,read_count,fastq_bytes,fastq_ftp,submitted_ftp,sra_ftp&format=tsv&download=true&limit=0",adna/governance/source_library/projects/PRJEB36540/archive_metadata.html,archived,Archive-facing metadata page captured for the tracked accession.,PRJEB36540,10.1038/s42003-021-02794-8,text/plain,2495,adna/governance/source_library/projects/PRJEB36540/archive_metadata.html.gz,638,gzip
10.1073-pnas.1901169116:article.html,article_html,article source,https://pmc.ncbi.nlm.nih.gov/articles/PMC6717267/,adna/governance/source_library/papers/10.1073-pnas.1901169116/article.html,archived,PMC full-text HTML is archived for the pig turnover paper.,PRJEB30282,10.1073/pnas.1901169116,text/html; charset=utf-8,291189,adna/governance/source_library/papers/10.1073-pnas.1901169116/article.html.gz,59000,gzip
10.1073-pnas.1901169116:crossref.json,paper_metadata_json,crossref metadata,https://api.crossref.org/works/10.1073/pnas.1901169116,adna/governance/source_library/papers/10.1073-pnas.1901169116/crossref.json,archived,Crossref metadata snapshot preserves DOI and title even when publisher downloads are blocked.,PRJEB30282,10.1073/pnas.1901169116,application/json,52860,,,
10.1073-pnas.1901169116:pnas.1901169116.sapp.pdf,supplementary_pdf,curated supplementary asset pnas.1901169116.sapp.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC6717267/,adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sapp.pdf,archived,Recovered from the local DOI-keyed supplement stash and copied into the governed source library.,PRJEB30282,10.1073/pnas.1901169116,application/pdf,5188691,adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sapp.pdf,,
10.1073-pnas.1901169116:pnas.1901169116.sd01.xlsx,supplementary_table,curated supplementary asset pnas.1901169116.sd01.xlsx,https://pmc.ncbi.nlm.nih.gov/articles/PMC6717267/,adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,archived,Recovered from the local DOI-keyed supplement stash and copied into the governed source library.,PRJEB30282,10.1073/pnas.1901169116,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,511536,adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,,
10.1073-pnas.1901169116:pnas.1901169116.sd02.xlsx,supplementary_table,curated supplementary asset pnas.1901169116.sd02.xlsx,https://pmc.ncbi.nlm.nih.gov/articles/PMC6717267/,adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd02.xlsx,archived,Recovered from the local DOI-keyed supplement stash and copied into the governed source library.,PRJEB30282,10.1073/pnas.1901169116,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,58603,adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd02.xlsx,,
PRJEB30282:archive_metadata.html,archive_metadata_html,archive metadata page,"https://www.ebi.ac.uk/ena/portal/api/filereport?accession=PRJEB30282&result=read_run&fields=study_accession,sample_accession,experiment_accession,run_accession,tax_id,scientific_name,library_layout,library_source,library_strategy,instrument_model,base_count,read_count,fastq_bytes,fastq_ftp,submitted_ftp,sra_ftp&format=tsv&download=true&limit=0",adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,archived,Archive-facing metadata page captured for the tracked accession.,PRJEB30282,10.1073/pnas.1901169116,text/plain,172426,adna/governance/source_library/projects/PRJEB30282/archive_metadata.html.gz,24701,gzip
10.1093-gbe-evae114:Supplementary Figures Baltic Sheep.pdf,supplementary_pdf,curated supplementary asset Supplementary Figures Baltic Sheep.pdf,https://academic.oup.com/gbe/article/doi/10.1093/gbe/evae114/7682331,adna/governance/source_library/papers/10.1093-gbe-evae114/supplementary/Supplementary Figures Baltic Sheep.pdf,archived,Recovered from the local DOI-keyed supplement stash and copied into the governed source library.,PRJEB59481,10.1093/gbe/evae114,application/pdf,4139432,adna/governance/source_library/papers/10.1093-gbe-evae114/supplementary/Supplementary Figures Baltic Sheep.pdf,,
