species_latin_name,species_common_name,project_accession,repo_stable_sample_id,archive_native_sample_id,paper_native_sample_label,supplementary_table_sample_label,preferred_sample_label,sample_basis,sample_evidence_status,sample_lineage_path,sample_lineage_locator,sample_lineage_excerpt,sample_identity_resolution,sample_ambiguity_note,locality_text,political_entity,latitude_text,longitude_text,chronology_text,chronology_dating_basis,chronology_evidence_class,chronology_precision_posture,source_native_tax_id,source_native_scientific_name,taxon_alignment_status,archive_native_experiment_id,source_native_identity_kind,chronology_time_mean_bp
Felis catus,cat,PRJEB81815,prjeb81815:samea120246549,SAMEA120246549,KASPcat01,KASP01,KASPcat01,archive_supplement_exact_join,direct_table_extracted,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,sample_accession:SAMEA120246549 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row52 -> Table_S1!row63,ENA identifies SAMEA120246549 as Felis silvestris silvestris (tax_id 463207). Exact workbook join KASP01; source chronology: 400BC (33.6%) 340BC / 310BC (61.8%) 200BC.,final,,Kassope,Greece,39.15,20.67,2149-2349 BP,radiocarbon,direct_radiocarbon_date,sample_approximate_or_modeled,463207,Felis silvestris silvestris,project_species_mismatch,,biological_sample_accession,
Felis catus,cat,PRJEB81815,prjeb81815:samea120246550,SAMEA120246550,KASPcat02,KASP02,KASPcat02,archive_supplement_exact_join,direct_table_extracted,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,sample_accession:SAMEA120246550 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row53 -> Table_S1!row64,ENA identifies SAMEA120246550 as Felis silvestris silvestris (tax_id 463207). Exact workbook join KASP02; source chronology: 4th-1st cent BC.,final,,Kassope,Greece,39.15,20.67,4th-1st cent BC,archaeological_context,archaeological_context_date,broad_period_only,463207,Felis silvestris silvestris,project_species_mismatch,,biological_sample_accession,
Felis catus,cat,PRJEB81815,prjeb81815:samea120246551,SAMEA120246551,KOPcat04,KOP04,KOPcat04,archive_supplement_exact_join,direct_table_extracted,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,sample_accession:SAMEA120246551 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row55 -> Table_S1!row37,ENA identifies SAMEA120246551 as Felis silvestris silvestris (tax_id 463207). Exact workbook join KOP04; source chronology: 5480BC (95.4%) 5360BC.,final,,Koprivec,Bulgaria,43.41,25.88,7309-7429 BP,radiocarbon,direct_radiocarbon_date,sample_approximate_or_modeled,463207,Felis silvestris silvestris,project_species_mismatch,,biological_sample_accession,
Felis catus,cat,PRJEB81815,prjeb81815:samea120246552,SAMEA120246552,LABcat01,LAB01,LABcat01,archive_supplement_exact_join,direct_table_extracted,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,sample_accession:SAMEA120246552 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row57 -> Table_S1!row187,ENA identifies SAMEA120246552 as Felis catus (tax_id 9685). Exact workbook join LAB01; source chronology: end 15th-early 16th c..,final,,Labastida,Spain,42.58,-2.78,end 15th-early 16th c.,archaeological_context,archaeological_context_date,broad_period_only,9685,Felis catus,project_species_match,,biological_sample_accession,
Felis catus,cat,PRJEB81815,prjeb81815:samea120246553,SAMEA120246553,LHMcat02,LHM02,LHMcat02,archive_supplement_exact_join,direct_table_extracted,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,sample_accession:SAMEA120246553 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row58 -> Table_S1!row55,ENA identifies SAMEA120246553 as Felis catus (tax_id 9685). Exact workbook join LHM02; source chronology: 8th/9th century CE.,final,,Lauchheim-Mittelhofen,Germany,,,8th/9th century CE,archaeological_context,archaeological_context_date,broad_period_only,9685,Felis catus,project_species_match,,biological_sample_accession,
Felis catus,cat,PRJEB81815,prjeb81815:samea120246554,SAMEA120246554,LHMcat03,LHM03,LHMcat03,archive_supplement_exact_join,direct_table_extracted,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,sample_accession:SAMEA120246554 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row59 -> Table_S1!row56,ENA identifies SAMEA120246554 as Felis catus (tax_id 9685). Exact workbook join LHM03; source chronology: 8th/9th century CE.,final,,Lauchheim-Mittelhofen,Germany,,,8th/9th century CE,archaeological_context,archaeological_context_date,broad_period_only,9685,Felis catus,project_species_match,,biological_sample_accession,
Felis catus,cat,PRJEB81815,prjeb81815:samea120246555,SAMEA120246555,MENTcat01,MENT01,MENTcat01,archive_supplement_exact_join,direct_table_extracted,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,sample_accession:SAMEA120246555 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row60 -> Table_S1!row209,ENA identifies SAMEA120246555 as Felis silvestris silvestris (tax_id 463207). Exact workbook join MENT01; source chronology: 6073 (95.4%) 5986 calBC.,final,,Menteşe,Turkey,40.28,29.52,7929-8024 BP,radiocarbon,direct_radiocarbon_date,sample_approximate_or_modeled,463207,Felis silvestris silvestris,project_species_mismatch,,biological_sample_accession,
Felis catus,cat,PRJEB81815,prjeb81815:samea120246556,SAMEA120246556,MRYcat07,MRY07,MRYcat07,archive_supplement_exact_join,direct_table_extracted,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,sample_accession:SAMEA120246556 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row61 -> Table_S1!row210,ENA identifies SAMEA120246556 as Felis catus (tax_id 9685). Exact workbook join MRY07; source chronology: 4th-14th cent AD?.,final,,"Yenikapı, Marmaray exc.",Turkey,41.00,28.95,4th-14th cent AD?,archaeological_context,archaeological_context_date,broad_period_only,9685,Felis catus,project_species_match,,biological_sample_accession,
Felis catus,cat,PRJEB81815,prjeb81815:samea120246557,SAMEA120246557,MRYcat08,MRY08,MRYcat08,archive_supplement_exact_join,direct_table_extracted,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,sample_accession:SAMEA120246557 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row62 -> Table_S1!row211,ENA identifies SAMEA120246557 as Felis catus (tax_id 9685). Exact workbook join MRY08; source chronology: 4th-14th cent AD?.,final,,"Yenikapı, Marmaray exc.",Turkey,41.00,28.95,4th-14th cent AD?,archaeological_context,archaeological_context_date,broad_period_only,9685,Felis catus,project_species_match,,biological_sample_accession,
Felis catus,cat,PRJEB81815,prjeb81815:samea120246558,SAMEA120246558,MRYcat09,MRY09,MRYcat09,archive_supplement_exact_join,direct_table_extracted,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,sample_accession:SAMEA120246558 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row63 -> Table_S1!row212,ENA identifies SAMEA120246558 as Felis catus (tax_id 9685). Exact workbook join MRY09; source chronology: 650AD (48.9%) 710AD / 720AD (46.5%) 780AD (dated twice accedentally).,final,,"Yenikapı, Marmaray exc.",Turkey,41.00,28.95,1170-1300 BP,radiocarbon,direct_radiocarbon_date,sample_approximate_or_modeled,9685,Felis catus,project_species_match,,biological_sample_accession,
Felis catus,cat,PRJEB81815,prjeb81815:samea120246559,SAMEA120246559,MRYcat10,MRY10,MRYcat10,archive_supplement_exact_join,direct_table_extracted,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,sample_accession:SAMEA120246559 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row64 -> Table_S1!row213,ENA identifies SAMEA120246559 as Felis catus (tax_id 9685). Exact workbook join MRY10; source chronology: 640AD (75.4%) 690AD / 740AD (20.0%) 780AD.,final,,"Yenikapı, Marmaray exc.",Turkey,41.00,28.95,1170-1310 BP,radiocarbon,direct_radiocarbon_date,sample_approximate_or_modeled,9685,Felis catus,project_species_match,,biological_sample_accession,
Felis catus,cat,PRJEB81815,prjeb81815:samea120246560,SAMEA120246560,MTRcat01,MTR01B,MTRcat01,archive_supplement_exact_join,direct_table_extracted,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,sample_accession:SAMEA120246560 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row65 -> Table_S1!row6,ENA identifies SAMEA120246560 as Felis catus (tax_id 9685). Exact workbook join MTR01B; source chronology: 50BC (95.4%) 80AD.,final,,Mautern - vicus Ost,Austria,48.39,15.58,1870-1999 BP,radiocarbon,direct_radiocarbon_date,sample_approximate_or_modeled,9685,Felis catus,project_species_match,,biological_sample_accession,
Felis catus,cat,PRJEB81815,prjeb81815:samea120246561,SAMEA120246561,MUScat01,MUS01,MUScat01,archive_supplement_exact_join,direct_table_extracted,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,sample_accession:SAMEA120246561 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row68 -> Table_S1!row105,ENA identifies SAMEA120246561 as Felis silvestris silvestris (tax_id 463207). Exact workbook join MUS01; source chronology: 360AD (95.4%) 540AD.,final,,"Musarna (Viterbo, Latium)",Italy,42.41,11.98,1410-1590 BP,radiocarbon,direct_radiocarbon_date,sample_approximate_or_modeled,463207,Felis silvestris silvestris,project_species_mismatch,,biological_sample_accession,
Felis catus,cat,PRJEB81815,prjeb81815:samea120246562,SAMEA120246562,PADcat01,PAD01,PADcat01,archive_supplement_exact_join,direct_table_extracted,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,sample_accession:SAMEA120246562 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row70 -> Table_S1!row106,ENA identifies SAMEA120246562 as Felis catus (tax_id 9685). Exact workbook join PAD01; source chronology: 1400AD (95.4%) 1440AD.,final,,Padova Via Cesare Battisti (Veneto),Italy,45.41,11.87,510-550 BP,radiocarbon,direct_radiocarbon_date,sample_approximate_or_modeled,9685,Felis catus,project_species_match,,biological_sample_accession,
Felis catus,cat,PRJEB81815,prjeb81815:samea120246563,SAMEA120246563,PALcat09,PAL09,PALcat09,archive_supplement_exact_join,direct_table_extracted,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,sample_accession:SAMEA120246563 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row71 -> Table_S1!row161,ENA identifies SAMEA120246563 as Felis catus (tax_id 9685). Exact workbook join PAL09; source chronology: 12-13th c.,final,,Palmela Castle,Portugal,38.57,-8.90,12-13th c,archaeological_context,archaeological_context_date,broad_period_only,9685,Felis catus,project_species_match,,biological_sample_accession,
Felis catus,cat,PRJEB81815,prjeb81815:samea120246564,SAMEA120246564,PALcat10,PAL10,PALcat10,archive_supplement_exact_join,direct_table_extracted,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,sample_accession:SAMEA120246564 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row73 -> Table_S1!row162,ENA identifies SAMEA120246564 as Felis catus (tax_id 9685). Exact workbook join PAL10; source chronology: 11-12th c.,final,,Palmela Castle,Portugal,38.57,-8.90,11-12th c,archaeological_context,archaeological_context_date,broad_period_only,9685,Felis catus,project_species_match,,biological_sample_accession,
Felis catus,cat,PRJEB81815,prjeb81815:samea120246565,SAMEA120246565,PETRcat06,PETR06,PETRcat06,archive_supplement_exact_join,direct_table_extracted,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,sample_accession:SAMEA120246565 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row75 -> Table_S1!row14,ENA identifies SAMEA120246565 as Felis catus (tax_id 9685). Exact workbook join PETR06; source chronology: 120AD (87.6%) 260AD / 290AD (7.8%) 320AD.,final,,Petronell-Carnuntum,Austria,48.12,16.85,1630-1830 BP,radiocarbon,direct_radiocarbon_date,sample_approximate_or_modeled,9685,Felis catus,project_species_match,,biological_sample_accession,
Felis catus,cat,PRJEB81815,prjeb81815:samea120246566,SAMEA120246566,PETRcat08,PETR08B,PETRcat08,archive_supplement_exact_join,direct_table_extracted,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,sample_accession:SAMEA120246566 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row76 -> Table_S1!row16,ENA identifies SAMEA120246566 as Felis catus (tax_id 9685). Exact workbook join PETR08B; source chronology: 20AD ( 2.6%) 50AD / 60AD (92.8%) 210AD.,final,,Petronell-Carnuntum,Austria,48.12,16.85,1740-1930 BP,radiocarbon,direct_radiocarbon_date,sample_approximate_or_modeled,9685,Felis catus,project_species_match,,biological_sample_accession,
Felis catus,cat,PRJEB81815,prjeb81815:samea120246567,SAMEA120246567,PNEcat02,PNE02,PNEcat02,archive_supplement_exact_join,direct_table_extracted,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,sample_accession:SAMEA120246567 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row77 -> Table_S1!row114,ENA identifies SAMEA120246567 as Felis catus (tax_id 9685). Exact workbook join PNE02; source chronology: 230AD (95.4%) 370AD.,final,,Palatino North East slope (Rome),Italy,41.89,12.49,1580-1720 BP,radiocarbon,direct_radiocarbon_date,sample_approximate_or_modeled,9685,Felis catus,project_species_match,,biological_sample_accession,
Felis catus,cat,PRJEB81815,prjeb81815:samea120246568,SAMEA120246568,PNEcat03,PNE03,PNEcat03,archive_supplement_exact_join,direct_table_extracted,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,sample_accession:SAMEA120246568 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row79 -> Table_S1!row115,ENA identifies SAMEA120246568 as Felis catus (tax_id 9685). Exact workbook join PNE03; source chronology: End 4th cent.-beg. 5th cent AD (Roman).,final,,Palatino North East slope (Rome),Italy,41.89,12.49,End 4th cent.-beg. 5th cent AD (Roman),archaeological_context,archaeological_context_date,broad_period_only,9685,Felis catus,project_species_match,,biological_sample_accession,
Felis catus,cat,PRJEB81815,prjeb81815:samea120246569,SAMEA120246569,PRNcat02,PRN02,PRNcat02,archive_supplement_exact_join,direct_table_extracted,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,sample_accession:SAMEA120246569 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row83 -> Table_S1!row122,ENA identifies SAMEA120246569 as Felis silvestris silvestris (tax_id 463207). Exact workbook join PRN02; source chronology: Early Bronze Age.,final,,Partanna C. da Capo d'acqua,Italy,,,Early Bronze Age,archaeological_context,archaeological_context_date,broad_period_only,463207,Felis silvestris silvestris,project_species_mismatch,,biological_sample_accession,
Felis catus,cat,PRJEB81815,prjeb81815:samea120246570,SAMEA120246570,ROCcat01,ROC01,ROCcat01,archive_supplement_exact_join,direct_table_extracted,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,sample_accession:SAMEA120246570 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row84 -> Table_S1!row125,ENA identifies SAMEA120246570 as Felis silvestris silvestris (tax_id 463207). Exact workbook join ROC01; source chronology: 1499 (84.4%) 1382 calBC / 1341 (11.1%) 1311 calBC.,final,,"Roca vecchia (Melendugno, Lecce)",Italy,,,3259-3449 BP,radiocarbon,direct_radiocarbon_date,sample_approximate_or_modeled,463207,Felis silvestris silvestris,project_species_mismatch,,biological_sample_accession,
Felis catus,cat,PRJEB81815,prjeb81815:samea120246571,SAMEA120246571,ROCcat02,ROC02,ROCcat02,archive_supplement_exact_join,direct_table_extracted,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,sample_accession:SAMEA120246571 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row85 -> Table_S1!row126,ENA identifies SAMEA120246571 as Felis silvestris silvestris (tax_id 463207). Exact workbook join ROC02; source chronology: 1401 (90.3%) 1256 calBC / 1248 (5.1%) 1227 calBC.,final,,"Roca vecchia (Melendugno, Lecce)",Italy,,,3169-3359 BP,radiocarbon,direct_radiocarbon_date,sample_approximate_or_modeled,463207,Felis silvestris silvestris,project_species_mismatch,,biological_sample_accession,
Felis catus,cat,PRJEB81815,prjeb81815:samea120246572,SAMEA120246572,ROCcat04,ROC04,ROCcat04,archive_supplement_exact_join,direct_table_extracted,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,sample_accession:SAMEA120246572 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row86 -> Table_S1!row127,ENA identifies SAMEA120246572 as Felis catus (tax_id 9685). Exact workbook join ROC04; source chronology: Medieval.,final,,"Roca vecchia (Melendugno, Lecce)",Italy,,,Medieval,archaeological_context,archaeological_context_date,broad_period_only,9685,Felis catus,project_species_match,,biological_sample_accession,
Felis catus,cat,PRJEB81815,prjeb81815:samea120246573,SAMEA120246573,SAcat14,SA14,SAcat14,archive_supplement_exact_join,direct_table_extracted,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,sample_accession:SAMEA120246573 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row87 -> Table_S1!row215,ENA identifies SAMEA120246573 as Felis catus (tax_id 9685). Exact workbook join SA14; source chronology: Early Byzantine.,final,,Sagalassos,Turkey,37.68,30.52,Early Byzantine,archaeological_context,archaeological_context_date,broad_period_only,9685,Felis catus,project_species_match,,biological_sample_accession,
Felis catus,cat,PRJEB81815,prjeb81815:samea120246574,SAMEA120246574,SARcat01,SAR01,SARcat01,archive_supplement_exact_join,direct_table_extracted,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,sample_accession:SAMEA120246574 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row88 -> Table_S1!row130,ENA identifies SAMEA120246574 as Felis silvestris silvestris (tax_id 463207). Exact workbook join SAR01; source chronology: Early Neolithic.,final,,"Saracena (Cosenza, Calabria)",Italy,39.77,16.15,Early Neolithic,archaeological_context,archaeological_context_date,broad_period_only,463207,Felis silvestris silvestris,project_species_mismatch,,biological_sample_accession,
Felis catus,cat,PRJEB81815,prjeb81815:samea120246575,SAMEA120246575,SBRcat01,SBR01,SBRcat01,archive_supplement_exact_join,direct_table_extracted,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,sample_accession:SAMEA120246575 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row89 -> Table_S1!row17,ENA identifies SAMEA120246575 as Felis catus (tax_id 9685). Exact workbook join SBR01; source chronology: 15/16th centuries.,final,,Salzburg - Residenz,Austria,47.80,13.05,15/16th centuries,archaeological_context,archaeological_context_date,broad_period_only,9685,Felis catus,project_species_match,,biological_sample_accession,
Felis catus,cat,PRJEB81815,prjeb81815:samea120246576,SAMEA120246576,SCATcat01,SCAT01,SCATcat01,archive_supplement_exact_join,direct_table_extracted,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,sample_accession:SAMEA120246576 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row91 -> Table_S1!row132,ENA identifies SAMEA120246576 as Felis catus (tax_id 9685). Exact workbook join SCAT01; source chronology: 17-18th c AD.,final,,Nardò “torre santa Caterina”,Italy,40.14,17.99,17-18th c AD,archaeological_context,archaeological_context_date,broad_period_only,9685,Felis catus,project_species_match,,biological_sample_accession,
Felis catus,cat,PRJEB81815,prjeb81815:samea120246577,SAMEA120246577,SDUCcat02,SDUC02B,SDUCcat02,archive_supplement_exact_join,direct_table_extracted,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,sample_accession:SAMEA120246577 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row92 -> Table_S1!row135,ENA identifies SAMEA120246577 as Felis catus (tax_id 9685). Exact workbook join SDUC02B; source chronology: 19th AD.,final,,"Sassari, palazzo ducale, Sardinia",Italy,40.73,8.55,19th AD,archaeological_context,archaeological_context_date,broad_period_only,9685,Felis catus,project_species_match,,biological_sample_accession,
Felis catus,cat,PRJEB81815,prjeb81815:samea120246578,SAMEA120246578,TABcat02,TAB02B,TABcat02,archive_supplement_exact_join,direct_table_extracted,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,sample_accession:SAMEA120246578 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row93 -> Table_S1!row192,"ENA identifies SAMEA120246578 as Felis silvestris silvestris (tax_id 463207). Exact workbook join TAB02B; source chronology: 2,700-2,400 BC (Phase III).",final,,"Tabernas, Spain",Spain,37.05,-2.39,4349-4649 BP,archaeological_context,archaeological_context_date,contextual_interval,463207,Felis silvestris silvestris,project_species_mismatch,,biological_sample_accession,
Felis catus,cat,PRJEB81815,prjeb81815:samea120246579,SAMEA120246579,TERTcat03,TERT03,TERTcat03,archive_supplement_exact_join,direct_table_extracted,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,sample_accession:SAMEA120246579 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row95 -> Table_S1!row144,ENA identifies SAMEA120246579 as Felis catus (tax_id 9685). Exact workbook join TERT03; source chronology: 4th-5th c AD.,final,,"Tertenia, Sardinia",Italy,39.69,9.58,4th-5th c AD,archaeological_context,archaeological_context_date,broad_period_only,9685,Felis catus,project_species_match,,biological_sample_accession,
Felis catus,cat,PRJEB81815,prjeb81815:samea120246580,SAMEA120246580,TONcat03,TON03,TONcat03,archive_supplement_exact_join,direct_table_extracted,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,sample_accession:SAMEA120246580 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row96 -> Table_S1!row25,ENA identifies SAMEA120246580 as Felis silvestris silvestris (tax_id 463207). Exact workbook join TON03; source chronology: 40BC (4.0%) 10BC / AD (91.4%) 130AD.,final,,"Tongeren, Industrie Oost",Belgium,50.78,5.46,1820-1989 BP,radiocarbon,direct_radiocarbon_date,sample_approximate_or_modeled,463207,Felis silvestris silvestris,project_species_mismatch,,biological_sample_accession,
Felis catus,cat,PRJEB81815,prjeb81815:samea120246581,SAMEA120246581,TRMRcat01,TRMR01B,TRMRcat01,archive_supplement_exact_join,direct_table_extracted,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,sample_accession:SAMEA120246581 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row97 -> Table_S1!row18,ENA identifies SAMEA120246581 as Felis catus (tax_id 9685). Exact workbook join TRMR01B; source chronology: 60AD (95.4%) 220AD.,final,,Traismauer,Austria,48.35,15.74,1730-1890 BP,radiocarbon,direct_radiocarbon_date,sample_approximate_or_modeled,9685,Felis catus,project_species_match,,biological_sample_accession,
Felis catus,cat,PRJEB81815,prjeb81815:samea120246582,SAMEA120246582,VIAcat04,VIA04,VIAcat04,archive_supplement_exact_join,direct_table_extracted,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,sample_accession:SAMEA120246582 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row98 -> Table_S1!row172,ENA identifies SAMEA120246582 as Felis catus (tax_id 9685). Exact workbook join VIA04; source chronology: 250AD (16.8%) 280AD / 330AD (78.6%) 420AD.,final,,Viminacium/Amphitheatre,Serbia,44.74,21.23,1530-1700 BP,radiocarbon,direct_radiocarbon_date,sample_approximate_or_modeled,9685,Felis catus,project_species_match,,biological_sample_accession,
Felis catus,cat,PRJEB81815,prjeb81815:samea120246583,SAMEA120246583,VIAcat06,VIA06a,VIAcat06,archive_supplement_exact_join,direct_table_extracted,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,sample_accession:SAMEA120246583 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row99 -> Table_S1!row174,ENA identifies SAMEA120246583 as Felis catus (tax_id 9685). Exact workbook join VIA06a; source chronology: 20AD (95.4%) 210AD.,final,,Viminacium/Amphitheatre,Serbia,44.74,21.23,1740-1930 BP,radiocarbon,direct_radiocarbon_date,sample_approximate_or_modeled,9685,Felis catus,project_species_match,,biological_sample_accession,
Felis catus,cat,PRJEB81815,prjeb81815:samea120246584,SAMEA120246584,VINcat04,VIN04,VINcat04,archive_supplement_exact_join,direct_table_extracted,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,sample_accession:SAMEA120246584 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row100 -> Table_S1!row179,ENA identifies SAMEA120246584 as Felis silvestris silvestris (tax_id 463207). Exact workbook join VIN04; source chronology: 990AD (49.5%) 1050AD / 1080AD (45.9%) 1160AD.,final,,Viminacium-Nad Klepačkom,Serbia,44.74,21.23,790-960 BP,radiocarbon,direct_radiocarbon_date,sample_approximate_or_modeled,463207,Felis silvestris silvestris,project_species_mismatch,,biological_sample_accession,
Felis catus,cat,PRJEB81815,prjeb81815:samea120246585,SAMEA120246585,46_Fsl,46_Fsl,46_Fsl,archive_supplement_exact_join,direct_table_extracted,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,sample_accession:SAMEA120246585 || science.adt2642_tables s1_to_s8.xlsx#Table_S4!row3,ENA identifies SAMEA120246585 as Felis silvestris lybica (tax_id 61377). Exact workbook join 46_Fsl; source chronology: modern.,final,,Sardinia,Italy,,,modern,modern_sampling,historical_or_recent_date,broad_period_only,61377,Felis silvestris lybica,project_species_mismatch,,biological_sample_accession,
Felis catus,cat,PRJEB81815,prjeb81815:samea120246586,SAMEA120246586,52_Fsl,52_Fsl,52_Fsl,archive_supplement_exact_join,direct_table_extracted,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,sample_accession:SAMEA120246586 || science.adt2642_tables s1_to_s8.xlsx#Table_S4!row4,ENA identifies SAMEA120246586 as Felis silvestris lybica (tax_id 61377). Exact workbook join 52_Fsl; source chronology: modern.,final,,"Sardinia, Monte Arcosu",Italy,,,modern,modern_sampling,historical_or_recent_date,broad_period_only,61377,Felis silvestris lybica,project_species_mismatch,,biological_sample_accession,
Felis catus,cat,PRJEB81815,prjeb81815:samea120246587,SAMEA120246587,53_Fsl,53_Fsl,53_Fsl,archive_supplement_exact_join,direct_table_extracted,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,sample_accession:SAMEA120246587 || science.adt2642_tables s1_to_s8.xlsx#Table_S4!row5,ENA identifies SAMEA120246587 as Felis silvestris lybica (tax_id 61377). Exact workbook join 53_Fsl; source chronology: modern.,final,,"Sardinia, Monte Arcosu",Italy,,,modern,modern_sampling,historical_or_recent_date,broad_period_only,61377,Felis silvestris lybica,project_species_mismatch,,biological_sample_accession,
