species_latin_name,species_common_name,project_accession,repo_stable_sample_id,preferred_sample_label,sample_basis,sample_evidence_status,sample_identity_resolution,sample_ambiguity_note,chronology_text,chronology_strength,chronology_evidence_class,chronology_precision_posture,chronology_provenance_path,chronology_provenance_kind,chronology_provenance_locator,chronology_provenance_text,chronology_normalization_status,time_start_bp,time_end_bp,time_mean_bp,dating_basis,chronology_conflict_note,review_note
Felis catus,cat,PRJEB81815,prjeb81815:samea120246591,79_Fss,archive_supplement_exact_join,direct_table_extracted,final,,modern,sample_owned_text_only,historical_or_recent_date,broad_period_only,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246591 || science.adt2642_tables s1_to_s8.xlsx#Table_S4!row9,ENA identifies SAMEA120246591 as Felis silvestris silvestris (tax_id 463207). Exact workbook join 79_Fss; source chronology: modern.,text_only_unparsed,,,,modern_sampling,,Chronology comes from the recovered sample-owned source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246592,99_Fss,archive_supplement_exact_join,direct_table_extracted,final,,modern,sample_owned_text_only,historical_or_recent_date,broad_period_only,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246592 || science.adt2642_tables s1_to_s8.xlsx#Table_S4!row10,ENA identifies SAMEA120246592 as Felis silvestris silvestris (tax_id 463207). Exact workbook join 99_Fss; source chronology: modern.,text_only_unparsed,,,,modern_sampling,,Chronology comes from the recovered sample-owned source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246593,997_Fss,archive_supplement_exact_join,direct_table_extracted,final,,modern,sample_owned_text_only,historical_or_recent_date,broad_period_only,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246593 || science.adt2642_tables s1_to_s8.xlsx#Table_S4!row11,ENA identifies SAMEA120246593 as Felis silvestris silvestris (tax_id 463207). Exact workbook join 997_Fss; source chronology: modern.,text_only_unparsed,,,,modern_sampling,,Chronology comes from the recovered sample-owned source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246594,1294_Fss,archive_supplement_exact_join,direct_table_extracted,final,,modern,sample_owned_text_only,historical_or_recent_date,broad_period_only,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246594 || science.adt2642_tables s1_to_s8.xlsx#Table_S4!row12,ENA identifies SAMEA120246594 as Felis silvestris silvestris (tax_id 463207). Exact workbook join 1294_Fss; source chronology: modern.,text_only_unparsed,,,,modern_sampling,,Chronology comes from the recovered sample-owned source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246595,1302_Fss,archive_supplement_exact_join,direct_table_extracted,final,,modern,sample_owned_text_only,historical_or_recent_date,broad_period_only,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246595 || science.adt2642_tables s1_to_s8.xlsx#Table_S4!row13,ENA identifies SAMEA120246595 as Felis silvestris silvestris (tax_id 463207). Exact workbook join 1302_Fss; source chronology: modern.,text_only_unparsed,,,,modern_sampling,,Chronology comes from the recovered sample-owned source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246596,1611_Fss,archive_supplement_exact_join,direct_table_extracted,final,,modern,sample_owned_text_only,historical_or_recent_date,broad_period_only,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246596 || science.adt2642_tables s1_to_s8.xlsx#Table_S4!row14,ENA identifies SAMEA120246596 as Felis silvestris silvestris (tax_id 463207). Exact workbook join 1611_Fss; source chronology: modern.,text_only_unparsed,,,,modern_sampling,,Chronology comes from the recovered sample-owned source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246597,SAMEA120246597,archive_identity_with_supplement_conflict,manual_curation_required,ambiguous,archive and workbook taxonomic suffixes conflict: archive 778_Fsl_chrINT.bam; workbook 778_Fss,,unresolved,unresolved,unresolved,,,,,unresolved,,,,unknown,,No chronology claim has been recovered yet for this sample row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246598,SAMEA120246598,archive_identity_with_supplement_conflict,manual_curation_required,ambiguous,archive and workbook taxonomic suffixes conflict: archive 779_Fsl_chrINT.bam; workbook 779_Fss,,unresolved,unresolved,unresolved,,,,,unresolved,,,,unknown,,No chronology claim has been recovered yet for this sample row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246599,SAMEA120246599,archive_identity_with_supplement_conflict,manual_curation_required,ambiguous,archive and workbook identifiers conflict by zero padding: archive BG5_DpS_AF_chrINT_q1.bam; workbook BG05,,unresolved,unresolved,unresolved,,,,,unresolved,,,,unknown,,No chronology claim has been recovered yet for this sample row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246600,BG07,archive_supplement_exact_join,direct_table_extracted,final,,20th century,sample_owned_text_only,historical_or_recent_date,broad_period_only,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246600 || science.adt2642_tables s1_to_s8.xlsx#Table_S4!row18,ENA identifies SAMEA120246600 as Felis silvestris silvestris (tax_id 463207). Exact workbook join BG07; source chronology: 20th century.,text_only_unparsed,,,,modern_sampling,,Chronology comes from the recovered sample-owned source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246601,BG16,archive_supplement_exact_join,direct_table_extracted,final,,20th century,sample_owned_text_only,historical_or_recent_date,broad_period_only,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246601 || science.adt2642_tables s1_to_s8.xlsx#Table_S4!row19,ENA identifies SAMEA120246601 as Felis silvestris silvestris (tax_id 463207). Exact workbook join BG16; source chronology: 20th century.,text_only_unparsed,,,,modern_sampling,,Chronology comes from the recovered sample-owned source row.
