species_latin_name,species_common_name,project_accession,repo_stable_sample_id,preferred_sample_label,published_wording,source_wording_excerpt,provenance_surface,provenance_kind,provenance_locator,dating_basis,evidence_class,precision_posture,normalization_status,normalization_rule,uncertainty_note,time_start_bp,time_end_bp,time_mean_bp,temporal_semantics
Felis catus,cat,PRJEB81815,prjeb81815:samea120246553,LHMcat02,8th/9th century CE,ENA identifies SAMEA120246553 as Felis catus (tax_id 9685). Exact workbook join LHM02; source chronology: 8th/9th century CE.,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246553 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row58 -> Table_S1!row55,archaeological_context,archaeological_context_date,broad_period_only,text_only_unparsed,publish the wording as text and refuse fake numeric precision,Chronology comes from the recovered sample-owned source row.,,,,"{'schema_version': 'temporal-semantics.v1', 'source_family': 'animal_adna', 'evidence_class': 'archaeological_context_date', 'precision_posture': 'broad_period_only', 'comparability_posture': 'contextual_label_only', 'summary_label': '8th/9th century CE', 'temporal_window_key': 'unresolved', 'temporal_window_label': 'Unresolved time window', 'time_start_bp': None, 'time_end_bp': None, 'time_mean_bp': None, 'duration_years': None, 'comparison_note': 'Chronology comes from the recovered sample-owned source row.', 'provenance_path': 'data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip', 'provenance_locator': 'sample_accession:SAMEA120246553 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row58 -> Table_S1!row55', 'provenance_excerpt': 'ENA identifies SAMEA120246553 as Felis catus (tax_id 9685). Exact workbook join LHM02; source chronology: 8th/9th century CE.', 'original_labels': ['8th/9th century CE'], 'normalized_labels': [], 'uncertainty_notes': []}"
Felis catus,cat,PRJEB81815,prjeb81815:samea120246554,LHMcat03,8th/9th century CE,ENA identifies SAMEA120246554 as Felis catus (tax_id 9685). Exact workbook join LHM03; source chronology: 8th/9th century CE.,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246554 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row59 -> Table_S1!row56,archaeological_context,archaeological_context_date,broad_period_only,text_only_unparsed,publish the wording as text and refuse fake numeric precision,Chronology comes from the recovered sample-owned source row.,,,,"{'schema_version': 'temporal-semantics.v1', 'source_family': 'animal_adna', 'evidence_class': 'archaeological_context_date', 'precision_posture': 'broad_period_only', 'comparability_posture': 'contextual_label_only', 'summary_label': '8th/9th century CE', 'temporal_window_key': 'unresolved', 'temporal_window_label': 'Unresolved time window', 'time_start_bp': None, 'time_end_bp': None, 'time_mean_bp': None, 'duration_years': None, 'comparison_note': 'Chronology comes from the recovered sample-owned source row.', 'provenance_path': 'data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip', 'provenance_locator': 'sample_accession:SAMEA120246554 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row59 -> Table_S1!row56', 'provenance_excerpt': 'ENA identifies SAMEA120246554 as Felis catus (tax_id 9685). Exact workbook join LHM03; source chronology: 8th/9th century CE.', 'original_labels': ['8th/9th century CE'], 'normalized_labels': [], 'uncertainty_notes': []}"
Felis catus,cat,PRJEB81815,prjeb81815:samea120246555,MENTcat01,7929-8024 BP,ENA identifies SAMEA120246555 as Felis silvestris silvestris (tax_id 463207). Exact workbook join MENT01; source chronology: 6073 (95.4%) 5986 calBC.,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246555 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row60 -> Table_S1!row209,radiocarbon,direct_radiocarbon_date,sample_approximate_or_modeled,normalized_interval,keep one normalized interval and preserve its evidence class and precision posture,Chronology comes from the recovered sample-owned source row.,7929,8024,7976,"{'schema_version': 'temporal-semantics.v1', 'source_family': 'animal_adna', 'evidence_class': 'direct_radiocarbon_date', 'precision_posture': 'sample_approximate_or_modeled', 'comparability_posture': 'numeric_interval_with_caveat', 'summary_label': '7929-8024 BP', 'temporal_window_key': 'early_holocene_and_older', 'temporal_window_label': 'Early Holocene and older (6001+ BP)', 'time_start_bp': 7929, 'time_end_bp': 8024, 'time_mean_bp': 7976, 'duration_years': 95, 'comparison_note': 'Chronology comes from the recovered sample-owned source row.', 'provenance_path': 'data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip', 'provenance_locator': 'sample_accession:SAMEA120246555 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row60 -> Table_S1!row209', 'provenance_excerpt': 'ENA identifies SAMEA120246555 as Felis silvestris silvestris (tax_id 463207). Exact workbook join MENT01; source chronology: 6073 (95.4%) 5986 calBC.', 'original_labels': ['7929-8024 BP'], 'normalized_labels': [], 'uncertainty_notes': []}"
Felis catus,cat,PRJEB81815,prjeb81815:samea120246556,MRYcat07,4th-14th cent AD?,ENA identifies SAMEA120246556 as Felis catus (tax_id 9685). Exact workbook join MRY07; source chronology: 4th-14th cent AD?.,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246556 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row61 -> Table_S1!row210,archaeological_context,archaeological_context_date,broad_period_only,text_only_unparsed,publish the wording as text and refuse fake numeric precision,Chronology comes from the recovered sample-owned source row.,,,,"{'schema_version': 'temporal-semantics.v1', 'source_family': 'animal_adna', 'evidence_class': 'archaeological_context_date', 'precision_posture': 'broad_period_only', 'comparability_posture': 'contextual_label_only', 'summary_label': '4th-14th cent AD?', 'temporal_window_key': 'unresolved', 'temporal_window_label': 'Unresolved time window', 'time_start_bp': None, 'time_end_bp': None, 'time_mean_bp': None, 'duration_years': None, 'comparison_note': 'Chronology comes from the recovered sample-owned source row.', 'provenance_path': 'data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip', 'provenance_locator': 'sample_accession:SAMEA120246556 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row61 -> Table_S1!row210', 'provenance_excerpt': 'ENA identifies SAMEA120246556 as Felis catus (tax_id 9685). Exact workbook join MRY07; source chronology: 4th-14th cent AD?.', 'original_labels': ['4th-14th cent AD?'], 'normalized_labels': [], 'uncertainty_notes': []}"
Felis catus,cat,PRJEB81815,prjeb81815:samea120246557,MRYcat08,4th-14th cent AD?,ENA identifies SAMEA120246557 as Felis catus (tax_id 9685). Exact workbook join MRY08; source chronology: 4th-14th cent AD?.,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246557 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row62 -> Table_S1!row211,archaeological_context,archaeological_context_date,broad_period_only,text_only_unparsed,publish the wording as text and refuse fake numeric precision,Chronology comes from the recovered sample-owned source row.,,,,"{'schema_version': 'temporal-semantics.v1', 'source_family': 'animal_adna', 'evidence_class': 'archaeological_context_date', 'precision_posture': 'broad_period_only', 'comparability_posture': 'contextual_label_only', 'summary_label': '4th-14th cent AD?', 'temporal_window_key': 'unresolved', 'temporal_window_label': 'Unresolved time window', 'time_start_bp': None, 'time_end_bp': None, 'time_mean_bp': None, 'duration_years': None, 'comparison_note': 'Chronology comes from the recovered sample-owned source row.', 'provenance_path': 'data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip', 'provenance_locator': 'sample_accession:SAMEA120246557 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row62 -> Table_S1!row211', 'provenance_excerpt': 'ENA identifies SAMEA120246557 as Felis catus (tax_id 9685). Exact workbook join MRY08; source chronology: 4th-14th cent AD?.', 'original_labels': ['4th-14th cent AD?'], 'normalized_labels': [], 'uncertainty_notes': []}"
Felis catus,cat,PRJEB81815,prjeb81815:samea120246558,MRYcat09,1170-1300 BP,ENA identifies SAMEA120246558 as Felis catus (tax_id 9685). Exact workbook join MRY09; source chronology: 650AD (48.9%) 710AD / 720AD (46.5%) 780AD (dated twice accedentally).,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246558 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row63 -> Table_S1!row212,radiocarbon,direct_radiocarbon_date,sample_approximate_or_modeled,normalized_interval,keep one normalized interval and preserve its evidence class and precision posture,Chronology comes from the recovered sample-owned source row.,1170,1300,1235,"{'schema_version': 'temporal-semantics.v1', 'source_family': 'animal_adna', 'evidence_class': 'direct_radiocarbon_date', 'precision_posture': 'sample_approximate_or_modeled', 'comparability_posture': 'numeric_interval_with_caveat', 'summary_label': '1170-1300 BP', 'temporal_window_key': 'late_holocene', 'temporal_window_label': 'Late Holocene (1001-3000 BP)', 'time_start_bp': 1170, 'time_end_bp': 1300, 'time_mean_bp': 1235, 'duration_years': 130, 'comparison_note': 'Chronology comes from the recovered sample-owned source row.', 'provenance_path': 'data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip', 'provenance_locator': 'sample_accession:SAMEA120246558 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row63 -> Table_S1!row212', 'provenance_excerpt': 'ENA identifies SAMEA120246558 as Felis catus (tax_id 9685). Exact workbook join MRY09; source chronology: 650AD (48.9%) 710AD / 720AD (46.5%) 780AD (dated twice accedentally).', 'original_labels': ['1170-1300 BP'], 'normalized_labels': [], 'uncertainty_notes': []}"
Felis catus,cat,PRJEB81815,prjeb81815:samea120246559,MRYcat10,1170-1310 BP,ENA identifies SAMEA120246559 as Felis catus (tax_id 9685). Exact workbook join MRY10; source chronology: 640AD (75.4%) 690AD / 740AD (20.0%) 780AD.,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246559 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row64 -> Table_S1!row213,radiocarbon,direct_radiocarbon_date,sample_approximate_or_modeled,normalized_interval,keep one normalized interval and preserve its evidence class and precision posture,Chronology comes from the recovered sample-owned source row.,1170,1310,1240,"{'schema_version': 'temporal-semantics.v1', 'source_family': 'animal_adna', 'evidence_class': 'direct_radiocarbon_date', 'precision_posture': 'sample_approximate_or_modeled', 'comparability_posture': 'numeric_interval_with_caveat', 'summary_label': '1170-1310 BP', 'temporal_window_key': 'late_holocene', 'temporal_window_label': 'Late Holocene (1001-3000 BP)', 'time_start_bp': 1170, 'time_end_bp': 1310, 'time_mean_bp': 1240, 'duration_years': 140, 'comparison_note': 'Chronology comes from the recovered sample-owned source row.', 'provenance_path': 'data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip', 'provenance_locator': 'sample_accession:SAMEA120246559 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row64 -> Table_S1!row213', 'provenance_excerpt': 'ENA identifies SAMEA120246559 as Felis catus (tax_id 9685). Exact workbook join MRY10; source chronology: 640AD (75.4%) 690AD / 740AD (20.0%) 780AD.', 'original_labels': ['1170-1310 BP'], 'normalized_labels': [], 'uncertainty_notes': []}"
Felis catus,cat,PRJEB81815,prjeb81815:samea120246560,MTRcat01,1870-1999 BP,ENA identifies SAMEA120246560 as Felis catus (tax_id 9685). Exact workbook join MTR01B; source chronology: 50BC (95.4%) 80AD.,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246560 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row65 -> Table_S1!row6,radiocarbon,direct_radiocarbon_date,sample_approximate_or_modeled,normalized_interval,keep one normalized interval and preserve its evidence class and precision posture,Chronology comes from the recovered sample-owned source row.,1870,1999,1934,"{'schema_version': 'temporal-semantics.v1', 'source_family': 'animal_adna', 'evidence_class': 'direct_radiocarbon_date', 'precision_posture': 'sample_approximate_or_modeled', 'comparability_posture': 'numeric_interval_with_caveat', 'summary_label': '1870-1999 BP', 'temporal_window_key': 'late_holocene', 'temporal_window_label': 'Late Holocene (1001-3000 BP)', 'time_start_bp': 1870, 'time_end_bp': 1999, 'time_mean_bp': 1934, 'duration_years': 129, 'comparison_note': 'Chronology comes from the recovered sample-owned source row.', 'provenance_path': 'data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip', 'provenance_locator': 'sample_accession:SAMEA120246560 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row65 -> Table_S1!row6', 'provenance_excerpt': 'ENA identifies SAMEA120246560 as Felis catus (tax_id 9685). Exact workbook join MTR01B; source chronology: 50BC (95.4%) 80AD.', 'original_labels': ['1870-1999 BP'], 'normalized_labels': [], 'uncertainty_notes': []}"
Felis catus,cat,PRJEB81815,prjeb81815:samea120246561,MUScat01,1410-1590 BP,ENA identifies SAMEA120246561 as Felis silvestris silvestris (tax_id 463207). Exact workbook join MUS01; source chronology: 360AD (95.4%) 540AD.,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246561 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row68 -> Table_S1!row105,radiocarbon,direct_radiocarbon_date,sample_approximate_or_modeled,normalized_interval,keep one normalized interval and preserve its evidence class and precision posture,Chronology comes from the recovered sample-owned source row.,1410,1590,1500,"{'schema_version': 'temporal-semantics.v1', 'source_family': 'animal_adna', 'evidence_class': 'direct_radiocarbon_date', 'precision_posture': 'sample_approximate_or_modeled', 'comparability_posture': 'numeric_interval_with_caveat', 'summary_label': '1410-1590 BP', 'temporal_window_key': 'late_holocene', 'temporal_window_label': 'Late Holocene (1001-3000 BP)', 'time_start_bp': 1410, 'time_end_bp': 1590, 'time_mean_bp': 1500, 'duration_years': 180, 'comparison_note': 'Chronology comes from the recovered sample-owned source row.', 'provenance_path': 'data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip', 'provenance_locator': 'sample_accession:SAMEA120246561 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row68 -> Table_S1!row105', 'provenance_excerpt': 'ENA identifies SAMEA120246561 as Felis silvestris silvestris (tax_id 463207). Exact workbook join MUS01; source chronology: 360AD (95.4%) 540AD.', 'original_labels': ['1410-1590 BP'], 'normalized_labels': [], 'uncertainty_notes': []}"
Felis catus,cat,PRJEB81815,prjeb81815:samea120246562,PADcat01,510-550 BP,ENA identifies SAMEA120246562 as Felis catus (tax_id 9685). Exact workbook join PAD01; source chronology: 1400AD (95.4%) 1440AD.,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246562 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row70 -> Table_S1!row106,radiocarbon,direct_radiocarbon_date,sample_approximate_or_modeled,normalized_interval,keep one normalized interval and preserve its evidence class and precision posture,Chronology comes from the recovered sample-owned source row.,510,550,530,"{'schema_version': 'temporal-semantics.v1', 'source_family': 'animal_adna', 'evidence_class': 'direct_radiocarbon_date', 'precision_posture': 'sample_approximate_or_modeled', 'comparability_posture': 'numeric_interval_with_caveat', 'summary_label': '510-550 BP', 'temporal_window_key': 'recent_historical', 'temporal_window_label': 'Recent and historical (0-1000 BP)', 'time_start_bp': 510, 'time_end_bp': 550, 'time_mean_bp': 530, 'duration_years': 40, 'comparison_note': 'Chronology comes from the recovered sample-owned source row.', 'provenance_path': 'data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip', 'provenance_locator': 'sample_accession:SAMEA120246562 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row70 -> Table_S1!row106', 'provenance_excerpt': 'ENA identifies SAMEA120246562 as Felis catus (tax_id 9685). Exact workbook join PAD01; source chronology: 1400AD (95.4%) 1440AD.', 'original_labels': ['510-550 BP'], 'normalized_labels': [], 'uncertainty_notes': []}"
Felis catus,cat,PRJEB81815,prjeb81815:samea120246563,PALcat09,12-13th c,ENA identifies SAMEA120246563 as Felis catus (tax_id 9685). Exact workbook join PAL09; source chronology: 12-13th c.,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246563 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row71 -> Table_S1!row161,archaeological_context,archaeological_context_date,broad_period_only,text_only_unparsed,publish the wording as text and refuse fake numeric precision,Chronology comes from the recovered sample-owned source row.,,,,"{'schema_version': 'temporal-semantics.v1', 'source_family': 'animal_adna', 'evidence_class': 'archaeological_context_date', 'precision_posture': 'broad_period_only', 'comparability_posture': 'contextual_label_only', 'summary_label': '12-13th c', 'temporal_window_key': 'unresolved', 'temporal_window_label': 'Unresolved time window', 'time_start_bp': None, 'time_end_bp': None, 'time_mean_bp': None, 'duration_years': None, 'comparison_note': 'Chronology comes from the recovered sample-owned source row.', 'provenance_path': 'data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip', 'provenance_locator': 'sample_accession:SAMEA120246563 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row71 -> Table_S1!row161', 'provenance_excerpt': 'ENA identifies SAMEA120246563 as Felis catus (tax_id 9685). Exact workbook join PAL09; source chronology: 12-13th c.', 'original_labels': ['12-13th c'], 'normalized_labels': [], 'uncertainty_notes': []}"
Felis catus,cat,PRJEB81815,prjeb81815:samea120246564,PALcat10,11-12th c,ENA identifies SAMEA120246564 as Felis catus (tax_id 9685). Exact workbook join PAL10; source chronology: 11-12th c.,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246564 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row73 -> Table_S1!row162,archaeological_context,archaeological_context_date,broad_period_only,text_only_unparsed,publish the wording as text and refuse fake numeric precision,Chronology comes from the recovered sample-owned source row.,,,,"{'schema_version': 'temporal-semantics.v1', 'source_family': 'animal_adna', 'evidence_class': 'archaeological_context_date', 'precision_posture': 'broad_period_only', 'comparability_posture': 'contextual_label_only', 'summary_label': '11-12th c', 'temporal_window_key': 'unresolved', 'temporal_window_label': 'Unresolved time window', 'time_start_bp': None, 'time_end_bp': None, 'time_mean_bp': None, 'duration_years': None, 'comparison_note': 'Chronology comes from the recovered sample-owned source row.', 'provenance_path': 'data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip', 'provenance_locator': 'sample_accession:SAMEA120246564 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row73 -> Table_S1!row162', 'provenance_excerpt': 'ENA identifies SAMEA120246564 as Felis catus (tax_id 9685). Exact workbook join PAL10; source chronology: 11-12th c.', 'original_labels': ['11-12th c'], 'normalized_labels': [], 'uncertainty_notes': []}"
Felis catus,cat,PRJEB81815,prjeb81815:samea120246565,PETRcat06,1630-1830 BP,ENA identifies SAMEA120246565 as Felis catus (tax_id 9685). Exact workbook join PETR06; source chronology: 120AD (87.6%) 260AD / 290AD (7.8%) 320AD.,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246565 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row75 -> Table_S1!row14,radiocarbon,direct_radiocarbon_date,sample_approximate_or_modeled,normalized_interval,keep one normalized interval and preserve its evidence class and precision posture,Chronology comes from the recovered sample-owned source row.,1630,1830,1730,"{'schema_version': 'temporal-semantics.v1', 'source_family': 'animal_adna', 'evidence_class': 'direct_radiocarbon_date', 'precision_posture': 'sample_approximate_or_modeled', 'comparability_posture': 'numeric_interval_with_caveat', 'summary_label': '1630-1830 BP', 'temporal_window_key': 'late_holocene', 'temporal_window_label': 'Late Holocene (1001-3000 BP)', 'time_start_bp': 1630, 'time_end_bp': 1830, 'time_mean_bp': 1730, 'duration_years': 200, 'comparison_note': 'Chronology comes from the recovered sample-owned source row.', 'provenance_path': 'data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip', 'provenance_locator': 'sample_accession:SAMEA120246565 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row75 -> Table_S1!row14', 'provenance_excerpt': 'ENA identifies SAMEA120246565 as Felis catus (tax_id 9685). Exact workbook join PETR06; source chronology: 120AD (87.6%) 260AD / 290AD (7.8%) 320AD.', 'original_labels': ['1630-1830 BP'], 'normalized_labels': [], 'uncertainty_notes': []}"
Felis catus,cat,PRJEB81815,prjeb81815:samea120246566,PETRcat08,1740-1930 BP,ENA identifies SAMEA120246566 as Felis catus (tax_id 9685). Exact workbook join PETR08B; source chronology: 20AD ( 2.6%) 50AD / 60AD (92.8%) 210AD.,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246566 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row76 -> Table_S1!row16,radiocarbon,direct_radiocarbon_date,sample_approximate_or_modeled,normalized_interval,keep one normalized interval and preserve its evidence class and precision posture,Chronology comes from the recovered sample-owned source row.,1740,1930,1835,"{'schema_version': 'temporal-semantics.v1', 'source_family': 'animal_adna', 'evidence_class': 'direct_radiocarbon_date', 'precision_posture': 'sample_approximate_or_modeled', 'comparability_posture': 'numeric_interval_with_caveat', 'summary_label': '1740-1930 BP', 'temporal_window_key': 'late_holocene', 'temporal_window_label': 'Late Holocene (1001-3000 BP)', 'time_start_bp': 1740, 'time_end_bp': 1930, 'time_mean_bp': 1835, 'duration_years': 190, 'comparison_note': 'Chronology comes from the recovered sample-owned source row.', 'provenance_path': 'data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip', 'provenance_locator': 'sample_accession:SAMEA120246566 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row76 -> Table_S1!row16', 'provenance_excerpt': 'ENA identifies SAMEA120246566 as Felis catus (tax_id 9685). Exact workbook join PETR08B; source chronology: 20AD ( 2.6%) 50AD / 60AD (92.8%) 210AD.', 'original_labels': ['1740-1930 BP'], 'normalized_labels': [], 'uncertainty_notes': []}"
Felis catus,cat,PRJEB81815,prjeb81815:samea120246567,PNEcat02,1580-1720 BP,ENA identifies SAMEA120246567 as Felis catus (tax_id 9685). Exact workbook join PNE02; source chronology: 230AD (95.4%) 370AD.,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246567 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row77 -> Table_S1!row114,radiocarbon,direct_radiocarbon_date,sample_approximate_or_modeled,normalized_interval,keep one normalized interval and preserve its evidence class and precision posture,Chronology comes from the recovered sample-owned source row.,1580,1720,1650,"{'schema_version': 'temporal-semantics.v1', 'source_family': 'animal_adna', 'evidence_class': 'direct_radiocarbon_date', 'precision_posture': 'sample_approximate_or_modeled', 'comparability_posture': 'numeric_interval_with_caveat', 'summary_label': '1580-1720 BP', 'temporal_window_key': 'late_holocene', 'temporal_window_label': 'Late Holocene (1001-3000 BP)', 'time_start_bp': 1580, 'time_end_bp': 1720, 'time_mean_bp': 1650, 'duration_years': 140, 'comparison_note': 'Chronology comes from the recovered sample-owned source row.', 'provenance_path': 'data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip', 'provenance_locator': 'sample_accession:SAMEA120246567 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row77 -> Table_S1!row114', 'provenance_excerpt': 'ENA identifies SAMEA120246567 as Felis catus (tax_id 9685). Exact workbook join PNE02; source chronology: 230AD (95.4%) 370AD.', 'original_labels': ['1580-1720 BP'], 'normalized_labels': [], 'uncertainty_notes': []}"
Felis catus,cat,PRJEB81815,prjeb81815:samea120246568,PNEcat03,End 4th cent.-beg. 5th cent AD (Roman),ENA identifies SAMEA120246568 as Felis catus (tax_id 9685). Exact workbook join PNE03; source chronology: End 4th cent.-beg. 5th cent AD (Roman).,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246568 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row79 -> Table_S1!row115,archaeological_context,archaeological_context_date,broad_period_only,text_only_unparsed,publish the wording as text and refuse fake numeric precision,Chronology comes from the recovered sample-owned source row.,,,,"{'schema_version': 'temporal-semantics.v1', 'source_family': 'animal_adna', 'evidence_class': 'archaeological_context_date', 'precision_posture': 'broad_period_only', 'comparability_posture': 'contextual_label_only', 'summary_label': 'End 4th cent.-beg. 5th cent AD (Roman)', 'temporal_window_key': 'unresolved', 'temporal_window_label': 'Unresolved time window', 'time_start_bp': None, 'time_end_bp': None, 'time_mean_bp': None, 'duration_years': None, 'comparison_note': 'Chronology comes from the recovered sample-owned source row.', 'provenance_path': 'data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip', 'provenance_locator': 'sample_accession:SAMEA120246568 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row79 -> Table_S1!row115', 'provenance_excerpt': 'ENA identifies SAMEA120246568 as Felis catus (tax_id 9685). Exact workbook join PNE03; source chronology: End 4th cent.-beg. 5th cent AD (Roman).', 'original_labels': ['End 4th cent.-beg. 5th cent AD (Roman)'], 'normalized_labels': [], 'uncertainty_notes': []}"
Felis catus,cat,PRJEB81815,prjeb81815:samea120246569,PRNcat02,Early Bronze Age,ENA identifies SAMEA120246569 as Felis silvestris silvestris (tax_id 463207). Exact workbook join PRN02; source chronology: Early Bronze Age.,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246569 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row83 -> Table_S1!row122,archaeological_context,archaeological_context_date,broad_period_only,text_only_unparsed,publish the wording as text and refuse fake numeric precision,Chronology comes from the recovered sample-owned source row.,,,,"{'schema_version': 'temporal-semantics.v1', 'source_family': 'animal_adna', 'evidence_class': 'archaeological_context_date', 'precision_posture': 'broad_period_only', 'comparability_posture': 'contextual_label_only', 'summary_label': 'Early Bronze Age', 'temporal_window_key': 'unresolved', 'temporal_window_label': 'Unresolved time window', 'time_start_bp': None, 'time_end_bp': None, 'time_mean_bp': None, 'duration_years': None, 'comparison_note': 'Chronology comes from the recovered sample-owned source row.', 'provenance_path': 'data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip', 'provenance_locator': 'sample_accession:SAMEA120246569 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row83 -> Table_S1!row122', 'provenance_excerpt': 'ENA identifies SAMEA120246569 as Felis silvestris silvestris (tax_id 463207). Exact workbook join PRN02; source chronology: Early Bronze Age.', 'original_labels': ['Early Bronze Age'], 'normalized_labels': [], 'uncertainty_notes': []}"
