species_latin_name,species_common_name,project_accession,repo_stable_sample_id,preferred_sample_label,published_wording,source_wording_excerpt,provenance_surface,provenance_kind,provenance_locator,dating_basis,evidence_class,precision_posture,normalization_status,normalization_rule,uncertainty_note,time_start_bp,time_end_bp,time_mean_bp,temporal_semantics
Felis catus,cat,PRJEB81815,prjeb81815:samea120246537,DURcat02,6049-6149 BP,ENA identifies SAMEA120246537 as Felis silvestris silvestris (tax_id 463207). Exact workbook join DUR02; source chronology: Aeneolithic 4200-4100 cal BC.,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246537 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row35 -> Table_S1!row31,archaeological_context,archaeological_context_date,contextual_interval,normalized_interval,keep one normalized interval and preserve its evidence class and precision posture,Chronology comes from the recovered sample-owned source row.,6049,6149,6099,"{'schema_version': 'temporal-semantics.v1', 'source_family': 'animal_adna', 'evidence_class': 'archaeological_context_date', 'precision_posture': 'contextual_interval', 'comparability_posture': 'numeric_interval_with_caveat', 'summary_label': '6049-6149 BP', 'temporal_window_key': 'early_holocene_and_older', 'temporal_window_label': 'Early Holocene and older (6001+ BP)', 'time_start_bp': 6049, 'time_end_bp': 6149, 'time_mean_bp': 6099, 'duration_years': 100, 'comparison_note': 'Chronology comes from the recovered sample-owned source row.', 'provenance_path': 'data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip', 'provenance_locator': 'sample_accession:SAMEA120246537 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row35 -> Table_S1!row31', 'provenance_excerpt': 'ENA identifies SAMEA120246537 as Felis silvestris silvestris (tax_id 463207). Exact workbook join DUR02; source chronology: Aeneolithic 4200-4100 cal BC.', 'original_labels': ['6049-6149 BP'], 'normalized_labels': [], 'uncertainty_notes': []}"
Felis catus,cat,PRJEB81815,prjeb81815:samea120246538,DURcat03,6049-6149 BP,ENA identifies SAMEA120246538 as Felis silvestris silvestris (tax_id 463207). Exact workbook join DUR03; source chronology: Aeneolithic 4200-4100 cal BC.,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246538 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row36 -> Table_S1!row32,archaeological_context,archaeological_context_date,contextual_interval,normalized_interval,keep one normalized interval and preserve its evidence class and precision posture,Chronology comes from the recovered sample-owned source row.,6049,6149,6099,"{'schema_version': 'temporal-semantics.v1', 'source_family': 'animal_adna', 'evidence_class': 'archaeological_context_date', 'precision_posture': 'contextual_interval', 'comparability_posture': 'numeric_interval_with_caveat', 'summary_label': '6049-6149 BP', 'temporal_window_key': 'early_holocene_and_older', 'temporal_window_label': 'Early Holocene and older (6001+ BP)', 'time_start_bp': 6049, 'time_end_bp': 6149, 'time_mean_bp': 6099, 'duration_years': 100, 'comparison_note': 'Chronology comes from the recovered sample-owned source row.', 'provenance_path': 'data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip', 'provenance_locator': 'sample_accession:SAMEA120246538 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row36 -> Table_S1!row32', 'provenance_excerpt': 'ENA identifies SAMEA120246538 as Felis silvestris silvestris (tax_id 463207). Exact workbook join DUR03; source chronology: Aeneolithic 4200-4100 cal BC.', 'original_labels': ['6049-6149 BP'], 'normalized_labels': [], 'uncertainty_notes': []}"
Felis catus,cat,PRJEB81815,prjeb81815:samea120246539,DURcat07,6049-6149 BP,ENA identifies SAMEA120246539 as Felis silvestris silvestris (tax_id 463207). Exact workbook join DUR07; source chronology: Aeneolithic 4200-4100 cal BC.,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246539 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row37 -> Table_S1!row34,archaeological_context,archaeological_context_date,contextual_interval,normalized_interval,keep one normalized interval and preserve its evidence class and precision posture,Chronology comes from the recovered sample-owned source row.,6049,6149,6099,"{'schema_version': 'temporal-semantics.v1', 'source_family': 'animal_adna', 'evidence_class': 'archaeological_context_date', 'precision_posture': 'contextual_interval', 'comparability_posture': 'numeric_interval_with_caveat', 'summary_label': '6049-6149 BP', 'temporal_window_key': 'early_holocene_and_older', 'temporal_window_label': 'Early Holocene and older (6001+ BP)', 'time_start_bp': 6049, 'time_end_bp': 6149, 'time_mean_bp': 6099, 'duration_years': 100, 'comparison_note': 'Chronology comes from the recovered sample-owned source row.', 'provenance_path': 'data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip', 'provenance_locator': 'sample_accession:SAMEA120246539 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row37 -> Table_S1!row34', 'provenance_excerpt': 'ENA identifies SAMEA120246539 as Felis silvestris silvestris (tax_id 463207). Exact workbook join DUR07; source chronology: Aeneolithic 4200-4100 cal BC.', 'original_labels': ['6049-6149 BP'], 'normalized_labels': [], 'uncertainty_notes': []}"
Felis catus,cat,PRJEB81815,prjeb81815:samea120246540,ECLYcat01,1740-1930 BP,ENA identifies SAMEA120246540 as Felis silvestris silvestris (tax_id 463207). Exact workbook join ECLY01; source chronology: 20AD (2.1%) 50AD / 60AD (93.3%) 210AD.,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246540 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row38 -> Table_S1!row43,radiocarbon,direct_radiocarbon_date,sample_approximate_or_modeled,normalized_interval,keep one normalized interval and preserve its evidence class and precision posture,Chronology comes from the recovered sample-owned source row.,1740,1930,1835,"{'schema_version': 'temporal-semantics.v1', 'source_family': 'animal_adna', 'evidence_class': 'direct_radiocarbon_date', 'precision_posture': 'sample_approximate_or_modeled', 'comparability_posture': 'numeric_interval_with_caveat', 'summary_label': '1740-1930 BP', 'temporal_window_key': 'late_holocene', 'temporal_window_label': 'Late Holocene (1001-3000 BP)', 'time_start_bp': 1740, 'time_end_bp': 1930, 'time_mean_bp': 1835, 'duration_years': 190, 'comparison_note': 'Chronology comes from the recovered sample-owned source row.', 'provenance_path': 'data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip', 'provenance_locator': 'sample_accession:SAMEA120246540 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row38 -> Table_S1!row43', 'provenance_excerpt': 'ENA identifies SAMEA120246540 as Felis silvestris silvestris (tax_id 463207). Exact workbook join ECLY01; source chronology: 20AD (2.1%) 50AD / 60AD (93.3%) 210AD.', 'original_labels': ['1740-1930 BP'], 'normalized_labels': [], 'uncertainty_notes': []}"
Felis catus,cat,PRJEB81815,prjeb81815:samea120246541,FLUMcat02,1170-1350 BP,ENA identifies SAMEA120246541 as Felis catus (tax_id 9685). Exact workbook join FLUM02; source chronology: 600AD (2.7%) 620AD / 630AD (86.2%) 690AD / 740AD ( 6.6%) 780AD.,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246541 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row39 -> Table_S1!row81,radiocarbon,direct_radiocarbon_date,sample_approximate_or_modeled,normalized_interval,keep one normalized interval and preserve its evidence class and precision posture,Chronology comes from the recovered sample-owned source row.,1170,1350,1260,"{'schema_version': 'temporal-semantics.v1', 'source_family': 'animal_adna', 'evidence_class': 'direct_radiocarbon_date', 'precision_posture': 'sample_approximate_or_modeled', 'comparability_posture': 'numeric_interval_with_caveat', 'summary_label': '1170-1350 BP', 'temporal_window_key': 'late_holocene', 'temporal_window_label': 'Late Holocene (1001-3000 BP)', 'time_start_bp': 1170, 'time_end_bp': 1350, 'time_mean_bp': 1260, 'duration_years': 180, 'comparison_note': 'Chronology comes from the recovered sample-owned source row.', 'provenance_path': 'data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip', 'provenance_locator': 'sample_accession:SAMEA120246541 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row39 -> Table_S1!row81', 'provenance_excerpt': 'ENA identifies SAMEA120246541 as Felis catus (tax_id 9685). Exact workbook join FLUM02; source chronology: 600AD (2.7%) 620AD / 630AD (86.2%) 690AD / 740AD ( 6.6%) 780AD.', 'original_labels': ['1170-1350 BP'], 'normalized_labels': [], 'uncertainty_notes': []}"
Felis catus,cat,PRJEB81815,prjeb81815:samea120246542,GLCAcat01,5475-5583 BP,"ENA identifies SAMEA120246542 as Felis silvestris silvestris (tax_id 463207). Exact workbook join GLCA01; source chronology: 4778±24 BP (UBA-45133), 3634-3526  cal BC (Neolithic).",data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246542 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row41 -> Table_S1!row65,radiocarbon,direct_radiocarbon_date,sample_approximate_or_modeled,normalized_interval,keep one normalized interval and preserve its evidence class and precision posture,Chronology comes from the recovered sample-owned source row.,5475,5583,5529,"{'schema_version': 'temporal-semantics.v1', 'source_family': 'animal_adna', 'evidence_class': 'direct_radiocarbon_date', 'precision_posture': 'sample_approximate_or_modeled', 'comparability_posture': 'numeric_interval_with_caveat', 'summary_label': '5475-5583 BP', 'temporal_window_key': 'mid_holocene', 'temporal_window_label': 'Mid-Holocene (3001-6000 BP)', 'time_start_bp': 5475, 'time_end_bp': 5583, 'time_mean_bp': 5529, 'duration_years': 108, 'comparison_note': 'Chronology comes from the recovered sample-owned source row.', 'provenance_path': 'data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip', 'provenance_locator': 'sample_accession:SAMEA120246542 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row41 -> Table_S1!row65', 'provenance_excerpt': 'ENA identifies SAMEA120246542 as Felis silvestris silvestris (tax_id 463207). Exact workbook join GLCA01; source chronology: 4778±24 BP (UBA-45133), 3634-3526  cal BC (Neolithic).', 'original_labels': ['5475-5583 BP'], 'normalized_labels': [], 'uncertainty_notes': []}"
Felis catus,cat,PRJEB81815,prjeb81815:samea120246543,GRAcat01,Late 15th-Early 16th cent AD,ENA identifies SAMEA120246543 as Felis catus (tax_id 9685). Exact workbook join GRA01; source chronology: Late 15th-Early 16th cent AD.,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246543 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row42 -> Table_S1!row91,archaeological_context,archaeological_context_date,broad_period_only,text_only_unparsed,publish the wording as text and refuse fake numeric precision,Chronology comes from the recovered sample-owned source row.,,,,"{'schema_version': 'temporal-semantics.v1', 'source_family': 'animal_adna', 'evidence_class': 'archaeological_context_date', 'precision_posture': 'broad_period_only', 'comparability_posture': 'contextual_label_only', 'summary_label': 'Late 15th-Early 16th cent AD', 'temporal_window_key': 'unresolved', 'temporal_window_label': 'Unresolved time window', 'time_start_bp': None, 'time_end_bp': None, 'time_mean_bp': None, 'duration_years': None, 'comparison_note': 'Chronology comes from the recovered sample-owned source row.', 'provenance_path': 'data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip', 'provenance_locator': 'sample_accession:SAMEA120246543 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row42 -> Table_S1!row91', 'provenance_excerpt': 'ENA identifies SAMEA120246543 as Felis catus (tax_id 9685). Exact workbook join GRA01; source chronology: Late 15th-Early 16th cent AD.', 'original_labels': ['Late 15th-Early 16th cent AD'], 'normalized_labels': [], 'uncertainty_notes': []}"
Felis catus,cat,PRJEB81815,prjeb81815:samea120246544,GSAcat01,1999-2289 BP,ENA identifies SAMEA120246544 as Felis silvestris lybica (tax_id 61377). Exact workbook join GSA01; source chronology: 340BC (3.9%) 320BC / 200BC (91.5%) 50BC.,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246544 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row45 -> Table_S1!row92,radiocarbon,direct_radiocarbon_date,sample_approximate_or_modeled,normalized_interval,keep one normalized interval and preserve its evidence class and precision posture,Chronology comes from the recovered sample-owned source row.,1999,2289,2144,"{'schema_version': 'temporal-semantics.v1', 'source_family': 'animal_adna', 'evidence_class': 'direct_radiocarbon_date', 'precision_posture': 'sample_approximate_or_modeled', 'comparability_posture': 'numeric_interval_with_caveat', 'summary_label': '1999-2289 BP', 'temporal_window_key': 'late_holocene', 'temporal_window_label': 'Late Holocene (1001-3000 BP)', 'time_start_bp': 1999, 'time_end_bp': 2289, 'time_mean_bp': 2144, 'duration_years': 290, 'comparison_note': 'Chronology comes from the recovered sample-owned source row.', 'provenance_path': 'data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip', 'provenance_locator': 'sample_accession:SAMEA120246544 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row45 -> Table_S1!row92', 'provenance_excerpt': 'ENA identifies SAMEA120246544 as Felis silvestris lybica (tax_id 61377). Exact workbook join GSA01; source chronology: 340BC (3.9%) 320BC / 200BC (91.5%) 50BC.', 'original_labels': ['1999-2289 BP'], 'normalized_labels': [], 'uncertainty_notes': []}"
Felis catus,cat,PRJEB81815,prjeb81815:samea120246545,HAIScat01,900-1150 BP,ENA identifies SAMEA120246545 as Felis catus (tax_id 9685). Exact workbook join HAIS01; source chronology: 800-1050 AD.,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246545 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row47 -> Table_S1!row48,archaeological_context,archaeological_context_date,contextual_interval,normalized_interval,keep one normalized interval and preserve its evidence class and precision posture,Chronology comes from the recovered sample-owned source row.,900,1150,1025,"{'schema_version': 'temporal-semantics.v1', 'source_family': 'animal_adna', 'evidence_class': 'archaeological_context_date', 'precision_posture': 'contextual_interval', 'comparability_posture': 'numeric_interval_with_caveat', 'summary_label': '900-1150 BP', 'temporal_window_key': 'late_holocene', 'temporal_window_label': 'Late Holocene (1001-3000 BP)', 'time_start_bp': 900, 'time_end_bp': 1150, 'time_mean_bp': 1025, 'duration_years': 250, 'comparison_note': 'Chronology comes from the recovered sample-owned source row.', 'provenance_path': 'data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip', 'provenance_locator': 'sample_accession:SAMEA120246545 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row47 -> Table_S1!row48', 'provenance_excerpt': 'ENA identifies SAMEA120246545 as Felis catus (tax_id 9685). Exact workbook join HAIS01; source chronology: 800-1050 AD.', 'original_labels': ['900-1150 BP'], 'normalized_labels': [], 'uncertainty_notes': []}"
Felis catus,cat,PRJEB81815,prjeb81815:samea120246546,HAIScat04,900-1150 BP,ENA identifies SAMEA120246546 as Felis catus (tax_id 9685). Exact workbook join HAIS04; source chronology: 800-1050 AD.,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246546 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row48 -> Table_S1!row50,archaeological_context,archaeological_context_date,contextual_interval,normalized_interval,keep one normalized interval and preserve its evidence class and precision posture,Chronology comes from the recovered sample-owned source row.,900,1150,1025,"{'schema_version': 'temporal-semantics.v1', 'source_family': 'animal_adna', 'evidence_class': 'archaeological_context_date', 'precision_posture': 'contextual_interval', 'comparability_posture': 'numeric_interval_with_caveat', 'summary_label': '900-1150 BP', 'temporal_window_key': 'late_holocene', 'temporal_window_label': 'Late Holocene (1001-3000 BP)', 'time_start_bp': 900, 'time_end_bp': 1150, 'time_mean_bp': 1025, 'duration_years': 250, 'comparison_note': 'Chronology comes from the recovered sample-owned source row.', 'provenance_path': 'data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip', 'provenance_locator': 'sample_accession:SAMEA120246546 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row48 -> Table_S1!row50', 'provenance_excerpt': 'ENA identifies SAMEA120246546 as Felis catus (tax_id 9685). Exact workbook join HAIS04; source chronology: 800-1050 AD.', 'original_labels': ['900-1150 BP'], 'normalized_labels': [], 'uncertainty_notes': []}"
Felis catus,cat,PRJEB81815,prjeb81815:samea120246547,HAIScat10,900-1150 BP,ENA identifies SAMEA120246547 as Felis catus (tax_id 9685). Exact workbook join HAIS10; source chronology: 800-1050 AD.,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246547 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row49 -> Table_S1!row51,archaeological_context,archaeological_context_date,contextual_interval,normalized_interval,keep one normalized interval and preserve its evidence class and precision posture,Chronology comes from the recovered sample-owned source row.,900,1150,1025,"{'schema_version': 'temporal-semantics.v1', 'source_family': 'animal_adna', 'evidence_class': 'archaeological_context_date', 'precision_posture': 'contextual_interval', 'comparability_posture': 'numeric_interval_with_caveat', 'summary_label': '900-1150 BP', 'temporal_window_key': 'late_holocene', 'temporal_window_label': 'Late Holocene (1001-3000 BP)', 'time_start_bp': 900, 'time_end_bp': 1150, 'time_mean_bp': 1025, 'duration_years': 250, 'comparison_note': 'Chronology comes from the recovered sample-owned source row.', 'provenance_path': 'data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip', 'provenance_locator': 'sample_accession:SAMEA120246547 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row49 -> Table_S1!row51', 'provenance_excerpt': 'ENA identifies SAMEA120246547 as Felis catus (tax_id 9685). Exact workbook join HAIS10; source chronology: 800-1050 AD.', 'original_labels': ['900-1150 BP'], 'normalized_labels': [], 'uncertainty_notes': []}"
Felis catus,cat,PRJEB81815,prjeb81815:samea120246548,IRTcat01,1300-1375 BP,ENA identifies SAMEA120246548 as Felis catus (tax_id 9685). Exact workbook join IRT01; source chronology: 575AD (95.4%) 650AD.,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246548 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row51 -> Table_S1!row207,radiocarbon,direct_radiocarbon_date,sample_approximate_or_modeled,normalized_interval,keep one normalized interval and preserve its evidence class and precision posture,Chronology comes from the recovered sample-owned source row.,1300,1375,1338,"{'schema_version': 'temporal-semantics.v1', 'source_family': 'animal_adna', 'evidence_class': 'direct_radiocarbon_date', 'precision_posture': 'sample_approximate_or_modeled', 'comparability_posture': 'numeric_interval_with_caveat', 'summary_label': '1300-1375 BP', 'temporal_window_key': 'late_holocene', 'temporal_window_label': 'Late Holocene (1001-3000 BP)', 'time_start_bp': 1300, 'time_end_bp': 1375, 'time_mean_bp': 1338, 'duration_years': 75, 'comparison_note': 'Chronology comes from the recovered sample-owned source row.', 'provenance_path': 'data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip', 'provenance_locator': 'sample_accession:SAMEA120246548 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row51 -> Table_S1!row207', 'provenance_excerpt': 'ENA identifies SAMEA120246548 as Felis catus (tax_id 9685). Exact workbook join IRT01; source chronology: 575AD (95.4%) 650AD.', 'original_labels': ['1300-1375 BP'], 'normalized_labels': [], 'uncertainty_notes': []}"
Felis catus,cat,PRJEB81815,prjeb81815:samea120246549,KASPcat01,2149-2349 BP,ENA identifies SAMEA120246549 as Felis silvestris silvestris (tax_id 463207). Exact workbook join KASP01; source chronology: 400BC (33.6%) 340BC / 310BC (61.8%) 200BC.,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246549 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row52 -> Table_S1!row63,radiocarbon,direct_radiocarbon_date,sample_approximate_or_modeled,normalized_interval,keep one normalized interval and preserve its evidence class and precision posture,Chronology comes from the recovered sample-owned source row.,2149,2349,2249,"{'schema_version': 'temporal-semantics.v1', 'source_family': 'animal_adna', 'evidence_class': 'direct_radiocarbon_date', 'precision_posture': 'sample_approximate_or_modeled', 'comparability_posture': 'numeric_interval_with_caveat', 'summary_label': '2149-2349 BP', 'temporal_window_key': 'late_holocene', 'temporal_window_label': 'Late Holocene (1001-3000 BP)', 'time_start_bp': 2149, 'time_end_bp': 2349, 'time_mean_bp': 2249, 'duration_years': 200, 'comparison_note': 'Chronology comes from the recovered sample-owned source row.', 'provenance_path': 'data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip', 'provenance_locator': 'sample_accession:SAMEA120246549 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row52 -> Table_S1!row63', 'provenance_excerpt': 'ENA identifies SAMEA120246549 as Felis silvestris silvestris (tax_id 463207). Exact workbook join KASP01; source chronology: 400BC (33.6%) 340BC / 310BC (61.8%) 200BC.', 'original_labels': ['2149-2349 BP'], 'normalized_labels': [], 'uncertainty_notes': []}"
Felis catus,cat,PRJEB81815,prjeb81815:samea120246550,KASPcat02,4th-1st cent BC,ENA identifies SAMEA120246550 as Felis silvestris silvestris (tax_id 463207). Exact workbook join KASP02; source chronology: 4th-1st cent BC.,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246550 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row53 -> Table_S1!row64,archaeological_context,archaeological_context_date,broad_period_only,text_only_unparsed,publish the wording as text and refuse fake numeric precision,Chronology comes from the recovered sample-owned source row.,,,,"{'schema_version': 'temporal-semantics.v1', 'source_family': 'animal_adna', 'evidence_class': 'archaeological_context_date', 'precision_posture': 'broad_period_only', 'comparability_posture': 'contextual_label_only', 'summary_label': '4th-1st cent BC', 'temporal_window_key': 'unresolved', 'temporal_window_label': 'Unresolved time window', 'time_start_bp': None, 'time_end_bp': None, 'time_mean_bp': None, 'duration_years': None, 'comparison_note': 'Chronology comes from the recovered sample-owned source row.', 'provenance_path': 'data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip', 'provenance_locator': 'sample_accession:SAMEA120246550 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row53 -> Table_S1!row64', 'provenance_excerpt': 'ENA identifies SAMEA120246550 as Felis silvestris silvestris (tax_id 463207). Exact workbook join KASP02; source chronology: 4th-1st cent BC.', 'original_labels': ['4th-1st cent BC'], 'normalized_labels': [], 'uncertainty_notes': []}"
Felis catus,cat,PRJEB81815,prjeb81815:samea120246551,KOPcat04,7309-7429 BP,ENA identifies SAMEA120246551 as Felis silvestris silvestris (tax_id 463207). Exact workbook join KOP04; source chronology: 5480BC (95.4%) 5360BC.,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246551 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row55 -> Table_S1!row37,radiocarbon,direct_radiocarbon_date,sample_approximate_or_modeled,normalized_interval,keep one normalized interval and preserve its evidence class and precision posture,Chronology comes from the recovered sample-owned source row.,7309,7429,7369,"{'schema_version': 'temporal-semantics.v1', 'source_family': 'animal_adna', 'evidence_class': 'direct_radiocarbon_date', 'precision_posture': 'sample_approximate_or_modeled', 'comparability_posture': 'numeric_interval_with_caveat', 'summary_label': '7309-7429 BP', 'temporal_window_key': 'early_holocene_and_older', 'temporal_window_label': 'Early Holocene and older (6001+ BP)', 'time_start_bp': 7309, 'time_end_bp': 7429, 'time_mean_bp': 7369, 'duration_years': 120, 'comparison_note': 'Chronology comes from the recovered sample-owned source row.', 'provenance_path': 'data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip', 'provenance_locator': 'sample_accession:SAMEA120246551 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row55 -> Table_S1!row37', 'provenance_excerpt': 'ENA identifies SAMEA120246551 as Felis silvestris silvestris (tax_id 463207). Exact workbook join KOP04; source chronology: 5480BC (95.4%) 5360BC.', 'original_labels': ['7309-7429 BP'], 'normalized_labels': [], 'uncertainty_notes': []}"
Felis catus,cat,PRJEB81815,prjeb81815:samea120246552,LABcat01,end 15th-early 16th c.,ENA identifies SAMEA120246552 as Felis catus (tax_id 9685). Exact workbook join LAB01; source chronology: end 15th-early 16th c..,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246552 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row57 -> Table_S1!row187,archaeological_context,archaeological_context_date,broad_period_only,text_only_unparsed,publish the wording as text and refuse fake numeric precision,Chronology comes from the recovered sample-owned source row.,,,,"{'schema_version': 'temporal-semantics.v1', 'source_family': 'animal_adna', 'evidence_class': 'archaeological_context_date', 'precision_posture': 'broad_period_only', 'comparability_posture': 'contextual_label_only', 'summary_label': 'end 15th-early 16th c.', 'temporal_window_key': 'unresolved', 'temporal_window_label': 'Unresolved time window', 'time_start_bp': None, 'time_end_bp': None, 'time_mean_bp': None, 'duration_years': None, 'comparison_note': 'Chronology comes from the recovered sample-owned source row.', 'provenance_path': 'data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip', 'provenance_locator': 'sample_accession:SAMEA120246552 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row57 -> Table_S1!row187', 'provenance_excerpt': 'ENA identifies SAMEA120246552 as Felis catus (tax_id 9685). Exact workbook join LAB01; source chronology: end 15th-early 16th c..', 'original_labels': ['end 15th-early 16th c.'], 'normalized_labels': [], 'uncertainty_notes': []}"
