species_latin_name,species_common_name,project_accession,repo_stable_sample_id,preferred_sample_label,sample_basis,sample_evidence_status,sample_identity_resolution,sample_ambiguity_note,locality_text,locality_resolution_status,location_evidence_artifact_path,location_evidence_artifact_kind,location_evidence_locator,location_evidence_text,site_name,municipality_name,region_name,country_name,broader_geography,coordinate_basis,coordinate_mapping_posture,coordinate_confidence,chronology_text,review_note
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5160877,SAMEA5160877,archive_project_sample_accession_anchor,archive_native,final,,Tel Safi/Gat,direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5160877 || Sheet1!row1668,ENA archive metadata identifies sample SAMEA5160877 as Sus scrofa (tax_id 9823). || AA045 | previous_extraction_code=GL1144 | mtdna_accession=- | source=Liora Horwitz | museum_or_sample_code=Israel anc7 | additional_sample_information=- | location=Tel Safi/Gat | country=Israel | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=- | source_mean_years_bp=- | period=- | group=NEU-A | zooarch_status=Unknown | combined_status=Unknown | secondary_zooarch_status=Unknown | published=N | chronology_disposition=unresolved_missing_source_mean | domestication_disposition=excluded_domestication_unknown,Tel Safi/Gat,,,Israel,,,,,,Sample-level locality comes directly from the recovered sample source row.
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5160878,SAMEA5160878,archive_project_sample_accession_anchor,archive_native,final,,Hallan Çemi,direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5160878 || Sheet1!row1764,"ENA archive metadata identifies sample SAMEA5160878 as Sus scrofa (tax_id 9823). || AA047 | previous_extraction_code=LG269 | mtdna_accession=- | source=Melinda Zeder | museum_or_sample_code=HC94 5E23-2227 | additional_sample_information=- | location=Hallan Çemi | country=Turkey | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=~ 11,600 cal. BP | source_mean_years_bp=11600 | period=Pre-Pottery Neolithic | group=NEU-A | zooarch_status=Unknown | combined_status=Unknown | secondary_zooarch_status=Unknown | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_domestication_unknown",Hallan Çemi,,,Turkey,,,,,,Sample-level locality comes directly from the recovered sample source row.
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5160879,SAMEA5160879,archive_project_sample_accession_anchor,archive_native,final,,Umm Qseir,direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5160879 || Sheet1!row1778,ENA archive metadata identifies sample SAMEA5160879 as Sus scrofa (tax_id 9823). || AA050 | previous_extraction_code=LG274 | mtdna_accession=- | source=Melinda Zeder | museum_or_sample_code=E-1-4 | additional_sample_information=- | location=Umm Qseir | country=Syria | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=Fourth Millennium BC | source_mean_years_bp=5000 | period=Uruk | group=NEU-A | zooarch_status=Unknown | combined_status=Unknown | secondary_zooarch_status=Unknown | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_domestication_unknown,Umm Qseir,,,Syria,,,,,,Sample-level locality comes directly from the recovered sample source row.
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5160880,SAMEA5160880,archive_project_sample_accession_anchor,archive_native,final,,Atij,direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5160880 || Sheet1!row1754,"ENA archive metadata identifies sample SAMEA5160880 as Sus scrofa (tax_id 9823). || AA051 | previous_extraction_code=LG277 | mtdna_accession=- | source=Melinda Zeder | museum_or_sample_code=DNA sample 23, Pin 9, E13-B, Lot 17 | additional_sample_information=- | location=Atij | country=Syria | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=~ 2,600 BC | source_mean_years_bp=4600 | period=Ninevite V | group=NEU-A | zooarch_status=Unknown | combined_status=Unknown | secondary_zooarch_status=Unknown | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_domestication_unknown",Atij,,,Syria,,,,,,Sample-level locality comes directly from the recovered sample source row.
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5160881,SAMEA5160881,archive_project_sample_accession_anchor,archive_native,final,,Căscioarele A,direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5160881 || Sheet1!row18,ENA archive metadata identifies sample SAMEA5160881 as Sus scrofa (tax_id 9823). || AA067 | previous_extraction_code=GL432 | mtdna_accession=DQ873087 | source=Adrian Bălășescu | museum_or_sample_code=1189778 | additional_sample_information=- | location=Căscioarele A | country=Romania | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=mid 5th - mid 4th millennium BC | source_mean_years_bp=6000 | period=Chalcolithic | group=EUD-A | zooarch_status=Domestic | combined_status=Domestic | secondary_zooarch_status=Domestic | published=Y | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_unreviewed_domesticated_scope,Căscioarele A,,,Romania,,,,,,Sample-level locality comes directly from the recovered sample source row.
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5160882,SAMEA5160882,archive_project_sample_accession_anchor,archive_native,final,,Vărăşti,direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5160882 || Sheet1!row24,ENA archive metadata identifies sample SAMEA5160882 as Sus scrofa (tax_id 9823). || AA068 | previous_extraction_code=GL565 | mtdna_accession=DQ873096 | source=Adrian Bălășescu | museum_or_sample_code=98 | additional_sample_information=- | location=Vărăşti | country=Romania | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=5th Millennium BC? | source_mean_years_bp=6500 | period=Middle to Late Neolithic | group=EUU-A | zooarch_status=Unknown | combined_status=Unknown | secondary_zooarch_status=Unknown | published=Y | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_domestication_unknown,Vărăşti,,,Romania,,,,,,Sample-level locality comes directly from the recovered sample source row.
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5160883,SAMEA5160883,archive_project_sample_accession_anchor,archive_native,final,,Căscioarele A,direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5160883 || Sheet1!row22,ENA archive metadata identifies sample SAMEA5160883 as Sus scrofa (tax_id 9823). || AA072 | previous_extraction_code=GL803 | mtdna_accession=DQ873092 | source=Adrian Bălășescu | museum_or_sample_code=5159 | additional_sample_information=- | location=Căscioarele A | country=Romania | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=mid 5th - mid 4th millennium BC | source_mean_years_bp=6000 | period=Chalcolithic | group=EUD-A | zooarch_status=Domestic | combined_status=Domestic | secondary_zooarch_status=Domestic | published=Y | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_unreviewed_domesticated_scope,Căscioarele A,,,Romania,,,,,,Sample-level locality comes directly from the recovered sample source row.
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5160884,SAMEA5160884,archive_project_sample_accession_anchor,archive_native,final,,Untervaz-Haselbodensenke,direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5160884 || Sheet1!row1057,ENA archive metadata identifies sample SAMEA5160884 as Sus scrofa (tax_id 9823). || AA075 | previous_extraction_code=GL1024 | mtdna_accession=DQ873113 | source=Jörg Schibler | museum_or_sample_code=11 | additional_sample_information=AS Kt. Graubünden | location=Untervaz-Haselbodensenke | country=Switzerland | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=27th - 25th century BC | source_mean_years_bp=4550 | period=Neolithic | group=EUW-A | zooarch_status=Wild | combined_status=Wild | secondary_zooarch_status=Wild | published=Y | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_wild,Untervaz-Haselbodensenke,,,Switzerland,,,,,,Sample-level locality comes directly from the recovered sample source row.
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5160885,SAMEA5160885,archive_project_sample_accession_anchor,archive_native,final,,Untervaz-Haselbodensenke,direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5160885 || Sheet1!row1059,ENA archive metadata identifies sample SAMEA5160885 as Sus scrofa (tax_id 9823). || AA077 | previous_extraction_code=GL1026 | mtdna_accession=DQ873115 | source=Jörg Schibler | museum_or_sample_code=14 | additional_sample_information=AS Kt. Graubünden | location=Untervaz-Haselbodensenke | country=Switzerland | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=27th - 25th century BC | source_mean_years_bp=4550 | period=Neolithic | group=EUW-A | zooarch_status=Wild | combined_status=Wild | secondary_zooarch_status=Wild | published=Y | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_wild,Untervaz-Haselbodensenke,,,Switzerland,,,,,,Sample-level locality comes directly from the recovered sample source row.
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5160886,SAMEA5160886,archive_project_sample_accession_anchor,archive_native,final,,Popesti,direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5160886 || Sheet1!row2258,ENA archive metadata identifies sample SAMEA5160886 as Sus scrofa (tax_id 9823). || AA079 | previous_extraction_code=GL1031 | mtdna_accession=- | source=Valentin Dumitrascu | museum_or_sample_code=13 | additional_sample_information=Govora-Fundeni culture; pit | location=Popesti | country=Romania | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=1400-1300 BC | source_mean_years_bp=3350 | period=Bronze Age | group=EUD-A | zooarch_status=Domestic | combined_status=Domestic | secondary_zooarch_status=Domestic | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_unreviewed_domesticated_scope,Popesti,,,Romania,,,,,,Sample-level locality comes directly from the recovered sample source row.
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5160887,SAMEA5160887,archive_project_sample_accession_anchor,archive_native,final,,Popesti,direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5160887 || Sheet1!row2259,ENA archive metadata identifies sample SAMEA5160887 as Sus scrofa (tax_id 9823). || AA080 | previous_extraction_code=GL1032 | mtdna_accession=DQ873097 | source=Valentin Dumitrascu | museum_or_sample_code=14 | additional_sample_information=Govora-Fundeni culture; pit | location=Popesti | country=Romania | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=1400-1300 BC | source_mean_years_bp=3350 | period=Bronze Age | group=EUD-A | zooarch_status=Domestic | combined_status=Domestic | secondary_zooarch_status=Domestic | published=Y | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_unreviewed_domesticated_scope,Popesti,,,Romania,,,,,,Sample-level locality comes directly from the recovered sample source row.
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5160888,SAMEA5160888,archive_project_sample_accession_anchor,archive_native,final,,Hârşova-tell,direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5160888 || Sheet1!row8,ENA archive metadata identifies sample SAMEA5160888 as Sus scrofa (tax_id 9823). || AA081 | previous_extraction_code=GL1033 | mtdna_accession=- | source=Adrian Balasescu | museum_or_sample_code=Sample no. 5 Specimen No. 599 | additional_sample_information=Cernavoda I culture | location=Hârşova-tell | country=Romania | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=3700-3400 BC | source_mean_years_bp=5550 | period=Chalcolithic | group=EUU-A | zooarch_status=Unknown | combined_status=Unknown | secondary_zooarch_status=Unknown | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_domestication_unknown,Hârşova-tell,,,Romania,,,,,,Sample-level locality comes directly from the recovered sample source row.
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5160889,SAMEA5160889,archive_project_sample_accession_anchor,archive_native,final,,Durostorum-Ostrov Farm 4,direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5160889 || Sheet1!row7,"ENA archive metadata identifies sample SAMEA5160889 as Sus scrofa (tax_id 9823). || AA084 | previous_extraction_code=GL1036 | mtdna_accession=DQ873103 | source=Adrian Balasescu | museum_or_sample_code=134 | additional_sample_information=1997, pit 33 | location=Durostorum-Ostrov Farm 4 | country=Romania | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=200-300 AD | source_mean_years_bp=1750 | period=Roman | group=EUD-A | zooarch_status=Domestic | combined_status=Domestic | secondary_zooarch_status=Domestic | published=Y | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_unreviewed_domesticated_scope",Durostorum-Ostrov Farm 4,,,Romania,,,,,,Sample-level locality comes directly from the recovered sample source row.
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5160890,SAMEA5160890,archive_project_sample_accession_anchor,archive_native,final,,Gordion,direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5160890 || Sheet1!row1758,"ENA archive metadata identifies sample SAMEA5160890 as Sus scrofa (tax_id 9823). || AA088 | previous_extraction_code=LG353 | mtdna_accession=JX894025 | source=Melinda Zeder | museum_or_sample_code=PIN 29550, Op 1, Locus 57, Lot 142 | additional_sample_information=- | location=Gordion | country=Turkey | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=540-330 BC | source_mean_years_bp=2345 | period=Late Phrygian | group=NED-A | zooarch_status=Domestic | combined_status=Domestic | secondary_zooarch_status=Domestic | published=Y | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_unreviewed_domesticated_scope",Gordion,,,Turkey,,,,,,Sample-level locality comes directly from the recovered sample source row.
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5160891,SAMEA5160891,archive_project_sample_accession_anchor,archive_native,final,,Gordion,direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5160891 || Sheet1!row1759,"ENA archive metadata identifies sample SAMEA5160891 as Sus scrofa (tax_id 9823). || AA089 | previous_extraction_code=LG354 | mtdna_accession=JX894026 | source=Melinda Zeder | museum_or_sample_code=PIN 29961, Op 14 Locus 339, Lot 85 | additional_sample_information=- | location=Gordion | country=Turkey | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=1,400-1,200 BC | source_mean_years_bp=3300 | period=Late Bronze Age | group=NED-A | zooarch_status=Domestic | combined_status=Domestic | secondary_zooarch_status=Domestic | published=Y | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_unreviewed_domesticated_scope",Gordion,,,Turkey,,,,,,Sample-level locality comes directly from the recovered sample source row.
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5160892,SAMEA5160892,archive_project_sample_accession_anchor,archive_native,final,,Gordion,direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5160892 || Sheet1!row1760,"ENA archive metadata identifies sample SAMEA5160892 as Sus scrofa (tax_id 9823). || AA090 | previous_extraction_code=LG355 | mtdna_accession=- | source=Melinda Zeder | museum_or_sample_code=PIN 28944, Op 1 Locus 2.1, Lot 131 | additional_sample_information=- | location=Gordion | country=Turkey | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=540-330 BC | source_mean_years_bp=2345 | period=Late Phrygian | group=NED-A | zooarch_status=Domestic | combined_status=Domestic | secondary_zooarch_status=Domestic | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_unreviewed_domesticated_scope",Gordion,,,Turkey,,,,,,Sample-level locality comes directly from the recovered sample source row.
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5160893,SAMEA5160893,archive_project_sample_accession_anchor,archive_native,final,,Gordion,direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5160893 || Sheet1!row1761,"ENA archive metadata identifies sample SAMEA5160893 as Sus scrofa (tax_id 9823). || AA091 | previous_extraction_code=LG356 | mtdna_accession=- | source=Melinda Zeder | museum_or_sample_code=PIN 25020, Op 2, Locus 6, Lot 6 | additional_sample_information=- | location=Gordion | country=Turkey | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=2500-1500BP | source_mean_years_bp=2999 | period=Hellenistic | group=NED-A | zooarch_status=Domestic | combined_status=Domestic | secondary_zooarch_status=Domestic | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_unreviewed_domesticated_scope",Gordion,,,Turkey,,,,,,Sample-level locality comes directly from the recovered sample source row.
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5160894,SAMEA5160894,archive_project_sample_accession_anchor,archive_native,final,,Tell Brak,direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5160894 || Sheet1!row1153,ENA archive metadata identifies sample SAMEA5160894 as Sus scrofa (tax_id 9823). || AA093 | previous_extraction_code=GL494 | mtdna_accession=- | source=Keith Dobney / Roger Matthews | museum_or_sample_code=HN A184.3 | additional_sample_information=- | location=Tell Brak | country=Syria | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=c 1700 BC | source_mean_years_bp=3700 | period=Middle Bronze Age | group=NED-A | zooarch_status=Domestic | combined_status=Domestic | secondary_zooarch_status=Domestic | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_unreviewed_domesticated_scope,Tell Brak,,,Syria,,,,,,Sample-level locality comes directly from the recovered sample source row.
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5160895,SAMEA5160895,archive_project_sample_accession_anchor,archive_native,final,,Tell Brak,direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5160895 || Sheet1!row1155,ENA archive metadata identifies sample SAMEA5160895 as Sus scrofa (tax_id 9823). || AA095 | previous_extraction_code=- | mtdna_accession=- | source=Keith Dobney / Roger Matthews | museum_or_sample_code=TB96 15 H86 A514:5 | additional_sample_information=- | location=Tell Brak | country=Syria | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=2400-2200 BC | source_mean_years_bp=4300 | period=Akkadian/post-Akkadian | group=NEU-A | zooarch_status=Unknown | combined_status=Unknown | secondary_zooarch_status=Unknown | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_domestication_unknown,Tell Brak,,,Syria,,,,,,Sample-level locality comes directly from the recovered sample source row.
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5160896,SAMEA5160896,archive_project_sample_accession_anchor,archive_native,final,,Tell Brak,direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5160896 || Sheet1!row1156,ENA archive metadata identifies sample SAMEA5160896 as Sus scrofa (tax_id 9823). || AA096 | previous_extraction_code=- | mtdna_accession=- | source=Keith Dobney / Roger Matthews | museum_or_sample_code=TB96 HS1 A4167:5 S52 | additional_sample_information=- | location=Tell Brak | country=Syria | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=3900-3700 BC | source_mean_years_bp=5800 | period=Late Chalcolithic | group=NEU-A | zooarch_status=Unknown | combined_status=Unknown | secondary_zooarch_status=Unknown | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_domestication_unknown,Tell Brak,,,Syria,,,,,,Sample-level locality comes directly from the recovered sample source row.
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5160897,SAMEA5160897,archive_project_sample_accession_anchor,archive_native,final,,Tell Brak,direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5160897 || Sheet1!row1157,ENA archive metadata identifies sample SAMEA5160897 as Sus scrofa (tax_id 9823). || AA097 | previous_extraction_code=- | mtdna_accession=- | source=Keith Dobney / Roger Matthews | museum_or_sample_code=45 A1119:1 HS3 S62 | additional_sample_information=- | location=Tell Brak | country=Syria | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=c 2400 BC | source_mean_years_bp=4400 | period=Akkadian | group=NEU-A | zooarch_status=Unknown | combined_status=Unknown | secondary_zooarch_status=Unknown | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_domestication_unknown,Tell Brak,,,Syria,,,,,,Sample-level locality comes directly from the recovered sample source row.
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5160898,SAMEA5160898,archive_project_sample_accession_anchor,archive_native,final,,Erbaba Höyük,direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5160898 || Sheet1!row2153,ENA archive metadata identifies sample SAMEA5160898 as Sus scrofa (tax_id 9823). || AA099 | previous_extraction_code=GL353 | mtdna_accession=- | source=Richard Meadow / Benjamin Arbuckle | museum_or_sample_code=338IWCI | additional_sample_information=- | location=Erbaba Höyük | country=Turkey | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=6500 BC | source_mean_years_bp=8500 | period=Pottery Neolithic | group=NEU-A | zooarch_status=Unknown | combined_status=Unknown | secondary_zooarch_status=Unknown | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_domestication_unknown,Erbaba Höyük,,,Turkey,,,,,,Sample-level locality comes directly from the recovered sample source row.
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5160899,SAMEA5160899,archive_project_sample_accession_anchor,archive_native,final,,Hallan Çemi,direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5160899 || Sheet1!row2155,"ENA archive metadata identifies sample SAMEA5160899 as Sus scrofa (tax_id 9823). || AA100 | previous_extraction_code=GL354 | mtdna_accession=- | source=Richard Redding | museum_or_sample_code=HC92 6F7 718, 14 | additional_sample_information=- | location=Hallan Çemi | country=Turkey | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=10,000 BP | source_mean_years_bp=10000 | period=Late Epipaleolithic | group=NEW-A | zooarch_status=Wild | combined_status=Wild | secondary_zooarch_status=Wild | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_wild",Hallan Çemi,,,Turkey,,,,,,Sample-level locality comes directly from the recovered sample source row.
