species_latin_name,species_common_name,project_accession,repo_stable_sample_id,archive_native_sample_id,paper_native_sample_label,supplementary_table_sample_label,preferred_sample_label,sample_basis,sample_evidence_status,sample_lineage_path,sample_lineage_locator,sample_lineage_excerpt,sample_identity_resolution,sample_ambiguity_note,locality_text,political_entity,latitude_text,longitude_text,chronology_text,chronology_dating_basis,chronology_evidence_class,chronology_precision_posture,source_native_tax_id,source_native_scientific_name,taxon_alignment_status,archive_native_experiment_id,source_native_identity_kind
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5160987,SAMEA5160987,,,SAMEA5160987,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5160987,ENA archive metadata identifies sample SAMEA5160987 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5160988,SAMEA5160988,,,SAMEA5160988,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5160988,ENA archive metadata identifies sample SAMEA5160988 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5160989,SAMEA5160989,,,SAMEA5160989,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5160989,ENA archive metadata identifies sample SAMEA5160989 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5160990,SAMEA5160990,,,SAMEA5160990,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5160990,ENA archive metadata identifies sample SAMEA5160990 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5160991,SAMEA5160991,,,SAMEA5160991,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5160991,ENA archive metadata identifies sample SAMEA5160991 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5160992,SAMEA5160992,,,SAMEA5160992,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5160992,ENA archive metadata identifies sample SAMEA5160992 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5160993,SAMEA5160993,,,SAMEA5160993,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5160993,ENA archive metadata identifies sample SAMEA5160993 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5160994,SAMEA5160994,,,SAMEA5160994,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5160994,ENA archive metadata identifies sample SAMEA5160994 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5160995,SAMEA5160995,,,SAMEA5160995,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5160995,ENA archive metadata identifies sample SAMEA5160995 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5160996,SAMEA5160996,,,SAMEA5160996,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5160996,ENA archive metadata identifies sample SAMEA5160996 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5160997,SAMEA5160997,,,SAMEA5160997,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5160997,ENA archive metadata identifies sample SAMEA5160997 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5160998,SAMEA5160998,,,SAMEA5160998,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5160998,ENA archive metadata identifies sample SAMEA5160998 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5160999,SAMEA5160999,,,SAMEA5160999,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5160999,ENA archive metadata identifies sample SAMEA5160999 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161000,SAMEA5161000,,,SAMEA5161000,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161000,ENA archive metadata identifies sample SAMEA5161000 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161001,SAMEA5161001,,,SAMEA5161001,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161001,ENA archive metadata identifies sample SAMEA5161001 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161002,SAMEA5161002,,,SAMEA5161002,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161002,ENA archive metadata identifies sample SAMEA5161002 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161003,SAMEA5161003,,,SAMEA5161003,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161003,ENA archive metadata identifies sample SAMEA5161003 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161004,SAMEA5161004,,,SAMEA5161004,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161004,ENA archive metadata identifies sample SAMEA5161004 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161005,SAMEA5161005,,,SAMEA5161005,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161005,ENA archive metadata identifies sample SAMEA5161005 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161006,SAMEA5161006,,,SAMEA5161006,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161006,ENA archive metadata identifies sample SAMEA5161006 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161007,SAMEA5161007,,,SAMEA5161007,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161007,ENA archive metadata identifies sample SAMEA5161007 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161008,SAMEA5161008,,,SAMEA5161008,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161008,ENA archive metadata identifies sample SAMEA5161008 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161009,SAMEA5161009,,,SAMEA5161009,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161009,ENA archive metadata identifies sample SAMEA5161009 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161010,SAMEA5161010,,,SAMEA5161010,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161010,ENA archive metadata identifies sample SAMEA5161010 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161011,SAMEA5161011,,,SAMEA5161011,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161011,ENA archive metadata identifies sample SAMEA5161011 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161012,SAMEA5161012,,,SAMEA5161012,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161012,ENA archive metadata identifies sample SAMEA5161012 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161013,SAMEA5161013,,,SAMEA5161013,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161013,ENA archive metadata identifies sample SAMEA5161013 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161014,SAMEA5161014,,,SAMEA5161014,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161014,ENA archive metadata identifies sample SAMEA5161014 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161015,SAMEA5161015,,,SAMEA5161015,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161015,ENA archive metadata identifies sample SAMEA5161015 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161016,SAMEA5161016,,,SAMEA5161016,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161016,ENA archive metadata identifies sample SAMEA5161016 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161017,SAMEA5161017,,,SAMEA5161017,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161017,ENA archive metadata identifies sample SAMEA5161017 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161018,SAMEA5161018,,,SAMEA5161018,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161018,ENA archive metadata identifies sample SAMEA5161018 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161019,SAMEA5161019,,,SAMEA5161019,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161019,ENA archive metadata identifies sample SAMEA5161019 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161020,SAMEA5161020,,,SAMEA5161020,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161020,ENA archive metadata identifies sample SAMEA5161020 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161021,SAMEA5161021,,,SAMEA5161021,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161021,ENA archive metadata identifies sample SAMEA5161021 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161022,SAMEA5161022,,,SAMEA5161022,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161022,ENA archive metadata identifies sample SAMEA5161022 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161023,SAMEA5161023,,,SAMEA5161023,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161023,ENA archive metadata identifies sample SAMEA5161023 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161024,SAMEA5161024,,,SAMEA5161024,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161024,ENA archive metadata identifies sample SAMEA5161024 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161025,SAMEA5161025,,,SAMEA5161025,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161025,ENA archive metadata identifies sample SAMEA5161025 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161026,SAMEA5161026,,,SAMEA5161026,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161026,ENA archive metadata identifies sample SAMEA5161026 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161027,SAMEA5161027,,,SAMEA5161027,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161027,ENA archive metadata identifies sample SAMEA5161027 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161028,SAMEA5161028,,,SAMEA5161028,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161028,ENA archive metadata identifies sample SAMEA5161028 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161029,SAMEA5161029,,,SAMEA5161029,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161029,ENA archive metadata identifies sample SAMEA5161029 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161030,SAMEA5161030,,,SAMEA5161030,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161030,ENA archive metadata identifies sample SAMEA5161030 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161031,SAMEA5161031,,,SAMEA5161031,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161031,ENA archive metadata identifies sample SAMEA5161031 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161032,SAMEA5161032,,,SAMEA5161032,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161032,ENA archive metadata identifies sample SAMEA5161032 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161033,SAMEA5161033,,,SAMEA5161033,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161033,ENA archive metadata identifies sample SAMEA5161033 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161034,SAMEA5161034,,,SAMEA5161034,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161034,ENA archive metadata identifies sample SAMEA5161034 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161035,SAMEA5161035,,,SAMEA5161035,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161035,ENA archive metadata identifies sample SAMEA5161035 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161036,SAMEA5161036,,,SAMEA5161036,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161036,ENA archive metadata identifies sample SAMEA5161036 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161037,SAMEA5161037,,,SAMEA5161037,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161037,ENA archive metadata identifies sample SAMEA5161037 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161038,SAMEA5161038,,,SAMEA5161038,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161038,ENA archive metadata identifies sample SAMEA5161038 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161039,SAMEA5161039,,,SAMEA5161039,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161039,ENA archive metadata identifies sample SAMEA5161039 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161040,SAMEA5161040,,,SAMEA5161040,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161040,ENA archive metadata identifies sample SAMEA5161040 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161041,SAMEA5161041,,,SAMEA5161041,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161041,ENA archive metadata identifies sample SAMEA5161041 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161042,SAMEA5161042,,,SAMEA5161042,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161042,ENA archive metadata identifies sample SAMEA5161042 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161043,SAMEA5161043,,,SAMEA5161043,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161043,ENA archive metadata identifies sample SAMEA5161043 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161044,SAMEA5161044,,,SAMEA5161044,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161044,ENA archive metadata identifies sample SAMEA5161044 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161045,SAMEA5161045,,,SAMEA5161045,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161045,ENA archive metadata identifies sample SAMEA5161045 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161046,SAMEA5161046,,,SAMEA5161046,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161046,ENA archive metadata identifies sample SAMEA5161046 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161047,SAMEA5161047,,,SAMEA5161047,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161047,ENA archive metadata identifies sample SAMEA5161047 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161048,SAMEA5161048,,,SAMEA5161048,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161048,ENA archive metadata identifies sample SAMEA5161048 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161049,SAMEA5161049,,,SAMEA5161049,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161049,ENA archive metadata identifies sample SAMEA5161049 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161050,SAMEA5161050,,,SAMEA5161050,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161050,ENA archive metadata identifies sample SAMEA5161050 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161051,SAMEA5161051,,,SAMEA5161051,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161051,ENA archive metadata identifies sample SAMEA5161051 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161052,SAMEA5161052,,,SAMEA5161052,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161052,ENA archive metadata identifies sample SAMEA5161052 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161053,SAMEA5161053,,,SAMEA5161053,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161053,ENA archive metadata identifies sample SAMEA5161053 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
